anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,27876.55458,10790.22078,3298.316228,787.641367,397.7260542,589.2146946,382.9823414,2157.564457,2295.120018,2020.103644,137.4608133,50.92693887,1600.844595,2131.091685,14.79473408,0.9987803768,15919.13161,13899.02796,3108.807184
2011,28508.7815,10927.18877,3204.017473,889.147231,411.1623063,625.7728134,382.3305865,2308.412937,2426.667878,2037.467429,270.9455083,38.57677828,1737.959754,2281.33261,16.09452048,1.011458611,16069.17257,14031.70514,3104.516366
2012,29256.12333,11052.00422,3142.018,979.968,461.451,655.697,432.014,2529.13,2649.737,2082.709716,446.4202835,67.71574637,1789.203,2359.7,16.86250645,1.023011962,16357.84047,14275.13075,3223.126536
2013,29906.23404,11216.73455,3066.668636,1041.305699,467.9064184,696.9517393,486.640999,2692.804856,2802.531271,2146.232181,546.572675,92.24273633,1813.000954,2314.001983,14.96782054,1.038259975,16692.14398,14545.9118,3329.177254
2014,30743.50566,11465.02619,3043.148649,1120.873071,519.2634825,736.3419464,508.1175307,2884.59603,3011.469661,2219.531671,665.064359,73.91199709,1861.772477,2400.943252,16.69220079,1.061242713,17071.07792,14851.54625,3386.52006
2015,31448.77123,11861.9709,3099.013496,1162.908228,515.2763645,771.8410725,562.3000943,3012.325759,3133.907347,2304.597254,707.7285052,132.5259376,1786.331162,2449.018461,28.02036364,1.097985296,17592.75074,15288.15349,3426.182591
2016,32029.84256,12182.24395,3153.230443,1160.192463,494.6857711,845.5307864,602.4324513,3102.841472,3213.322113,2389.625264,713.2162079,42.43448256,1792.891133,2422.09463,15.33571559,1.127630884,17977.3632,15587.73794,3405.493993
2017,32804.86327,12444.07961,3174.345219,1217.722438,505.3221883,902.5941762,629.0185563,3254.657359,3363.880268,2480.047899,774.6094599,53.15246594,1869.897522,2503.170818,4.329174989,1.151867304,18406.51344,15926.46554,3482.385933
2018,33814.92446,12705.29432,3247.706474,1277.170326,541.3342036,984.9626808,627.4769191,3430.944129,3540.253358,2578.473465,852.4706639,70.16322357,1924.276746,2597.656693,8.38872799,1.176046246,18898.42615,16319.95269,3614.658371
2019,34632.2508,12656.94574,3372.528694,2385.886879,552.0009372,1064.490259,622.2039545,4624.58203,4363.440264,2693.709277,1930.872753,-279.560924,1937.66587,2611.710152,98.28832142,1.171570934,19537.59781,16843.88854,4186.942797
