,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2.422910489,1.009776927,0.5140136219,0.6006935,0.1778904707,32.25303305,3.454946072,2.158626694,6.620971611,6.056891236,38.59780625,7.168989854,6.890183875,1.565307279,19.84751448,1.904014252,1.144183182,3.494570886,31.79547768,1.356636438,0.6567737759,2.915251947,0.1254641875,4.180646379,37.33067597,8.151554778,12.52035632,0.2246001638,1.331586442,1.159736392,4.40026013,0.3924509677,0.1343209892,0.6003690508,0.7978346382,0.03856323745,0.657628911,0.7442744219,1.194450135,0.08367441165,0.02132817088,3.792027722,0.2746613747,0.906419506,0.07446305176,0.1337051739,0.0009682328413,0,0.216452626,9.530084056,0.03231813739,0.07355767542,1.519652651,0.1029614121,0.4802303745,4.145870018,0.2358398689,0.4431560609,1.122649138,0.1067461142,0.7116586662,0.2171566908,0.222036269,0.1622695357,2.659553469,2.139322994,0,0,0,0,0
213,4.692656768,0.7663530874,626.0571727,267.5533388,595.0015167,336.4245304,22.61994449,0.4388568835,6.975582385,2.149331989,3.065876924,15.43018959,6.329708133,0.8065463079,2.842123989,0.7674358752,0.1678702723,1.753648542,2.624835794,0.158328865,0.04368240835,1.037647919,0.2750602191,202.5331628,26.8830275,1.068437863,17.47990161,0.5436880625,0.9537205967,1.258903294,14.64363703,2.359476177,1.284463507,3.718053392,5.064558572,0.4055926911,444.1662425,1.157087159,19.09337001,0.8800539592,0.2243211617,10.88560539,2.888778368,9.533357442,3.375028355,5.680735058,0.01018348535,0,2.276562055,91.55062462,0.3399092292,0.7736501782,24.24927396,1.082906908,2.085637274,1.074185745,1.184698232,3.735155587,6.036259654,0.3835212596,0.23203023,0.5224771816,0.8141987134,0.6828666661,1.687488494,4.214929459,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,122.9793361,51.21004689,26.07497708,30.44979904,9.081653411,1633.327299,175.2320479,111.1070322,336.112939,306.9397445,1954.279527,363.4093275,357.2907646,79.65510232,1005.640695,96.54070327,58.25723567,177.5402088,1615.908154,69.80794444,33.3393125,152.7294782,7.828150608,214.748433,1898.237994,419.911719,635.3707388,11.60242156,68.05385388,59.42630531,223.9467545,20.26236742,6.846481912,30.42612888,40.56466621,1.994182094,33.33708142,37.8783465,60.54380911,4.417051375,1.131002843,192.5988153,15.18030911,50.67131331,3.848059759,6.878729291,0.04926862158,0,11.50430817,483.6580986,1.65732415,3.777671149,78.55614258,5.419038279,24.64211589,210.0458165,12.30238106,22.63265809,57.06605822,5.498622414,36.10533183,11.36652032,11.57375193,8.49176546,135.9750645,109.0600227,0,0,0,0,0
333,17925.05232,3671.864918,4267.521533,3442.971351,4187.134298,13277.3766,13597.73407,1987.099215,2545.634699,4102.350664,5822.239168,5271.925904,6484.72317,1533.552314,13490.70668,1727.566405,518.5447292,2193.059276,10054.53063,662.1091011,80.20995859,5188.395863,1107.238245,5594.324678,13968.91475,4769.887051,8021.851681,507.3760017,3227.341484,1496.92801,6006.232891,551.1661317,183.1612992,126.4716977,995.1987845,81.11926999,3401.538874,1043.321711,651.9966734,364.9643657,217.0029456,3309.292617,996.0721833,6491.963918,213.9626344,556.595455,4.590396229,0,2033.545252,10624.52319,148.1759029,136.2432986,2508.093453,639.3564806,2496.843815,1169.831788,721.5546101,718.2203637,895.1219882,342.6898464,194.9950167,665.6384032,1790.0926,884.3438621,5500.257126,3843.656422,0,0,0,0,0
