anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,27875.98504,10792.92678,3298.316228,787.641367,397.7260542,589.2146946,382.9823414,2157.564457,2295.120018,2020.103644,137.4608133,37.67867681,1600.844595,2131.091685,24.99325864,0.9990308533,15918.78787,13898.68422,3105.757446
2011,28502.43279,10931.37339,3204.017473,889.147231,411.1623063,625.7718028,382.3305865,2308.411927,2426.666866,2037.467429,270.9444977,12.46740859,1737.959754,2281.33261,35.14150653,1.011845953,16066.29379,14028.82636,3097.45297
2012,29250.61989,11056.28954,3142.018,979.968,461.451,655.697,432.014,2529.13,2649.737,2082.709185,446.4208153,42.18455435,1789.203,2359.7,35.73327028,1.023408627,16355.46537,14272.75618,3216.46664
2013,29900.06071,11217.06558,3066.668636,1040.300973,467.9064184,697.41539,486.640999,2692.26378,2801.888255,2146.231929,546.0318509,76.90531168,1813.000954,2314.001983,27.99611806,1.038290617,16689.52287,14543.29094,3326.225362
2014,30735.24813,11472.91446,3043.148649,1120.873071,519.2634825,736.3419464,508.1175307,2884.59603,3011.469661,2219.570486,665.0255442,17.95165716,1861.772477,2400.943252,60.88066345,1.061972879,17067.19432,14847.62383,3374.709368
2015,31443.91924,11875.06634,3099.013496,1162.908228,515.2763645,771.8410725,562.3000943,3012.325759,3133.907347,2304.587424,707.7383358,70.38585469,1786.331162,2449.018461,75.47213249,1.099197456,17591.15787,15286.57045,3411.504108
2016,32024.67723,12189.32445,3153.230443,1160.192463,494.6857711,845.5307864,602.4324513,3102.841472,3213.322113,2389.590029,713.251443,-11.88385508,1792.891133,2422.09463,57.17591701,1.128286281,17971.96557,15582.37555,3393.051092
2017,32781.41215,12451.88059,3174.345219,1217.722438,505.3221883,902.5941762,629.0185563,3254.657359,3363.880268,2480.000981,774.656378,-26.80885144,1869.897522,2503.170818,62.71417872,1.15258939,18392.73811,15912.73712,3460.856537
2018,33795.54207,12712.42503,3247.706474,1277.112406,541.3342036,984.9626808,627.4769191,3430.886209,3540.192361,2578.42279,852.4634196,34.7848586,1924.276746,2597.656693,26.95605862,1.17670629,18888.68484,16310.26205,3597.837015
2019,34385.63943,12926.72572,3372.528694,1294.274697,552.0009372,1064.490259,622.2039545,3532.969848,3613.921401,2693.647809,839.3220387,48.74140669,1937.66587,2611.710152,30.66827362,1.196542707,19318.54121,16624.89341,3698.167685
