,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.005753535893,0.005753535893,0.8441963189,0.6684083561,0.4072133919,0.007208444444,0.0127776315,0.005753535893,0.01987091275,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.01410555777,0.008585690447,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.007600077364,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005841869015,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0.005753535893,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.9385538435,0.9385538435,0.09968886056,0.2755653419,0.5368918315,0.9370982023,0.9315262109,0.9385538435,0.9244293578,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.930197616,0.9357202628,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9367063722,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9384654659,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0.9385538435,0,0,0,0,0
321,0.001041853813,0.001041853813,0.001049751997,0.001048096063,0.00104563559,0.001041867518,0.00104191998,0.001041853813,0.001041986799,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041932489,0.001041880492,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041871207,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041854645,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0.001041853813,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
