caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2 inviluppo,12.3508271,59.74172307,44.62532688,96.81813823,36.19076011,0.6564793591,31.40083331,35.45522475,6.034003119,3.68647031,59.34398707,19.14413287
O2 inviluppo_tendenza,10.96751265,53.69308985,33.3415017,70.26490456,37.27268517,0.867496238,28.38479709,20.12903248,4.016009873,3.591287874,48.64304532,14.03028183
O2 uniforme,12.23924017,60.73333169,47.92933315,108.035741,35.2671389,0.5698877649,31.52798802,37.06899828,6.389087543,5.009197474,62.9913862,19.99881783
