caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2 inviluppo,11.96480858,45.79502164,61.75439458,107.5401019,42.87900653,0.8412197627,16.9622262,28.36226099,3.220083922,1.668807774,64.49213116,12.55334472
O2 inviluppo_tendenza,10.86291376,38.97365463,31.1166954,100.233625,26.646508,0.9001427048,15.2856928,18.82482676,3.03123436,1.984099624,49.24262077,9.781463385
O2 uniforme,11.88466182,45.73139361,61.75726115,107.4301249,40.92705249,0.8448576047,17.33830243,29.01358078,3.201848869,2.244530291,63.96145804,12.94956559
