anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,28292.62543,11332.1795,3298.316228,690.5201211,490.5244681,544.7366734,414.9170341,2140.698297,2274.866375,2020.103644,120.5946526,-206.2402776,1600.844595,2131.091685,0,1.048945961,16168.87473,14148.77109,2816.59159
2011,29069.48557,11418.60344,3204.017473,723.4020316,513.8827761,516.0663222,434.6749881,2188.026118,2285.921397,1941.785645,246.2404733,-12.94322887,1737.959754,2281.33261,0,1.056945662,16352.22622,14410.44058,2991.837141
2012,29829.82044,11660.07189,3142.018,756.2839421,537.2410841,487.3959709,452.2297621,2233.150759,2334.292686,1915.94047,317.210289,69.70277806,1789.203,2359.7,0,1.079296822,16635.58835,14719.64788,3059.575994
2013,30552.45875,11933.78222,3066.668636,789.1658527,560.5993921,516.0663222,432.4718081,2298.303375,2387.466661,1919.738986,378.5643894,84.36652678,1813.000954,2314.001983,0,1.104632402,16971.28301,15051.54403,3117.761809
2014,31385.65884,12309.41087,3043.148649,822.0477632,583.9577001,544.7366734,447.2196529,2397.96179,2474.348976,1941.875135,456.0866543,89.0623258,1861.772477,2400.943252,0,1.139401897,17376.80004,15434.92491,3125.51404
2015,32026.82437,12781.80588,3099.013496,854.9296737,607.3160081,573.4070246,466.9776069,2502.630313,2581.386761,1964.974054,537.6562598,117.9829777,1786.331162,2449.018461,0,1.183128423,17917.50181,15952.52776,3170.721882
2016,32654.72033,13113.79235,3153.230443,887.8115843,630.6743161,602.0773759,486.7355609,2607.298837,2687.951362,1997.989521,609.3093163,7.275355373,1792.891133,2422.09463,0,1.213858246,18333.04602,16335.0565,3221.264142
2017,33413.74716,13400.67958,3174.345219,920.6934948,654.0326241,630.7477271,506.4935149,2711.967361,2726.314302,2061.789348,650.1780133,59.04356268,1869.897522,2503.170818,0,1.240413526,18727.10937,16665.32002,3264.64044
2018,34444.19963,13904.77719,3247.706474,953.5754053,677.3909321,659.4180783,526.251469,2816.635885,2708.788723,2148.169101,668.4667841,76.08351912,1924.276746,2597.656693,0,1.287074555,19263.97596,17115.80686,3211.029669
2019,34976.46098,14420.7948,3372.528694,986.4573158,700.7492402,688.0884295,546.009423,2921.304408,2570.110002,2304.249305,617.0551034,35.18596806,1937.66587,2611.710152,0,1.33483894,19724.57519,17420.32588,2999.531078
