caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2,12.23924017,60.73333169,47.92933315,108.035741,35.2671389,0.5698877649,31.52798802,37.06899828,6.389087543,5.009197474,62.9913862,19.99881783
acceleratore_banda_10%,7.476986694,26.13411522,31.52981963,29.11923169,7.246351943,1.851135411,12.65196103,21.24465669,4.235859705,0.8988356432,23.50737962,9.757828267
investimento_osservato,6.227272108,9.65796701e-11,2.562421606e-09,0,1.735725019e-11,2.895896745,0.3947888246,3.877228489,0.1810195525,1.080713937,6.690896317e-10,1.383437701
tasso_costante_banda_10%,7.843429435,26.66402425,30.98815134,27.25019432,7.791052792,2.167361354,13.95835937,23.12083815,4.504592019,1.201392505,23.17335567,10.69629551
tasso_costante_penalita,6.439899009,19.84195324,27.81503458,39.1867493,8.566729289,2.41014898,10.77032215,22.79879781,6.076515182,1.024933828,23.8526166,10.16764224
