caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2,12.73379653,54.66897383,47.49787147,75.3372722,21.35071385,0.4307822058,35.25367322,46.28612413,8.913635637,4.681805654,49.71370784,23.78380966
acceleratore_banda_10%,7.389413941,27.14460543,31.62437813,20.25236538,4.494639128,2.328670733,11.44832473,22.77494801,5.18874977,0.9836716162,20.87899702,10.09892353
investimento_osservato,5.874212834,1.772503446e-10,4.652944123e-09,0,3.357605533e-11,2.992538961,0.2990860318,6.177686777,0.07848872231,0.5934578778,1.215942631e-09,1.787179852
tasso_costante_banda_10%,7.858775395,27.7194616,33.68605262,25.39859079,4.10745187,2.445555484,11.85146332,24.87426521,4.776405366,0.806889091,22.72788922,10.57725575
tasso_costante_penalita,6.384753378,20.17463756,29.82087855,37.04978903,5.483010435,2.708231524,8.742670053,24.69526755,6.170901074,1.237975742,23.13207889,10.21170361
