caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2 H29_valore,7.237825099,22.8067226,25.54655094,13.2699213,22.38700969,1.913590831,9.974475857,6.522900737,0.8703803587,3.488588686,21.00255113,5.214086409
O2 H29b_capacita,10.03132217,43.4032025,29.93297034,12.80931615,31.03456663,1.331272826,22.07498336,15.64008088,0.7543385854,3.516765816,29.29501391,10.49654216
O2 H29c_capacita_produzione,9.978170751,44.11204879,25.54655094,12.76442722,31.03456663,1.285842906,22.3568724,13.50741704,0.7013637515,3.553056481,28.36439839,10.02967742
