caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2 limite_15%,8.582525956,24.17478661,28.43977321,32.28941481,36.14659011,2.646702368,7.133737285,17.40887215,1.910165728,5.938179351,30.26264119,8.097738629
O2 penalita,7.237825099,22.8067226,25.54655094,13.2699213,22.38700969,1.913590831,9.974475857,6.522900737,0.8703803587,3.488588686,21.00255113,5.214086409
O2 penalita_tempi_costruzione,7.191140571,22.8067226,25.54655093,13.38389768,22.38700969,1.942572903,10.05762446,6.756707039,0.8720498052,3.539915609,21.03104523,5.306574227
O2 taratura,9.430833046,57.82734047,27.14645151,69.95372255,78.38806628,2.262141405,20.46406104,11.44275374,5.154044561,9.713107588,58.3288952,11.69349173
