,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,0.998018547,0.07541534441,0,0,0,0,0,0.0001191859599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01036717487,0,0,0,0,0,0,0,0,0,0
113FF,7.21986908e-05,0.8543112665,0,0,0,0,0.000470482973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0.9975194558,0.0008326504718,0.1634076238,0,0.0004192484394,0,0,0,3.074520221e-06,0.0003001430093,0,0,0,0,0,0,0,0,0,0,0,0.03701118136,0.0001899714761,0,0.0005106142188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002294259231,0.0006136643293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0.9838888742,0.05896904302,0,0.007718919851,0,0.001791133887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002178644134,0.00307894511,0,0.0002168432476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048445742e-06,6.321005967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0.0008965822285,0.0001453834157,0.7776233332,0,0.00347332649,0,0,0,0.001478844226,0,0,0,0,0,0,0,0,0,0,0,0,7.027884302e-05,0,0,0.0001765723588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001085676243,0.0002312434683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0.0004124278251,0,0,0.7527432885,0.001813202639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005844441817,0,0,0,0.0007073684211,0,0,0,0,0,0.05151662064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009812055103,9.112783602e-05,0,0,3.255022907e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03457342821,0,0
23,0,0,0,0,0,0,0.9423392813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007108106724,3.687253481e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0.0005023483536,0.9883694367,0.002396470803,0,0.0009838464708,0,0,0,0,0,0.005948292442,7.020943474e-06,0,2.078569944e-05,0,0.0008255117042,0,0,1.266476508e-05,0.0008101216511,0.000693382099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.482357761e-05,5.899605569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004821019646,0
327,0,0,5.977214857e-06,0.006396870292,0,0,0.0007129097904,0.0002185075931,0.9837139493,4.951451023e-06,0.0005780098016,1.177031409e-05,0,0.002156836416,0,2.149520657e-05,0.0009616177157,4.212566085e-05,0,0.01018499273,0.000639590662,0.0007180820988,0,8.199198353e-05,0.0001899714761,0.0005577886778,0.001178697939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.169560096e-05,0.0004140258908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009642039291,0
331,0,0,0,0,0,0,0.0002193087962,0,8.292286515e-05,0.9783671105,0.003068371181,0.001150548202,3.440729985e-06,0.004422773507,0,0,0,0,0,0.0001454998961,0,1.130837951e-05,0,0.004277638912,0.0002068578296,0,0.000702675381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135197419,0.0002475727337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08063155357,0
332,0,0,0,0,0,0,0.001551406669,0.002254601075,0.0008872746571,0.01585454617,0.9811224458,0.00912199342,0.001888960762,0.002601631475,0.001979766064,0.001483169253,0.001538588345,0.002071178325,0,0.000665142382,0,1.130837951e-05,0.001803503951,2.811153721e-05,0.000140719612,0.004820887858,0.002969203612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618630614,0.001550753464,0,0,0,0,0,0,0,0,0,0,0,0,0.0002539168805,0,0,0,0,0,0.1511389659,0
333,0,0,0,0,0,0,0.0005154693927,0,0.001442857854,0.0001138833735,0.005048362203,0.9782337467,0.003402881955,0.01596226795,0.001279080913,0.0008383130562,0.0001098991675,0.002078199268,2.102339799e-06,0.0004364996882,0,1.130837951e-05,0,2.342628101e-06,0.0002448521248,0.0007304375542,0.004786556545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.138901536e-05,0,0.001507656066,0.004144472912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01807882367,0
334,0,0,0,0,0,0,3.936311726e-05,0,0.0003399837471,0.0002376696491,0.0003443462648,0.001550738881,0.9798820518,0.006076068347,2.64409491e-05,0.0123203359,9.616177157e-05,0.005300812323,0,2.078569944e-05,0,3.392513853e-05,7.156761708e-05,0,0.0003377270687,0.001394471694,0.002355846997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002839145798,0.0265924721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,5.560821327e-05,0,0.002272086505,0.004243393526,0.0005042213163,0.00113583531,0.00225023741,0.9619490416,0.0002726722876,0.0001182236361,9.616177157e-05,0.0004704032128,0,0.0008937850759,0,0.0005484564062,0,3.513942151e-05,7.17670021e-05,3.541515414e-05,0.001305189833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005141598812,0.001400102822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,0,0,0,0,0,0,0.0004292454215,0,3.316914606e-05,0.0001039804715,0.001955394861,0.004263796279,0.0003096656987,0.0005622880929,0.9940061674,0.0007989051775,0.0005632332335,0.0006389058562,0,0.0112658491,0,0,0,0,1.970074567e-05,0.0009562091619,0.002791082373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006493573001,0.007311823652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108472942,0
3364OT,0,0,0,0,0,0,0.0007247812067,0,0,4.951451023e-06,0.001048411395,0.00137418417,0.003581799915,0.003776561818,0.001011366303,0.9827644269,0,8.425132169e-05,0,0.0004364996882,5.329922183e-05,0,0,0,4.784466806e-05,0.0006596072459,0.001221550295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231115891,0.01049497691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122936001,0
337,0,0,0,0,0,0,0.0003373981479,0.004479405659,0.001401396421,0.0001584464327,0.0007870771766,0.0003001430093,4.472948981e-05,0.0002014166303,3.305118637e-06,0,0.9819902739,0.001348021147,0,0.004406568281,0,8.481284632e-05,0.0001288217108,0,2.673672627e-05,0.0006064845147,0.0009706316799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.988938393e-05,0.0001311608738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0.0005948204386,0.0007548444127,0.0005058294774,0.0002822327083,0.000876238263,0.0004884680348,0.001575854333,0.0004531874182,9.584844048e-05,0.0008490606595,0.002939802731,0.9518784534,1.0511699e-06,0.0008314279776,0.02547702804,0.0005032228882,0.003492499714,1.17131405e-05,0.0004207516397,0.001744196342,0.003090532572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008562503201,0.00613295604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,0,0,0,0,0,0,0.0001593269032,0,0,0,0,0,0,0,0,0,0,2.106283042e-05,0.9769005415,0,0.0002664961092,0.0005428022164,0,3.513942151e-05,0.003668560284,4.426894268e-06,0.008577183031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002519588262,0.001808334457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003615764734,0
313TT,0,0,0,0,0,0,4.686085388e-05,0,1.658457303e-05,9.902902045e-06,0.000292079421,7.650704159e-05,5.849240975e-05,0,0.0007072953884,3.582534428e-06,0.002417781685,0.0007863456691,0,0.9487632509,0.007035497282,0.0001357005541,0.0009446925455,0,0.004401709462,0.002049652046,0.0003572750651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867824039e-05,0.000200165189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
