,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,455443.5774,4184.291001,0,0,0,0,0,10.77383571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959.111361,0,0,0,0,0,0,0,0,0,0
113FF,32.94771436,47399.99495,0,0,0,0,687.6040017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,314250.1203,74.17255466,13621.17237,0,612.7254782,0,0,0,0.9917887848,96.98639525,0,0,0,0,0,0,0,0,0,0,0,32190.83732,142.0220677,0,948.3594881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6238045,1110.801289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,87644.88073,4915.483629,0,11281.08876,0,192.4727258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.4897064,2301.809513,0,402.7411375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05021254,114.4173001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,282.4517071,12.95076351,64820.36282,0,5076.215996,0,0,0,477.0504055,0,0,0,0,0,0,0,0,0,0,0,0,61.12571173,0,0,327.9463548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.66126461,418.5766229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,129.9277853,0,0,449410.3245,2649.969207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085.483256,0,0,0,635.9258488,0,0,0,0,0,2182.952167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.0518066,164.9516077,0,0,3.721303897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266.401664,0,0
23,0,0,0,0,0,0,1377215.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.4237513,66.74342506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,734.1747906,89343.8283,257.5213785,0,317.3724111,0,0,0,0,0,412.1614871,0.9719126666,0,0.9880344977,0,142.1676764,0,0,9.46813785,181.5911737,1287.812733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85361318,106.7894801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.15019216,0
327,0,0,1.883011381,569.8335945,0,0,1041.907259,19.75203214,105708.516,1.221203654,186.4562915,3.803388049,0,261.5041937,0,5.732284738,66.63118729,5.831475999,0,484.1369039,11.46106588,123.6664034,0,71.31333035,142.0220677,125.0299885,2189.185755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75743889,749.4333157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.830038432,0
331,0,0,0,0,0,0,320.5166063,0,8.910774342,241300.0723,989.8052072,371.7811818,1.0712028,536.2362259,0,0,0,0,0,6.916241484,0,1.947502416,0,3720.518321,154.6462515,0,1305.073067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.31402763,448.1344254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.7869639,0
332,0,0,0,0,0,0,2267.358215,203.8050589,95.34528546,3910.294099,316493.6863,2947.625738,588.0903371,315.4330741,1162.329676,395.5276469,106.6098997,286.7142366,0,31.61710393,0,1.947502416,124.0385358,24.45028469,105.2015317,1080.616329,5514.676861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.164187,2807.037763,0,0,0,0,0,0,0,0,0,0,0,0,193.1591067,0,0,0,0,0,1227.358524,0
333,0,0,0,0,0,0,753.3509978,0,155.0474735,28.08768403,1628.517185,316100.5316,1059.419569,1935.334538,750.9542313,223.5591048,7.614992833,287.6861493,2.031089867,20.74872445,0,1.947502416,0,2.037523724,183.0506651,163.7297468,8890.031157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.81054551,0,772.9564293,7501.960977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.8132206,0
334,0,0,0,0,0,0,57.52862165,0,36.5341748,58.61777537,111.0803439,501.0963754,305066.7742,736.6888568,15.52360168,3285.554536,6.663118729,733.7940633,0,0.9880344977,0,5.842507248,4.922164119,0,252.483676,312.5749712,4375.494787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.59458,48135.35816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,81.27059249,0,244.155217,1046.571531,162.6533607,367.0269467,700.5666311,116630.8704,160.0871423,31.52756606,6.663118729,65.11814866,0,42.4854834,0,94.45386718,0,30.56285586,53.65278115,7.938411967,2424.118085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.6033475,2534.343197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,0,0,0,0,0,0,627.3359218,0,3.564309737,25.64527673,630.7776671,1377.777321,96.40825199,68.17424504,583585.5496,213.0499161,39.02683827,88.44405266,0,535.5146977,0,0,0,0,14.72821443,214.3371231,5183.853784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.9173751,13235.22119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.8793236,0
3364OT,0,0,0,0,0,0,1059.257161,0,0,1.221203654,338.1999756,444.0455547,1115.122115,457.8867204,593.7777643,262081.0136,0,11.662952,0,20.74872445,0.9550888237,0,0,0,35.76852076,147.8529229,2268.775075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.1777365,18997.08573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.83299001,0
337,0,0,0,0,0,0,493.1024713,404.9166589,150.5920864,39.07851691,253.8979289,96.98639525,13.9256364,24.42062509,1.94045021,0,68042.81658,186.607232,0,209.4633135,0,14.60626812,8.859895414,0,19.98829102,135.9453049,1802.746044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.95828905,237.4158977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,869.3213939,68.23429286,54.35572348,69.60860825,282.6598037,157.840604,490.6108823,54.94640645,56.27305609,226.4252472,203.7010583,131769.0036,1.015544933,39.52137991,456.5324577,86.66385751,240.201609,10.18761862,314.5525797,390.9667894,5740.020117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.9888417,11101.33854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,0,0,0,0,0,0,232.8539448,0,0,0,0,0,0,0,0,0,0,2.915738,943792.6217,0,4.775444118,93.48011597,0,30.56285586,2742.60393,0.9923014959,15930.3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.1761424,3273.288261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936264412,0
313TT,0,0,0,0,0,0,68.48645435,0,1.782154868,2.442407307,94.21993455,24.72202232,18.2104476,0,415.256345,0.9553807897,167.5298423,108.8542187,0,45098.83465,126.0717247,23.37002899,64.97256637,0,3290.70391,459.4355926,663.5639694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70297556,362.3214503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL,0,0,0,0,0,0,2.739458174,0,12.47508408,0,0,0,0,0,0,0,0,7.775301333,730.1768072,34.58120742,16034.98626,0,12.79762671,0,47.34068925,2.976904488,527.3991086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.20510096,295.5780253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,116.8835488,87.986325,123.8597634,1.221203654,4.958943924,0,732.7027151,0,0,0,0,115.6576073,0,117.5761052,0,168651.7617,168.3380129,0,130.4498993,597.3655005,2249.596925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.71147715,1090.778261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.3729746,0
323,0,0,0,0,0,0,17.34990177,16.16075357,0,0,111.0803439,1.901694024,23.5664616,1.017526045,0,0,8.566866937,558.8497833,0,576.0241121,21.01195412,1079.89009,63081.47092,0,0,483.2508285,1633.019422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.1931456,16208.16404,0,112.8774797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59781706,0
324,0,0,22.59613657,91.83268672,0,0,321.4297591,0,183.5619514,81.82064479,0.9917887848,0,0,6.105156272,0,0,0,0,0,0,0,0,0,830305.1803,15064.85933,0,8522.769596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75743889,215.4859152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,1.177342137,0,0,166.1937959,2.693458929,85.54343368,31.75129499,114.0557102,86.52707811,845.1790091,126.1732296,0,0.9553807897,0,446.107914,7492.690519,11.85641397,53.48497412,159.6951981,0.9844328238,3001.272446,721590.9819,2835.005374,18810.88784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.0058448,45628.66581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,124.1887706,60.15391607,144.3545443,36.63610961,384.8140485,460.2099539,111.4050912,89.54229199,251.2883022,210.1837737,222.7385404,572.4565606,0,302.3385563,0,1155.842684,95.48998391,122.2514235,884.7448813,217013.3602,4356.316637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.2306057,2568.668387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.70404304,0
42,0,188.3119262,0,0,0,0,3755.797156,0,0,0,0,93.1830072,28.9224756,0,111.5758871,2.866142369,0,308.0963153,1586.281186,0,0,0,0,0,0,0,1752960.527,0,0,0,0,0,0,0,0,0,152.7351966,596.4765964,253.6940253,0,0,0,0,0,0,0,0,0,0,10824.85377,0,8981.417641,576.8538881,0,22.3889216,0,0,0,0,0,0,0,0,0,0,62434.75336,0,0,0,0,0,0,0
441,0,0,0,0,0,0,5.478916348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299870.1343,0,0,0,0,0,0,5.960243773,0,0,82.79170424,61.44152176,0,0,0,0,3025.574408,0,0,0,0,0,290.9055767,0,55.66126461,5.720865005,0,0,0,8.278023093,0,0,0,0,0,103.9907453,0,0,52386.78298,0,0,0,0,0,0,0
