caso,consumo_privato,investimento_E,investimento_N,investimento_R,investimento_S,produzione_lorda,stock_E,stock_N,stock_R,stock_S,media_investimento,media_stock
O2 lavoro_aggregata,9.430833046,57.82734047,27.14645151,69.95372255,78.38806628,2.262141405,20.46406104,11.44275374,5.154044561,9.713107588,58.3288952,11.69349173
O2 mantenimento,10.96751265,53.69308985,33.3415017,70.26490456,37.27268517,0.867496238,28.38479709,20.12903248,4.016009873,3.591287874,48.64304532,14.03028183
O2 produzione_aggregata,8.619539777,67.20621486,35.04578896,68.3575178,72.81225431,2.51121726,20.91721974,13.26372568,5.134813954,8.297068195,60.85544398,11.90320689
O2 produzione_per_tipo,7.815814339,64.8823269,41.402677,70.94793366,66.99023666,2.073047075,25.64404172,25.64767674,5.45359585,5.442068484,61.05579356,15.5468457
