,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,58747.24174,742.8584399,0,20.15507395,14.39648139,0,1339.832535,0,0,0,0,0,0,0,0,0,0,339.7569609,233690.4043,1541.383275,0,0,0,0,20568.73285,0,1622.00357,455.8885775,926.1736363,162.200357,402.1417136,0,0,0,0,0,0,71.02264154,0,0,0,0,0,0.9597654262,0,0,0,0,4.798827131,0,2.879296279,0.9597654262,1164.195462,38.39061705,1178.591943,0,151.6429373,0,0,0,0,0,346.4753189,50.86756759,2586.567824,31.67225907,9.597654262,-414.6186641,0,3006.94508,0
113FF,23035.6408,5661.473667,0,91.8756403,0,0,0,9825.857952,0.9671120032,0,0,0,0,0,0,0,86.07296828,291.100713,6955.469527,0,63.82939221,2769.808777,25.14491208,0,412.9568254,1860.723494,0,0,676.0112902,0,1.934224006,0,0,0,0,0,0,2.90133601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.9886889,12.57245604,0.9671120032,0,74.46762424,0,0,0,0,0,145.0668005,389.7461373,2961.296954,75.43473625,0,57.05960819,15.47379205,3335.569299,0
211,0,0,27799.27862,7.487012826,1.871753206,24876.53599,0,0.9358766032,0,5.615259619,0.9358766032,0,0,0,0,0,0,0,0.9358766032,0,0,1.871753206,0,486621.2063,7285.799356,0.9358766032,14.97402565,1.871753206,1.871753206,0.9358766032,6.551136223,0,0,0,0,0,47.72970677,0,5.615259619,3.743506413,0,0.9358766032,3.743506413,0,0,0,0,0,636.3960902,0,0,0,6.551136223,17.78165546,0,3.743506413,159.0990226,5.615259619,17.78165546,6.551136223,3.743506413,0.9358766032,7.487012826,8.422889429,22.46103848,13.10227245,0,63.63960902,1956.917977,0,17769.48907
212,1534.571629,1.053240651,175.8911888,8043.598853,71.62036428,10119.53618,11227.54534,9.479165861,8670.277041,13189.73268,706.724477,236.9791465,9.479165861,92.68517731,76.88656754,101.1111025,12.63888781,182.2106327,1372.372569,105.3240651,0,1720.995224,0,3144.976585,6829.212383,145.3472099,24.22453498,0,0,0,3.159721954,0,109.5370277,0,4.212962605,0,0,2.106481302,3.159721954,58.98147647,31.59721954,223.2870181,268.5763661,0,0,0,0,1.053240651,0,0,0,0,774.1318786,42.12962605,501.34255,82.1527708,334.9305271,0,51.60879191,30.54397889,17.90509107,226.44674,615.0925403,95.84489926,489.7569028,1126.967497,0,2851.122443,0,1634.629491,6116.168462
213,0,0,13774.37431,1779.398807,1639.876647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.40671421,1.965100836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5125.011664,124.131901,6549.160606,3643.126955,335.8297166,23618.74039,5001.842026,1961.091583,3749.938125,9658.231707,4584.219972,2197.808232,1609.865662,832.3573206,3195.674753,1637.771283,589.8670954,1222.073754,8148.441377,1453.016826,61.5848191,6177.727166,1238.432222,7939.63035,16751.07079,5268.388821,16078.4491,2470.128603,7909.800203,5823.614456,13965.31999,134.7167918,95.26401704,146.2639454,1434.733832,111.6224846,1212.451126,1000.75331,10902.43751,1025.772143,396.4522729,3547.862938,1165.300249,3131.203146,1210.5266,648.5651261,2858.882774,143.377157,54090.71642,2001.506621,634.1311841,363.7353378,4466.82391,6910.971418,2499.95875,610.0746142,6833.990394,3065.769276,8722.912267,2602.92087,1092.168276,670.6971705,2471.090866,5884.237012,17957.74834,5600.369487,2469.166341,1284.620836,1861.016252,16974.31576,2379.6759
23,1659.446682,42.84956221,1551.348923,2489.170023,2253.497431,7330.196698,212.3001037,215.2216647,437.2603052,917.3701727,810.2462672,551.2011866,265.8620564,128.5486866,550.2273329,349.6134735,101.2807834,245.411129,1003.069297,88.62068547,6.816975806,752.7888997,230.8033237,7362.33387,1757.805904,575.5475287,2347.961238,447.9726958,514.1947465,734.2856796,2139.556549,297.9992281,2080.151474,42.84956221,347.6657661,255.1496659,943.6642222,1413.061699,863.8082199,115.8885887,47.71883064,2191.170795,149.9734677,4670.60228,1345.865795,615.4755299,405.1231336,64227.59833,49155.26483,319.4240092,122.7055645,35.05873271,784.9260713,465.5020622,419.7309389,49.66653801,936.8472464,382.7244988,808.2985598,300.9207891,250.2803974,163.6074193,356.4304493,1026.441786,1402.349309,3057.900576,6967.923127,1832.792638,751.815046,27323.41288,42620.70659
321,211.4104097,51.22278649,0,40.0469058,119.209394,0,29235.17256,16945.42909,236.5561413,280.3283406,122.0033642,797.2128225,321.3065698,199.3032056,3058.466015,331.5511271,5457.55507,1010.485879,260.7705494,36.32161224,0,4228.208194,0.9313233908,0,227.2429073,1084.060427,2232.382168,47.49749293,337.1390675,77.29984143,566.2446216,0,1392.328469,0,54.01675666,0,12.10720408,74.50587126,107.1021899,90.3383689,83.81910517,623.0553484,842.8476686,80.09381161,3.725293563,0,0,5.587940345,5519.022414,315.7186295,12.10720408,17.69514442,582.0771192,1.862646782,430.2714065,17.69514442,31.66499529,185.3333548,240.2814348,3.725293563,1147.390417,3.725293563,117.3467472,349.2462715,505.7086012,241.2127582,15.83249764,52.15410988,3.725293563,2408.402289,156.4623296
327,4.861383037,71.94846895,855.6034145,290.7107056,584.3382411,46.66927716,43648.41374,533.7798575,10551.14574,2673.76067,1140.48046,1936.775002,317.9344506,1345.630825,6218.681181,300.4334717,285.8493226,1003.389459,4880.828569,24.30691519,0,490.9996867,0.9722766074,1180.343801,1654.814786,1341.741718,312.100791,118.6177461,52.5029368,221.6790665,511.4174955,0,9.722766074,0,23.33463858,0,1.944553215,46.66927716,73.89302216,5.833659644,1.944553215,2004.834364,632.9520714,46.66927716,25.27919179,11.66731929,0,8.750489467,110.8395332,461.8313885,4.861383037,105.0058736,2756.404182,61.25342627,1015.056778,89.44944788,86.53261806,1313.545697,1366.048633,130.2850654,201.2612577,8.750489467,102.0890438,61.25342627,1342.713995,1066.587438,33.05740465,434.6076435,0,1112.284439,1930.941342
331,86.78636177,0,5189.189411,560.9362407,476.2666194,4.233481062,4226.07247,191.565018,1048.844933,84982.89883,77839.95791,47319.73457,5960.741335,16955.09165,41444.72122,11730.97602,3093.616286,6248.618047,2361.224062,213.7907936,0,792.7193288,19.05066478,14.81718372,45.50992141,1705.034498,1141.981516,6.350221593,0,0,606.4461621,0,1198.07514,0,0,0,0,415.9395143,0,30.6927377,11.64207292,280.4681203,225.4328665,0,0,0,0,0,1892.366035,79.37776991,0,34.92621876,1444.675412,30.6927377,498.492395,351.3789281,152.4053182,187.331537,116.4207292,20.10903504,280.4681203,21.16740531,295.2853041,19.05066478,93.13658336,923.9572417,79.37776991,446.632252,0,276.2346393,513.3095787
