,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,412389.129,4986.429488,0,0,0,0,0,8.381910517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680.67224,0,0,0,0,0,0,0,0,0,0
113FF,16.31601225,47154.44705,0,0,0,0,1027.415639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,311396.0939,63.19443907,48041.80268,0,1300.094671,0,0,0,17.90241119,200.8297788,0,0,0,0,0,0,0,0,0,0,0,27636.97364,257.9514932,0,995.1801804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2711097,1484.588608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,98556.99394,9989.590098,0,6626.100483,0,262.514684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.87086466,2752.144008,0,566.2908916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0605787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,137.5738607,37.91666344,115146.066,0,8119.992038,0,0,0,969.7139392,0,0,0,0,0,0,0,0,0,0,0,0,3.113323605,0,0,753.7459354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.11703581,610.6048825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,86.1006475,0,0,459036.8831,1416.957114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.7475257,0,0,0,177.4393807,0,0,0,0,0,2631.718649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.3669077,125.2775769,0,0,0.9831077047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920.648473,0,0
23,0,0,0,0,0,0,1128145.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0301201,128.2368897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,300.9207891,81593.24226,56.39204323,0,252.6229134,0,0,0,0,0,264.6450538,0.989528365,0,0,0,97.29423858,0,0,7.936969022,148.8221824,991.2544203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.21827137,131.1962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.50289148,0
327,0,0,1.871753206,505.5555126,0.9825504179,0,401.2277188,5.587940345,98338.9729,0,220.7964046,3.937838799,0,220.2791739,0,6.895091193,86.89837587,1.97905673,0,313.6138769,2.919786591,217.9390944,0,24.90658884,158.7393804,122.3866632,1451.54979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.30814781,818.7432188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.922326794,0
331,0,0,0,0,0,0,141.2087845,0,3.88910643,270588.2339,1318.810957,208.7054564,1.011553128,646.819756,0,0,0,0,0,31.75836728,0,1.945884772,0,2712.742634,245.0539185,0,1234.651545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.68049308,426.1410488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.7218505,0
332,0,0,0,0,0,0,1054.683542,202.0971758,81.67123502,3192.044721,326884.1042,3646.438728,513.8689892,288.365464,1466.372013,398.9302762,109.6104514,246.3925629,0,9.924489775,0,2.918827157,84.56289762,6.22664721,112.1096874,1137.706421,4439.053211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.3382679,3196.057866,0,0,0,0,0,0,0,0,0,0,0,0,93.94250899,0,0,0,0,0,1109.492459,0
