anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2012,29777.05876,11065.391,3142.018,769.9530774,161.206255,264.5051605,829.0001304,2024.664623,2114.711057,2094.259456,-69.59483249,694.5844031,1789.203,2359.7,0,1,16446.20746,14351.948,3286.557005
2013,30220.8754,11065.391,3066.668636,1080.325847,998.6461342,4.072866366,958.2580284,3041.302876,3186.503321,1942.824564,1098.478312,-39.56981606,1813.000954,2314.001983,0,1,16777.99211,14835.16755,3769.776547
2014,31899.1808,11065.391,3043.148649,2340.784692,640.3722208,211.7903149,160.6509837,3353.598212,3528.609167,1922.218723,1431.379488,445.5783536,1861.772477,2400.943252,0,1,17543.55639,15621.33767,4555.946671
2015,33037.21751,11065.391,3099.013496,4990.810154,0,214.9648474,0,5205.775002,4796.719475,2109.916042,3095.858959,432.0951991,1786.331162,2449.018461,0,1,18730.53187,16620.61583,5555.224829
2016,33802.72406,11065.391,3153.230443,5311.024103,174.4770462,3155.13714,0,8640.638289,7286.448683,2766.750821,5873.887468,-1220.353117,1792.891133,2422.09463,0,1,19655.51351,16888.76269,5823.371691
