,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,396832,4531,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,0,0
113FF,14,45960,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,287939,45,47037,0,542,0,0,0,18,173,0,0,0,0,0,0,0,0,0,0,0,24679,220,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,100698,9807,0,10138,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2882,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,84,43,118146,0,5528,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,84,0,0,455039,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0
23,0,0,0,0,0,0,1075104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,976,77546,4,0,296,0,0,0,0,0,237,1,0,0,0,66,0,0,3,107,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
327,0,0,3,473,1,0,1302,11,94148,0,237,16,0,149,0,10,80,1,0,347,0,146,0,48,83,148,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
331,0,0,0,0,0,0,458,0,4,261397,1837,151,1,725,0,0,0,0,0,56,0,1,0,1784,176,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0
332,0,0,0,0,0,0,2747,166,76,2636,321320,4225,443,221,1691,274,88,204,0,2,0,1,54,2,97,882,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,2415,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,1400,0
333,0,0,0,0,0,0,1003,0,58,18,2319,378203,873,875,1166,228,7,142,3,104,0,9,0,0,35,158,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,719,9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0
334,0,0,0,0,0,0,53,3,4,31,186,815,298292,906,16,2466,8,774,0,1,0,7,7,0,172,239,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,44923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,146,0,14,1215,264,649,707,115060,311,97,2,67,0,33,0,28,0,0,44,11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,0,0,0,0,0,0,937,0,2,26,532,1450,39,56,498225,236,16,63,0,23,0,0,0,0,1,85,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0
3364OT,0,0,0,0,0,0,1632,0,0,1,515,2143,2059,115,187,261479,0,0,0,7,0,0,0,0,40,20,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,19858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
337,0,0,0,0,0,0,579,403,136,3,310,46,0,2,2,0,61774,191,0,147,1,10,8,0,4,99,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
