,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,62643,724,0,26,16,0,1316,0,0,0,0,0,0,0,0,0,0,276,235742,2529,0,0,0,0,23022,0,1865,390,1116,211,410,0,0,0,0,0,0,77,0,0,0,0,0,1,0,0,0,0,5,0,3,1,1363,48,1128,0,152,0,0,0,0,0,365,47,2324,40,11,-267,0,3217,0
113FF,23196,4902,0,101,0,0,0,8869,1,0,0,0,0,0,0,0,101,352,7125,0,68,2858,34,0,472,2310,0,0,694,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,11,1,0,63,0,0,0,0,0,151,382,2661,74,0,83,9,3266,0
211,0,0,27382,20,3,24586,0,2,0,6,1,0,0,0,0,0,0,0,1,0,0,3,0,533174,7558,2,33,4,6,3,14,0,0,0,0,0,66,0,5,5,1,2,7,0,0,0,0,0,468,0,0,0,16,37,1,6,299,9,49,8,5,1,9,19,51,23,0,227,2043,0,17286
212,2164,1,150,6979,70,10649,9857,9,7776,13417,690,215,9,106,74,89,14,131,1272,104,0,1710,0,2777,7635,142,24,0,0,0,3,0,107,0,4,0,0,2,3,60,29,241,347,0,0,0,0,2,0,0,0,0,877,46,394,79,279,0,61,28,8,190,536,81,398,971,0,2510,0,1484,5475
213,0,0,12444,2038,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4509,117,5012,4060,244,25121,4090,2116,3764,10337,4418,2211,1568,1020,3017,1357,653,1034,8382,1395,63,6719,1345,7126,15547,5448,15963,2162,8185,5002,13219,110,95,95,1192,71,1196,825,12706,1059,373,4033,1218,2473,1221,382,2102,277,55276,1926,608,311,4335,8020,2199,517,6978,3363,9114,2437,1228,628,2345,5972,18881,5197,2286,1358,1310,17068,2660
23,1664,40,1415,2918,2544,7507,222,231,386,956,707,543,244,157,490,207,120,187,1042,84,9,678,249,7451,1738,579,2223,370,519,523,2049,351,2114,60,313,206,1037,1599,916,115,38,2323,136,3514,1345,416,434,64235,48486,258,128,34,736,505,370,38,714,407,809,269,255,160,383,810,1581,3487,6425,1926,638,27157,42348
321,231,46,0,51,160,0,26232,15616,199,267,114,840,310,216,3011,295,5198,798,293,38,0,4187,1,0,217,945,2150,46,381,78,575,0,1323,0,58,0,12,80,117,105,90,691,918,71,4,0,0,8,5392,262,14,19,531,2,396,19,27,195,248,4,1203,3,109,336,498,250,18,57,2,2656,160
327,6,60,618,337,536,37,40339,514,10063,2708,1137,1997,291,1570,6127,289,306,776,4922,27,0,504,1,1291,1414,1257,339,108,51,265,482,0,9,0,19,0,2,49,82,7,2,2105,719,39,24,5,0,8,107,384,6,71,2723,77,964,77,67,1538,1569,159,212,9,96,62,1348,1044,22,437,0,1509,1865
331,94,0,4361,659,506,3,4030,192,1010,81273,73993,47540,4977,17066,38839,10651,3084,5093,2023,262,0,793,19,12,47,1688,1288,5,0,0,533,0,1023,0,0,0,0,418,0,31,10,289,269,0,0,0,0,0,1724,74,0,39,1583,35,476,351,139,208,118,23,345,20,303,16,88,886,77,353,0,298,426
332,1415,164,5267,1270,950,364,60403,2329,1721,5693,38629,30949,7576,9153,24047,13374,4383,4336,16115,443,32,6727,942,752,10455,6954,2477,309,151,150,1318,155,347,2071,882,103,643,911,679,1613,19,11320,1505,133,115,0,20,10,1387,1140,33,1744,5563,711,2169,2344,348,430,611,24,1538,46,795,708,1822,4526,4373,1962,1022,3429,3521
333,2489,157,6104,3123,3915,1135,21914,304,102,1463,4465,35802,296,1625,26095,3693,87,1564,2862,21,8,1159,997,59,3619,1388,3145,161,112,176,526,5,238,39,199,81,146,2236,1466,180,57,1497,630,35,55,10,0,6,73,1075,38,963,2448,128,2279,2938,1244,416,501,205,131,21,89,67,433,6402,913,250,20,2966,1117
334,46,1,48,36,304,82,5770,750,431,1473,4797,7579,35332,3350,14446,14834,806,1738,3275,270,11,638,629,258,3760,1639,10656,316,198,245,2644,2,77,3,102,1,14,98,148,2126,547,15097,3862,371,491,15,444,0,217,94,1181,5854,5755,5288,2507,737,734,5351,576,236,241,9,62,151,72,5248,13128,3964,0,1191,1598
335,457,112,109,36,222,14,25319,214,56,1733,2386,11709,2720,8914,5503,1963,78,725,978,27,1,380,53,65,808,618,458,86,32,16,223,3,135,38,45,64,4,26,250,1,0,4110,331,80,39,6,0,2,372,384,2,1562,4369,75,1829,477,247,28,365,375,301,23,183,355,404,1952,820,2595,46,1574,2004
3361MV,604,82,716,883,478,28,2267,1115,336,714,1211,14533,921,641,150932,2719,363,618,4128,56,0,1068,125,123,1261,427,5204,7563,827,343,2277,0,38,0,3318,109,2,123,2138,614,45,982,126,29,10,0,0,0,0,1174,0,27,2197,416,4558,941,235,296,472,74,1425,20,46,99,350,16259,3827,103,2728,4103,1095
3364OT,0,86,0,7,0,0,22,41,0,0,46,219,0,0,442,60986,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,851,1115,1302,3,6,0,1008,0,0,0,3,0,0,0,0,0,0,0,0,0,0,223,4,23,22,0,0,0,0,3,0,7,0,0,84,25420,1505,1,0,41
337,0,0,0,0,0,0,9458,211,0,0,0,348,110,1,27,116,2886,200,0,0,0,0,0,0,0,240,327,121,0,17,782,0,0,2,0,0,0,8,0,0,0,168,332,0,0,0,0,2044,18,0,5,0,163,4,1,0,0,281,45,1,93,76,240,4,197,117,0,0,2270,9,849
339,99,1,21,27,20,0,704,16,104,41,54,2385,2,520,1941,72,11,6811,26,13,143,0,5,1,589,83,1083,56,74,5,1114,0,1,0,5,10,1,205,141,8,3,127,93,152,73,7,0,0,165,66,65,39,1180,11,1351,380,313,16413,17107,984,1131,84,383,36,390,1489,183,357,0,4902,39
311FT,34046,572,0,0,0,0,0,26,357,11,0,0,0,0,0,0,0,9,184852,30,687,473,601,670,8547,164,1783,7,3695,1138,1923,618,1,354,19,0,0,44,0,77,13,0,55,0,0,0,0,0,0,0,0,0,4821,124,0,0,6592,24,9401,6730,8668,769,5506,6931,53075,1154,3961,161,769,49497,0
313TT,279,106,0,2,0,0,1138,344,245,0,2,654,1,0,2588,986,2695,1830,103,8767,1647,3974,233,28,3,2641,1352,46,141,1878,1866,0,0,264,8,0,4,88,9,4,104,11,7,0,0,0,0,0,45,210,0,0,238,7,91,69,35,36,445,1259,608,0,373,988,196,1250,946,378,2,1579,10
315AL,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1905,0,0,104,16,344,2132,0,1523,13,0,1,808,135,11,421,521,0,0,0,0,0,0,0,0,48,8,792,1,0,0,0,0,0,0,63,0,0,75,11,289,152,56,188,201,0,1117,52,13,7,61,588,112,26,45,2555,43
322,309,0,52,155,64,27,1559,688,1402,1569,1687,2099,671,1197,3885,544,1188,1779,19319,346,8,43940,9922,279,6060,4704,5341,69,1142,291,1359,16,86,12,117,1211,94,3476,300,2673,85,482,193,1101,330,95,3,0,708,732,451,348,2632,1019,3384,246,224,1418,1580,639,719,54,142,1744,2590,1010,154,2272,48,11632,33
323,27,0,9,4,0,3,25,5,0,0,26,9,0,4,5,0,0,0,73,0,7,0,1540,2,371,0,8876,92,216,160,2531,5,24,0,160,29,11,347,20,6331,520,608,3871,839,1360,1031,0,0,56,472,877,237,4521,948,2487,14,895,1868,2007,162,1583,669,163,582,556,1288,871,2206,20,9654,358
324,8898,809,7245,8262,4435,23122,47726,1089,984,3836,1080,1048,249,999,629,197,382,1470,3821,166,11,2010,745,33151,14422,895,6641,671,682,200,2060,38547,8326,7208,49178,2246,85,12901,352,307,77,657,508,7012,3101,16,1250,7,4669,2884,48,698,2325,1660,3678,1836,914,1231,5068,1079,769,159,991,1210,3366,3939,26447,1694,3645,100463,20233
325,26639,2656,6813,2710,1861,1807,8064,2544,4244,2230,6394,3378,2396,2868,10170,1365,1969,6920,6538,12082,125,10592,4347,23233,240462,61752,3129,66,41,44,818,1,249,10,175,5,4,116,457,873,154,759,460,80,88,9,0,26,11449,120,206,176,13129,1492,6216,1561,472,23713,15966,2331,443,107,426,58,431,3713,1440,2899,154,25168,2981
326,1196,86,62,1472,760,17,19392,672,1128,754,2190,11515,2393,2325,18466,3595,3129,4688,16849,342,39,3265,3146,420,10952,18154,10193,1054,1516,271,3058,286,7,2,714,10,146,3393,433,527,97,4929,325,253,116,108,1,3,225,1749,152,803,4994,203,1600,335,516,6708,2624,1041,1578,27,189,116,4390,4584,1876,1059,19,7909,2195
42,31130,2007,4816,4052,2828,5620,50099,5893,4156,22629,15947,27254,10705,8265,46677,11981,4532,8698,74059,2746,1582,12384,3721,23134,48386,13546,45119,2648,2065,1736,10791,3222,2236,1905,12955,751,231,5430,1338,5857,223,12491,2145,2069,1195,199,490,282,3698,9811,910,2426,11404,3791,6649,2117,2516,16150,11803,2970,3767,376,2858,2861,16587,9808,11158,3941,1992,31101,6985
441,7,2,76,115,86,8,1341,125,65,63,192,1500,71,3,2057,316,59,138,775,11,0,183,23,2,286,79,173,1509,183,70,442,0,4,0,340,2,0,5,65,112,9,58,2,6,2,1,0,54,309,238,1,5,256,0,671,26,0,0,0,0,0,1,4,14,47,3030,0,0,0,0,1
445,21,0,1,0,0,30,163,0,2,0,1,14,1,2,7,0,5,9,11,0,0,1,15,4,42,10,9,11,38,9,40,0,3,1,231,10,0,16,0,1,0,0,2,2,2,0,0,36,11,2,1,1,5,0,44,0,5,4,7,1,1,7,26,26,858,29,0,0,0,21,0
452,61,1,8,8,4,77,1290,9,8,5,16,153,7,11,151,16,30,59,98,3,0,13,50,7,140,59,40,133,38,9,69,0,8,2,680,28,1,46,4,9,1,4,6,6,7,1,0,202,134,31,6,2,32,0,170,2,2,13,7,1,3,3,8,29,215,323,0,3,0,22,0
4A0,616,12,46,113,8,1036,55248,136,7,20,83,906,45,113,579,31,272,535,660,43,0,56,786,214,2230,563,628,999,324,314,1108,2,79,248,7631,296,14,601,9,75,11,16,93,97,117,14,0,2000,424,107,72,30,303,0,718,9,44,275,125,54,56,116,326,498,3842,1829,3,64,0,480,0
481,161,2,10,27,390,885,495,177,286,361,640,550,80,73,475,295,257,401,746,49,14,191,306,230,417,475,5841,69,38,65,140,170,25,99,1093,7,4,940,83,551,248,1163,1797,3790,3723,673,556,8,5510,1130,1490,2543,5090,353,4315,496,746,2976,324,465,524,134,183,291,1118,648,7020,3750,320,3406,82
482,2052,74,397,1790,154,4308,1561,635,2108,4380,947,665,73,299,1041,273,229,230,5841,93,3,2435,136,2745,4981,1386,309,30,100,33,79,95,156,20,3937,17,4,358,45,56,4,323,28,57,28,56,3,3,165,55,53,33,702,38,348,42,63,368,208,69,99,8,63,101,506,160,246,1059,544,1624,2167
483,566,29,364,232,74,337,899,8,250,595,126,73,22,72,66,29,14,62,987,41,0,149,1,121,997,196,48,11,15,4,20,20,14,4,27,1,4,10,1,2,1,30,6,5,2,0,1,1,65,9,0,8,566,44,93,21,170,153,119,17,16,4,10,9,41,58,1763,178,660,489,185
484,6752,340,829,770,453,2894,13607,1509,2307,6486,3695,4464,1353,1345,6242,1816,1137,1242,25640,880,213,3286,812,8049,8220,2457,4136,1160,1492,1513,3996,1072,321,294,4932,108,38,2611,303,796,116,1244,646,236,153,74,26,95,730,381,162,304,2633,342,1262,318,404,1283,1341,416,738,136,696,454,2054,1784,2363,716,835,5648,1072
