,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,0.9983270314,0.08303401261,0,0,0,0,0,0.0001016970699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01647140635,0,0,0,0,0,0,0,0,0,0
113FF,3.52203916e-05,0.8422518692,0,0,0,0,0.0007868144301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0.9936674788,0.0004346944098,0.268796681,0,0.0004645462103,0,0,0,5.44650773e-05,0.0004433203412,0,0,0,0,0,0,0,0,0,0,0,0.03039779866,0.0002871028193,0,0.0004190018552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002409510821,0.0007197963671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0.9727301707,0.05604288221,0,0.008689242584,0,0.003042255885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.114782206e-05,0.003761046933,0,0.0003796447446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.839509383e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0.0002898810797,0.0004153746583,0.6751547222,0,0.004738028507,0,0,0,0.003004656764,0,0,0,0,0,0,0,0,0,0,0,0,3.695181975e-06,0,0,0.0004916611365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002409510821,0.0002956635803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0.0002898810797,0,0,0.7680138669,0.001671337842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425199439e-05,0,0,0,0,0,0.06123680241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001014404056,7.806502017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01766468825,0,0
23,0,0,0,0,0,0,0.9214676918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525273359,9.527620572e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0.0008365260172,0.9857751224,4.196215014e-05,0,0.0008956479377,0,0,0,0,0,0.003763995871,6.886198681e-06,0,0,0,0.0003728897828,0,0,3.915038446e-06,0.0005000350492,0.0004934776185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.337119478e-05,0.0001801027631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409283,0
327,0,0,1.03528957e-05,0.004569121241,5.714579607e-06,0,0.00111593942,0.000139833471,0.9876631279,0,0.0007171235177,4.10007252e-05,0,0.001257224824,0,3.769687191e-05,0.001270547129,6.886198681e-06,0,0.007079321038,0,0.0008248773984,0,5.912291161e-05,0.0001083160637,0.0006916372643,0.0007399136808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300923806e-05,0.0005138768257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001289263947,0
331,0,0,0,0,0,0,0.0003925501187,0,4.196215014e-05,0.9837754226,0.005558463722,0.0003869443441,3.272583279e-06,0.006117369109,0,0,0,0,0,0.001142484087,0,5.649845194e-06,0,0.002197401548,0.0002296822555,0,0.0006048885164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001252945627,0.0003141041363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1249413971,0
332,0,0,0,0,0,0,0.002354443616,0.002110214199,0.0007972808527,0.00992066479,0.9722621465,0.010826754,0.001449754393,0.00186474286,0.003365026805,0.00103289429,0.001397601842,0.001404784531,0,4.08030031e-05,0,5.649845194e-06,0.000798828385,2.46345465e-06,0.0001265862431,0.004121784237,0.002236694875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006288823243,0.001484464754,0,0,0,0,0,0,0,0,0,0,0,0,0.0002505557466,0,0,0,0,0,0.1640881388,0
333,0,0,0,0,0,0,0.000859667618,0,0.000608451177,6.774353802e-05,0.007016917458,0.9691623296,0.002856965203,0.007383031684,0.002320296425,0.0008594886796,0.0001111728738,0.0009778402126,3.301466842e-06,0.002121756161,0,5.084860675e-05,0,0,4.567544853e-05,0.0007383695119,0.005459133998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285350796e-05,0,0.00173243828,0.005770664641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02484763244,0
334,0,0,0,0,0,0,4.542610544e-05,3.813640119e-05,4.196215014e-05,0.0001166694266,0.0005628057987,0.00208847444,0.9761854115,0.007644601949,3.183940206e-05,0.009296048614,0.0001270547129,0.005329917779,0,2.040150155e-05,0,3.954891636e-05,0.0001035518277,0,0.0002244622042,0.001116900717,0.002460122164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003101040427,0.02761350316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0.000125136064,0,0.0001468675255,0.004572688816,0.0007988211337,0.001663091916,0.002313716378,0.970847572,0.0006188783775,0.0003656596576,3.176367823e-05,0.0004613753116,0,0.0006732495512,0,0.0001581956654,0,0,5.742056387e-05,5.140547235e-05,0.001217648455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006240633027,0.001153149432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,0,0,0,0,0,0,0.0008030992603,0,2.098107507e-05,9.785177714e-05,0.001609745618,0.003715690721,0.0001276307479,0.0004725140278,0.9914491306,0.0008896461772,0.0002541094259,0.0004338305169,0,0.0004692345357,0,0,0,0,1.305012815e-06,0.0003972241045,0.001912755579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007830910169,0.006515663101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082981716,0
3364OT,0,0,0,0,0,0,0.001398781209,0,0,3.76352989e-06,0.001558306378,0.005491534632,0.006738248972,0.000970341307,0.0003721230115,0.9856940371,0,0,0,0.0001428105109,0,0,0,0,5.220051261e-05,9.346449517e-05,0.001224914383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001578229588,0.01220641867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009493670886,0
337,0,0,0,0,0,0,0.0004962587745,0.005122989894,0.001426713105,1.129058967e-05,0.0009380096645,0.000117877085,0,1.687550099e-05,3.979925257e-06,0,0.9810847296,0.001315263948,0,0.002999020728,5.049229992e-05,5.649845194e-05,0.0001183449459,0,5.220051261e-06,0.0004626492511,0.00104629365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.878994367e-05,0.0001505978736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0.0004842594259,0.0009534100299,0.0001993202132,0.0003387176901,0.0009955005794,0.0006098857874,0.002022456466,0.0006918955406,0.0001731267487,0.0008217918077,0.004192805527,0.9396080376,0,0.0009588705729,0.001413784398,0.0005988835906,0.003653900206,3.695181975e-06,0.0003040679859,0.003607729514,0.003445866413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915614112,0.006178815612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,0,0,0,0,0,0,0.0002588430914,0,0,0,0,0,0,0,0,0,0,0,0.9686305626,0,0.003080030295,5.084860675e-05,0,0,0.004344387662,1.401967428e-05,0.005396162621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002264940172,0.001831147205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003516174402,0
313TT,0,0,0,0,0,0,9.513769253e-05,0,0,1.129058967e-05,0.0006777876286,0.0002024410807,0,0,6.9648692e-05,3.769687191e-06,0.004589851505,0.001122450385,0,0.9532397584,0.005251199192,0.0001581956654,0.001405346233,0,0.003851092818,0.0005187279482,0.000403864505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.855217314e-05,0.0001235517248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL,0,0,0,0,0,0,8.570963291e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0009588705729,0.9200201969,0,0,0,0,0,0.0004777347742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95138571e-05,9.404683532e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0.0001799902291,0.001220364838,0.002045654819,3.76352989e-06,3.32842139e-05,0,0.001338486561,0,0,0,0,0.001955680425,0,0.003243838747,0,0.9825984768,0.006775248155,0,0.0001500764738,0.004318059677,0.0006448511211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161437225,0.000607923661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03938115331,0
323,0,0,0,0,0,0,9.42805962e-06,0,0,0,0.0007594852445,0,0.0001439936643,0,0,0,0,0.003959564241,0,0.009935531255,0.0007068921989,0.004491626929,0.8947765499,0,0,0.00183657733,0.0004559369899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005084067833,0.01149645726,0,0.0003669886827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01371308017,0
324,0,0,0.005480132793,0.02006356198,0,0,0.0002905556556,0,0.001993202132,0,0,7.687635975e-06,0,0.0002109437624,0,0,0,0,0,0,0,0.0001186467491,0,0.9651236408,0.05162369694,2.803934855e-05,0.003151596324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.638043284e-05,0.0003497558778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,1.931975155e-05,0,0,0.0002939840409,1.271213373e-05,6.294322521e-05,0.0009521730622,0.000795795296,0.00157340283,0.004902329752,0.001299413576,3.979925257e-06,7.539374383e-06,0,0.004875428666,0.01362845512,0.0007956585605,0,0.0009717733734,1.479311824e-05,0.002117339272,0.9341346982,0.02559057878,0.009177472716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171022259,0.02393830036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0.0001851328071,0.002262759804,0.001867315681,0.0001241964864,0.001761037499,0.002449793331,0.0005596117407,0.001223473822,0.001048710305,0.0009499611722,0.003176367823,0.004861656269,0,0.01617839073,0,0.00639562476,0.002307726446,3.695181975e-06,0.0005624605234,0.9559127976,0.001586394307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002674557011,0.001516428384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009142053446,0
42,0,0.0108671749,0,0,0,0,0.002219022396,0,0,0,0,0.001214646484,0.0003861648269,0,0.0005432597976,4.14665591e-05,0,0.01134845543,0.004020086124,0,0,0,0,0,0,0,0.945205214,0,0,0,0,0,0,0,0,0,0.02767722474,0.004524305796,0.0001248717834,0,0,0,0,0,0,0,0,0,0,0.02691468134,0,0.03240551103,0.0008802292038,0,3.806936543e-05,0,0,0,0,0,0,0,0,0,0,0.08022655807,0,0,0,0,0,0,0
441,0,0,0,0,0,0,1.714192658e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9885199012,0,0,0,0,0,0,8.572476863e-05,0,0,0.001857138624,0.00232796682,0,0,0,0,0.005217403697,0,0,0,0,0,0.001872162629,0,1.445706493e-05,1.475244476e-05,0,0,0,0.0001192943738,0,0,0,0,0,0.00112559521,0,0,0.09029611513,0,0,0,0,0,0,0
445,0,0,0,0,0,0,8.570963291e-07,0,0,0,0,0,0,0,0,0,0,0,0.008912859984,0,0,0,0,0,0,0,0,0,0.9705020832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507346549,0,0,0,0,0,0.002394439757,0,0,7.990907577e-06,0,0.0002832360788,0,0,0,0,0,0,0,0.0003359106124,0,0.01984693535,2.923150377e-05,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0.001578771438,0,0,0,0,0,0,0,0,0,0,0,0.002538828001,0,0,0,0,0,0,0,0,0,0,0.9694927775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006481593079,0,0,0.0002784523948,0,0.0002619172342,0,0,0.001524402356,0,0,0,0,0,0,0.008871507554,0.005239399056,0,0,0,0,0,0,0
4A0,0.0004452863795,0,0,0,0,0,0.004259768755,0,0,0,0,0,0,0,0,0,0,0.01486730295,3.191417947e-05,0,0.01307750568,0,0.0006656903209,0,0,0,0,0,0,0,0.965250934,0,0,0,0,0,0,0.01260977369,0.0003300182848,0,0.004291944174,0.0001486746375,0,0.000297852328,0,0,0,0,0,0.009122440507,0,0.00416604421,0.0005009684365,0,0.003025753164,0,0.000459283339,0.0004982968237,0,0,0,0,0.001149167885,0,0.01842743939,0.01896567804,0,0,0,0,0,0,0
481,0,0.01094047794,0,0,0,0,4.285481645e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.476916146e-06,0,0,0,0,0.9989535739,0,0,0,0,0,0.001852199425,0,0,0,0,0,0,0,0,0,0,0,0.0001740923761,0,0.0008529668307,0.0006644746992,0,0,0,0,4.880811713e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0.0008442398841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9981646902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006642293734,0,0.0003011888526,6.146851982e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,5.999674303e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9684084109,0,0,0,0.01112801415,0,0,0,0,0,0,0,0,0,0,0,0,0,2.650461903e-05,1.229370396e-06,0,0,0,0,0,0,0,0,0,0.001031304512,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0.0001465634723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9883242865,0,0,0.01623020616,0.03438433751,0,0,0,0,0,0,0,0,0,0,0.0008276083725,0,0.0001517991817,3.688111189e-05,0,0,0.01867340179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,1.714192658e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.054940105e-06,0,0,0,1.616799626e-05,0,0,0,0,0.7712323159,0,0.0003309262973,0,0,0,0,0,0,0,0,0,0,6.544880976e-06,0,0,0,9.220277973e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0.0001974723539,2.999837152e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9110859729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001011994545,3.073425991e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,0,0,0,0,0,0,0.0002554147061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.238458073e-05,0,3.701118795e-05,0,0,0.001046426092,0,0.02607527429,0.004433685033,0.005094846017,0,0.8956100404,0.008785621906,0,0,0,0,0,0,8.564470604e-05,0,0,0,0.0001633789991,0,0.0003614266232,0.0001112580209,0,0.0001096397724,0,0,0,0,0,0,0,0,0,9.58193996e-05,0.001156732363,0,0,0,0,0,0,0
493,0,0,0,0,0,0,1.457063759e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005013184469,0,0,0.001565725914,0.9540471837,0,0,0,0,0,0,0,0,0,0,1.607006549e-05,0,0.0002144464631,2.089929674e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,2.571288987e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250595423,0,0,0,0.005236312202,0,0,0,0.0001509012984,0,0,0,0,0,0,0,0,0.9449071108,0,0,0.07385019555,0,0,0,0,0,0,2.678344248e-06,0,0.02303492345,0.03686328602,0,0.001239538538,1.035110964e-05,0.01596456957,0,0,0,0,0,0,0,0,1.39197637e-06,0,0,0,0,0,0,0
512,0,0,0,0,0,0,2.65699862e-05,0,0,0,0,0,2.618066623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.843952084e-06,0,0,0,0.0007545064921,0,0,0,0,0,0,0,0,0,0.9901745135,0,0,0,0,0,0,0,0.0001068997226,0.0003963949486,0,0.0005782825971,0.0008322837584,0,0,0,0,0,0,0,0,0,0.0003359106124,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0.001189649705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002426819994,0,0,0,0.0009835531058,0,0,0,0,0,0,0,0,0,0.005073691149,0.9973782107,4.160574397e-05,0,0,0,0,0,0,0.02549783724,0,0.004132311058,0.05471989103,0,0,0,0,0,0,0,0,0,0,0,0,0.00304842825,0,0,0,0,0,0,0
514,0,0,0,0,0,0,1.199934861e-05,0,0,0,0,0,0.0009457765676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115346609,0,0,0,0.0005551012049,0,0,0,0,0,0,0,0,0.04214672952,0,0.00191838242,0.8251548328,0,0,0,0,0,0,0.000551738915,0,0.0307068059,0.03436028789,0,0.0006380425646,0,0.001884851106,0,0,0,0,0,0,0,0,0.0002477717938,0,0,0,0,0,0,0
