anno,gruppo,chiave,valore
2010,investimento_ind,61|E,9.849182045
2010,investimento_ind,61|N,8.216245874
2010,investimento_ind,61|S,13.90858164
2010,investimento_ind,621|E,29.48997229
2010,investimento_ind,621|N,3.554776934
2010,investimento_ind,621|S,4.415889778
2010,investimento_ind,622|E,35.44198963
2010,investimento_ind,622|N,6.147111694
2010,investimento_ind,622|S,25.6075818
2010,investimento_ind,623|E,3.263262433
2010,investimento_ind,623|N,0.5449793273
2010,investimento_ind,623|S,3.011869835
2010,investimento_ind,624|E,2.08613924
2010,investimento_ind,624|N,0.4333514745
2010,investimento_ind,624|S,1.07821505
2010,investimento_ind,711AS|E,3.197571705
2010,investimento_ind,711AS|N,8.05720976
2010,investimento_ind,711AS|S,2.821742593
2010,investimento_ind,713|E,4.681563245
2010,investimento_ind,713|N,0.3721030376
2010,investimento_ind,713|S,5.527534356
2010,investimento_ind,721|E,4.32193221
2010,investimento_ind,721|N,0.6848174717
2010,investimento_ind,721|S,8.743335558
2010,investimento_ind,722|E,9.002790694
2010,investimento_ind,722|N,0.433564677
2010,investimento_ind,722|S,2.585547113
2010,investimento_ind,81|E,14.05692034
2010,investimento_ind,81|N,6.842306962
2010,investimento_ind,81|S,9.625905171
2010,investimento_ind,ORE|E,13.33019549
2010,investimento_ind,ORE|N,2.251259115
2010,investimento_ind,ORE|S,21.94612098
2010,investimento_ind,HS|R,382.9823414
2010,stock_ind,111CA|E,203.4269829
2010,stock_ind,111CA|N,0.05339047619
2010,stock_ind,111CA|S,251.9658782
2010,stock_ind,113FF|E,32.59374395
2010,stock_ind,113FF|N,0.147564538
2010,stock_ind,113FF|S,18.63324592
2010,stock_ind,211|E,52.3109684
2010,stock_ind,211|N,8.407040953
2010,stock_ind,211|S,1440.218551
2010,stock_ind,212|E,39.65862714
2010,stock_ind,212|N,1.313040221
2010,stock_ind,212|S,102.9880755
2010,stock_ind,213|E,62.70179191
2010,stock_ind,213|N,1.575913098
2010,stock_ind,213|S,52.72686839
2010,stock_ind,22|E,481.5136762
2010,stock_ind,22|N,8.538974393
2010,stock_ind,22|S,1487.366189
2010,stock_ind,23|E,184.9278486
2010,stock_ind,23|N,6.251068704
2010,stock_ind,23|S,87.18956081
2010,stock_ind,311FT|E,147.6107963
2010,stock_ind,311FT|N,22.51594877
2010,stock_ind,311FT|S,127.1746556
2010,stock_ind,313TT|E,17.27301494
2010,stock_ind,313TT|N,2.320110226
2010,stock_ind,313TT|S,23.74372049
2010,stock_ind,315AL|E,5.32539676
2010,stock_ind,315AL|N,2.241588988
2010,stock_ind,315AL|S,11.42567862
2010,stock_ind,321|E,16.93857837
2010,stock_ind,321|N,0.5666341985
2010,stock_ind,321|S,21.7638049
2010,stock_ind,322|E,68.2408975
2010,stock_ind,322|N,7.038796193
2010,stock_ind,322|S,38.88549411
2010,stock_ind,323|E,27.90641404
2010,stock_ind,323|N,4.085462963
2010,stock_ind,323|S,19.11272706
2010,stock_ind,324|E,107.941154
2010,stock_ind,324|N,33.93722021
2010,stock_ind,324|S,62.07062148
2010,stock_ind,325|E,150.492939
2010,stock_ind,325|N,448.37252
2010,stock_ind,325|S,149.4742025
2010,stock_ind,326|E,51.72771361
2010,stock_ind,326|N,11.47491981
2010,stock_ind,326|S,30.95475135
2010,stock_ind,327|E,44.27570917
2010,stock_ind,327|N,15.25247941
2010,stock_ind,327|S,33.23092032
2010,stock_ind,331|E,90.14189785
2010,stock_ind,331|N,11.63090682
2010,stock_ind,331|S,66.64922637
2010,stock_ind,332|E,94.32077866
2010,stock_ind,332|N,16.96092707
2010,stock_ind,332|S,56.31698332
2010,stock_ind,333|E,92.51402676
2010,stock_ind,333|N,47.68412392
2010,stock_ind,333|S,67.38583136
2010,stock_ind,334|E,135.0712
2010,stock_ind,334|N,203.4670493
2010,stock_ind,334|S,145.6897035
2010,stock_ind,335|E,22.32228478
2010,stock_ind,335|N,18.47015759
2010,stock_ind,335|S,28.1277775
2010,stock_ind,3361MV|E,98.00537167
2010,stock_ind,3361MV|N,43.42464681
2010,stock_ind,3361MV|S,52.46603891
2010,stock_ind,3364OT|E,39.15496249
2010,stock_ind,3364OT|N,64.51375905
2010,stock_ind,3364OT|S,55.28180021
2010,stock_ind,337|E,9.193627182
2010,stock_ind,337|N,2.215463515
2010,stock_ind,337|S,10.87986376
2010,stock_ind,339|E,32.54287678
2010,stock_ind,339|N,27.14902805
2010,stock_ind,339|S,32.38976527
2010,stock_ind,42|E,211.7786722
2010,stock_ind,42|N,44.8354826
2010,stock_ind,42|S,254.1183185
2010,stock_ind,441|E,23.806327
2010,stock_ind,441|N,2.903324148
2010,stock_ind,441|S,164.9411947
2010,stock_ind,445|E,53.69743817
2010,stock_ind,445|N,3.867361935
2010,stock_ind,445|S,166.0643842
2010,stock_ind,452|E,38.20270363
2010,stock_ind,452|N,4.562664102
2010,stock_ind,452|S,157.6396988
2010,stock_ind,481|E,170.2249479
2010,stock_ind,481|N,1.864106496
2010,stock_ind,481|S,55.92437378
2010,stock_ind,482|E,36.11610279
2010,stock_ind,482|N,1.016243732
2010,stock_ind,482|S,334.8205037
2010,stock_ind,483|E,37.61979781
2010,stock_ind,483|N,0.3359949913
2010,stock_ind,483|S,6.44833713
2010,stock_ind,484|E,85.42187371
2010,stock_ind,484|N,0.9519518661
2010,stock_ind,484|S,23.69354255
2010,stock_ind,485|E,17.12435444
2010,stock_ind,485|N,0.3729845588
2010,stock_ind,485|S,26.67241458
2010,stock_ind,486|E,25.81513139
2010,stock_ind,486|N,0.902322273
2010,stock_ind,486|S,152.7326144
2010,stock_ind,487OS|E,64.91977419
2010,stock_ind,487OS|N,1.776165977
2010,stock_ind,487OS|S,62.06487181
2010,stock_ind,493|E,8.66636472
2010,stock_ind,493|N,0.4888519871
2010,stock_ind,493|S,33.33526268
2010,stock_ind,4A0|E,139.4907157
2010,stock_ind,4A0|N,17.46816478
2010,stock_ind,4A0|S,422.0549159
2010,stock_ind,511|E,26.33407155
2010,stock_ind,511|N,185.2411912
2010,stock_ind,511|S,46.76391199
2010,stock_ind,512|E,11.2629023
2010,stock_ind,512|N,214.0824361
2010,stock_ind,512|S,33.43142554
2010,stock_ind,513|E,289.7671114
2010,stock_ind,513|N,139.8279698
2010,stock_ind,513|S,780.2303307
2010,stock_ind,514|E,26.68710154
2010,stock_ind,514|N,50.33077364
2010,stock_ind,514|S,20.39284926
2010,stock_ind,521CI|E,357.7880161
2010,stock_ind,521CI|N,30.4746279
2010,stock_ind,521CI|S,365.3343801
2010,stock_ind,523|E,31.68936804
2010,stock_ind,523|N,20.96962826
2010,stock_ind,523|S,102.4600577
2010,stock_ind,524|E,45.96561545
2010,stock_ind,524|N,38.79281718
2010,stock_ind,524|S,157.81406
2010,stock_ind,525|E,1.075436167
2010,stock_ind,525|N,0.5230414684
2010,stock_ind,525|S,39.88888359
2010,stock_ind,532RL|E,337.4133803
2010,stock_ind,532RL|N,1.294030147
2010,stock_ind,532RL|S,23.4766443
2010,stock_ind,5411|E,16.1165936
2010,stock_ind,5411|N,2.866120847
2010,stock_ind,5411|S,24.62967935
2010,stock_ind,5412OP|E,118.315928
2010,stock_ind,5412OP|N,205.0453957
2010,stock_ind,5412OP|S,114.5524521
2010,stock_ind,5415|E,26.26547558
2010,stock_ind,5415|N,42.86249735
2010,stock_ind,5415|S,25.25031131
2010,stock_ind,55|E,41.90568863
2010,stock_ind,55|N,40.3583034
2010,stock_ind,55|S,287.3086478
2010,stock_ind,561|E,72.75521883
2010,stock_ind,561|N,26.93096054
2010,stock_ind,561|S,56.14177516
2010,stock_ind,562|E,24.6297854
2010,stock_ind,562|N,0.7785429584
2010,stock_ind,562|S,72.19080091
2010,stock_ind,61|E,44.89324711
2010,stock_ind,61|N,21.96008625
2010,stock_ind,61|S,425.4021572
2010,stock_ind,621|E,125.7239832
2010,stock_ind,621|N,11.44923989
2010,stock_ind,621|S,182.3567502
2010,stock_ind,622|E,172.4679438
2010,stock_ind,622|N,16.4348876
2010,stock_ind,622|S,595.2857231
2010,stock_ind,623|E,16.93374167
2010,stock_ind,623|N,1.982022636
2010,stock_ind,623|S,59.80947099
2010,stock_ind,624|E,10.26507928
2010,stock_ind,624|N,0.8739934779
2010,stock_ind,624|S,44.20590119
2010,stock_ind,711AS|E,16.97580635
2010,stock_ind,711AS|N,48.57995257
2010,stock_ind,711AS|S,82.31856107
2010,stock_ind,713|E,32.1681642
2010,stock_ind,713|N,1.178132728
2010,stock_ind,713|S,118.8452807
2010,stock_ind,721|E,37.33025654
2010,stock_ind,721|N,2.295115464
2010,stock_ind,721|S,299.8582307
2010,stock_ind,722|E,72.70881501
2010,stock_ind,722|N,1.702297281
2010,stock_ind,722|S,151.5177266
2010,stock_ind,81|E,84.7271927
2010,stock_ind,81|N,25.76142172
2010,stock_ind,81|S,467.3164528
2010,stock_ind,ORE|E,63.53063633
2010,stock_ind,ORE|N,3.998545774
2010,stock_ind,ORE|S,1083.21669
2010,stock_ind,HS|R,16316.06153
2010,scorte,2,236.9247071
2010,scorte,3,96.67575429
2010,scorte,5,375.7619804
2010,scorte,6,310.2679926
2010,scorte,8,299.4571585
2010,scorte,9,283.6012899
2010,scorte,11,133.7631916
2010,scorte,12,48.6308191
2010,scorte,13,87.05254272
2010,scorte,14,227.2862565
2010,scorte,15,155.0320623
2010,aggregati,produzione_tot,27873.02677
2010,aggregati,consumo_tot,10803.39685
2010,aggregati,investimento_tot,2156.04989
2010,aggregati,importazioni_tot,2131.091685
2010,aggregati,scorte_tot,2254.453755
2011,produzione,111CA,398.7032071
2011,produzione,113FF,49.85670241
2011,produzione,211,338.9433348
2011,produzione,212,131.1202909
2011,produzione,213,102.0075197
2011,produzione,22,465.8249772
2011,produzione,23,1046.056824
2011,produzione,321,75.24390211
2011,produzione,327,96.30291717
2011,produzione,331,271.4797559
2011,produzione,332,331.4110827
2011,produzione,333,377.0353514
2011,produzione,334,357.1258249
2011,produzione,335,120.0001713
2011,produzione,3361MV,508.659353
2011,produzione,3364OT,262.9648768
2011,produzione,337,58.73263825
2011,produzione,339,164.2295121
2011,produzione,311FT,887.9799837
2011,produzione,313TT,53.04934453
2011,produzione,315AL,25.50676976
2011,produzione,322,176.1601432
2011,produzione,323,84.6510011
2011,produzione,324,826.1336318
2011,produzione,325,784.2614949
2011,produzione,326,206.0256866
2011,produzione,42,1568.324004
2011,produzione,441,200.4171631
2011,produzione,445,212.3239302
2011,produzione,452,230.402262
2011,produzione,4A0,732.0315603
2011,produzione,481,203.6993295
2011,produzione,482,79.14806081
2011,produzione,483,48.13883694
2011,produzione,484,287.2535148
2011,produzione,485,50.06238943
2011,produzione,486,35.64376506
2011,produzione,487OS,185.1248499
2011,produzione,493,95.6336742
2011,produzione,511,297.0505292
2011,produzione,512,131.2464387
2011,produzione,513,714.725948
2011,produzione,514,189.4518897
2011,produzione,521CI,717.0025217
2011,produzione,523,467.7634456
2011,produzione,524,736.4327988
2011,produzione,525,121.7599658
2011,produzione,HS,1722.491859
2011,produzione,ORE,829.3992038
2011,produzione,532RL,289.0748767
2011,produzione,5411,306.9022026
2011,produzione,5415,329.001204
2011,produzione,5412OP,1097.080217
2011,produzione,55,450.2351811
2011,produzione,561,635.0897946
2011,produzione,562,84.54366441
2011,produzione,61,314.3741475
2011,produzione,621,844.3196697
2011,produzione,622,680.613136
2011,produzione,623,204.8857365
2011,produzione,624,167.932696
2011,produzione,711AS,139.4718213
2011,produzione,713,118.8989106
2011,produzione,721,204.5294087
2011,produzione,722,596.8380964
2011,produzione,81,561.1668861
2011,produzione,GFGD,695.6493049
2011,produzione,GFGN,369.4600803
2011,produzione,GFE,95.35480452
2011,produzione,GSLG,1971.467636
2011,produzione,GSLE,285.9603986
2011,consumo,111CA,62.03956394
2011,importazioni,111CA,32.12581453
2011,consumo,113FF,7.953378171
2011,importazioni,113FF,19.50838171
2011,consumo,211,0
2011,importazioni,211,306.1995151
2011,consumo,212,0.204054117
2011,importazioni,212,7.155829499
2011,consumo,213,0
2011,importazioni,213,0.8322148341
2011,consumo,22,242.2073268
2011,importazioni,22,2.082756691
2011,consumo,23,0
2011,importazioni,23,-0
2011,consumo,321,5.888215917
2011,importazioni,321,12.0416389
2011,consumo,327,12.3434476
2011,importazioni,327,20.09817681
2011,consumo,331,0.427059255
2011,importazioni,331,92.54038166
2011,consumo,332,14.91937702
2011,importazioni,332,51.64337336
2011,consumo,333,6.244475303
2011,importazioni,333,132.5110783
2011,consumo,334,79.91887892
2011,importazioni,334,284.0878063
2011,consumo,335,39.30998572
2011,importazioni,335,73.90892951
2011,consumo,3361MV,173.4685827
2011,importazioni,3361MV,230.7323941
2011,consumo,3364OT,17.36048842
2011,importazioni,3364OT,41.62815495
2011,consumo,337,37.93414787
2011,importazioni,337,28.12642249
2011,consumo,339,86.70648129
2011,importazioni,339,79.82390484
2011,consumo,311FT,528.71663
2011,importazioni,311FT,75.53346721
2011,consumo,313TT,21.70125886
2011,importazioni,313TT,26.53356357
2011,consumo,315AL,134.977531
2011,importazioni,315AL,134.3340772
2011,consumo,322,21.87251813
2011,importazioni,322,22.4649406
2011,consumo,323,5.76978409
2011,importazioni,323,2.384042732
2011,consumo,324,294.1405066
2011,importazioni,324,127.676396
2011,consumo,325,237.9044128
2011,importazioni,325,209.1835401
2011,consumo,326,31.74937705
2011,importazioni,326,43.51448398
2011,consumo,42,445.6687126
2011,importazioni,42,0
2011,consumo,441,107.1794746
2011,importazioni,441,-0
2011,consumo,445,191.1654212
2011,importazioni,445,-0
2011,consumo,452,214.2952465
2011,importazioni,452,-0
2011,consumo,4A0,595.7795111
2011,importazioni,4A0,-0
2011,consumo,481,117.9251564
2011,importazioni,481,44.41867145
2011,consumo,482,7.328107109
2011,importazioni,482,0
2011,consumo,483,16.22559885
2011,importazioni,483,0
2011,consumo,484,72.93716555
2011,importazioni,484,0
2011,consumo,485,32.42681542
2011,importazioni,485,-0
2011,consumo,486,1.991490039
2011,importazioni,486,-0
2011,consumo,487OS,15.95144427
2011,importazioni,487OS,0
2011,consumo,493,0.1438788764
2011,importazioni,493,-0
2011,consumo,511,67.08430244
2011,importazioni,511,3.887956019
2011,consumo,512,27.22620367
2011,importazioni,512,6.644928579
2011,consumo,513,284.9871468
2011,importazioni,513,0.148871931
2011,consumo,514,21.70561037
2011,importazioni,514,0.9160092288
2011,consumo,521CI,207.8048193
2011,importazioni,521CI,10.61225798
2011,consumo,523,190.5722379
2011,importazioni,523,0.05484003849
2011,consumo,524,308.6020462
2011,importazioni,524,58.45564554
2011,consumo,525,129.7435482
2011,importazioni,525,-0
2011,consumo,HS,1717.797558
2011,importazioni,HS,-0
2011,consumo,ORE,5.765693869
2011,importazioni,ORE,-0
2011,consumo,532RL,67.18834125
2011,importazioni,532RL,-0
2011,consumo,5411,93.65645618
2011,importazioni,5411,2.283122212
2011,consumo,5415,0
2011,importazioni,5415,23.33038397
2011,consumo,5412OP,55.14011338
2011,importazioni,5412OP,64.38522305
2011,consumo,55,0
2011,importazioni,55,-0
2011,consumo,561,47.12823434
2011,importazioni,561,1.029495355
2011,consumo,562,22.46239674
2011,importazioni,562,0.1229841631
2011,consumo,61,306.8055328
2011,importazioni,61,1.726638792
2011,consumo,621,833.4422755
2011,importazioni,621,0.0425279379
2011,consumo,622,827.0959722
2011,importazioni,622,2.341217472
2011,consumo,623,204.0037747
2011,importazioni,623,0.01217793634
2011,consumo,624,170.2941911
2011,importazioni,624,-0
2011,consumo,711AS,58.5479236
2011,importazioni,711AS,0.7035635441
2011,consumo,713,158.4376647
2011,importazioni,713,-0
2011,consumo,721,120.0443436
2011,importazioni,721,-0
2011,consumo,722,560.2678404
2011,importazioni,722,-0
2011,consumo,81,497.1728791
2011,importazioni,81,3.162771048
2011,consumo,GFGD,0
2011,importazioni,GFGD,-0
2011,consumo,GFGN,0
2011,importazioni,GFGN,-0
2011,consumo,GFE,8.960447356
2011,importazioni,GFE,0.3820384434
2011,consumo,GSLG,0
2011,importazioni,GSLG,-0
2011,consumo,GSLE,57.50229982
2011,importazioni,GSLE,-0
2011,investimento_tipo,E,888.9684513
2011,stock_tipo,E,5482.556292
2011,investimento_tipo,S,410.5206645
2011,stock_tipo,S,12034.73719
2011,investimento_tipo,N,625.6789954
2011,stock_tipo,N,2308.266901
2011,investimento_tipo,R,382.3305865
2011,stock_tipo,R,16320.95131
2011,investimento_ind,111CA|E,36.56427126
2011,investimento_ind,111CA|N,0.04138461538
2011,investimento_ind,111CA|S,7.605135412
2011,investimento_ind,113FF|E,5.796265786
2011,investimento_ind,113FF|N,0.07742524917
2011,investimento_ind,113FF|S,0.5160191994
2011,investimento_ind,211|E,9.017377266
2011,investimento_ind,211|N,2.470933581
2011,investimento_ind,211|S,130.8912055
2011,investimento_ind,212|E,10.19322053
2011,investimento_ind,212|N,0.3944200378
2011,investimento_ind,212|S,11.94447285
2011,investimento_ind,213|E,17.50099715
2011,investimento_ind,213|N,1.045179037
2011,investimento_ind,213|S,4.546719288
2011,investimento_ind,22|E,55.04381654
2011,investimento_ind,22|N,4.679361842
2011,investimento_ind,22|S,51.59781758
2011,investimento_ind,23|E,29.2119765
2011,investimento_ind,23|N,2.093328018
2011,investimento_ind,23|S,2.056982837
2011,investimento_ind,311FT|E,16.85410896
2011,investimento_ind,311FT|N,5.632927259
2011,investimento_ind,311FT|S,3.5548957
2011,investimento_ind,313TT|E,1.125655736
2011,investimento_ind,313TT|N,0.5807242424
2011,investimento_ind,313TT|S,0.1359030837
2011,investimento_ind,315AL|E,0.3786475964
2011,investimento_ind,315AL|N,0.5525173407
2011,investimento_ind,315AL|S,0.04146825397
2011,investimento_ind,321|E,1.858265382
2011,investimento_ind,321|N,0.1530060041
2011,investimento_ind,321|S,0.2208561485
2011,investimento_ind,322|E,6.711701871
2011,investimento_ind,322|N,1.74325649
2011,investimento_ind,322|S,0.717958209
2011,investimento_ind,323|E,2.99700867
2011,investimento_ind,323|N,1.368703508
2011,investimento_ind,323|S,0.218290293
2011,investimento_ind,324|E,9.103072473
2011,investimento_ind,324|N,8.11449436
2011,investimento_ind,324|S,1.747318104
2011,investimento_ind,325|E,22.12134829
2011,investimento_ind,325|N,68.33294942
2011,investimento_ind,325|S,2.865523727
2011,investimento_ind,326|E,6.49107759
2011,investimento_ind,326|N,2.793343412
2011,investimento_ind,326|S,0.7020171299
2011,investimento_ind,327|E,3.37631385
2011,investimento_ind,327|N,3.383607926
2011,investimento_ind,327|S,0.5689512953
2011,investimento_ind,331|E,8.083388071
2011,investimento_ind,331|N,2.733631422
2011,investimento_ind,331|S,1.235091471
2011,investimento_ind,332|E,10.94504131
2011,investimento_ind,332|N,4.182113007
2011,investimento_ind,332|S,1.202547418
2011,investimento_ind,333|E,12.56727104
2011,investimento_ind,333|N,12.07481499
2011,investimento_ind,333|S,1.850467467
2011,investimento_ind,334|E,25.57162693
2011,investimento_ind,334|N,75.90924529
2011,investimento_ind,334|S,4.406460366
2011,investimento_ind,335|E,2.555163375
2011,investimento_ind,335|N,4.254161779
2011,investimento_ind,335|S,0.4992701496
2011,investimento_ind,3361MV|E,16.37697769
2011,investimento_ind,3361MV|N,15.37688182
2011,investimento_ind,3361MV|S,1.929424739
2011,investimento_ind,3364OT|E,6.36249053
2011,investimento_ind,3364OT|N,13.70483426
2011,investimento_ind,3364OT|S,1.561860292
2011,investimento_ind,337|E,0.9666395628
2011,investimento_ind,337|N,0.6245671786
2011,investimento_ind,337|S,0.1412439024
2011,investimento_ind,339|E,5.118968208
2011,investimento_ind,339|N,6.823815861
2011,investimento_ind,339|S,0.9247775149
2011,investimento_ind,42|E,39.48763199
2011,investimento_ind,42|N,19.89615869
2011,investimento_ind,42|S,7.784477812
2011,investimento_ind,441|E,4.671559316
2011,investimento_ind,441|N,1.036956086
2011,investimento_ind,441|S,1.802459381
2011,investimento_ind,445|E,7.916268312
2011,investimento_ind,445|N,1.361523998
2011,investimento_ind,445|S,2.338015004
2011,investimento_ind,452|E,7.585211835
2011,investimento_ind,452|N,3.101650193
2011,investimento_ind,452|S,5.061199261
2011,investimento_ind,481|E,12.64916096
2011,investimento_ind,481|N,0.7665735735
2011,investimento_ind,481|S,0.5127253202
2011,investimento_ind,482|E,4.878605456
2011,investimento_ind,482|N,0.6791143479
2011,investimento_ind,482|S,8.341675066
2011,investimento_ind,483|E,3.062744725
2011,investimento_ind,483|N,0.1460410004
2011,investimento_ind,483|S,0.05488706211
2011,investimento_ind,484|E,19.69803186
2011,investimento_ind,484|N,0.4662827182
2011,investimento_ind,484|S,0.2402432546
2011,investimento_ind,485|E,1.762568272
2011,investimento_ind,485|N,0.1799270833
2011,investimento_ind,485|S,0.1073007214
2011,investimento_ind,486|E,2.55153101
2011,investimento_ind,486|N,0.3343972924
2011,investimento_ind,486|S,6.239524296
2011,investimento_ind,487OS|E,6.665381228
2011,investimento_ind,487OS|N,1.139325795
2011,investimento_ind,487OS|S,1.737125411
2011,investimento_ind,493|E,0.9178608486
2011,investimento_ind,493|N,0.2027346567
2011,investimento_ind,493|S,0.8451331731
2011,investimento_ind,4A0|E,29.02963782
2011,investimento_ind,4A0|N,8.982962423
2011,investimento_ind,4A0|S,7.507965864
2011,investimento_ind,511|E,7.533955746
2011,investimento_ind,511|N,53.94718401
2011,investimento_ind,511|S,1.456533641
2011,investimento_ind,512|E,1.910240316
2011,investimento_ind,512|N,28.8063682
2011,investimento_ind,512|S,0.5166240592
2011,investimento_ind,513|E,67.07447654
2011,investimento_ind,513|N,39.38604702
2011,investimento_ind,513|S,17.5970922
2011,investimento_ind,514|E,12.84374604
2011,investimento_ind,514|N,21.36572408
2011,investimento_ind,514|S,2.321580081
2011,investimento_ind,521CI|E,62.70028385
2011,investimento_ind,521CI|N,16.57099682
2011,investimento_ind,521CI|S,4.827678172
2011,investimento_ind,523|E,6.767354506
2011,investimento_ind,523|N,10.83965232
2011,investimento_ind,523|S,1.820028511
2011,investimento_ind,524|E,7.520638017
2011,investimento_ind,524|N,20.3399564
2011,investimento_ind,524|S,1.481036939
2011,investimento_ind,525|E,0.160847114
2011,investimento_ind,525|N,0.4634304524
2011,investimento_ind,525|S,0.1431276752
2011,investimento_ind,532RL|E,61.48950346
2011,investimento_ind,532RL|N,0.7368620398
2011,investimento_ind,532RL|S,0.5839508265
2011,investimento_ind,5411|E,2.751754367
2011,investimento_ind,5411|N,1.526964503
2011,investimento_ind,5411|S,0.3746825606
2011,investimento_ind,5412OP|E,22.98177085
2011,investimento_ind,5412OP|N,56.24471372
2011,investimento_ind,5412OP|S,4.897677329
2011,investimento_ind,5415|E,7.287946581
2011,investimento_ind,5415|N,19.52747196
2011,investimento_ind,5415|S,0.8892688051
2011,investimento_ind,55|E,8.892041342
2011,investimento_ind,55|N,22.23340944
2011,investimento_ind,55|S,2.227038996
2011,investimento_ind,561|E,16.19052494
2011,investimento_ind,561|N,15.17032352
2011,investimento_ind,561|S,1.818548088
2011,investimento_ind,562|E,5.153656895
2011,investimento_ind,562|N,0.3296665754
2011,investimento_ind,562|S,0.7315332847
2011,investimento_ind,61|E,9.976239347
2011,investimento_ind,61|N,9.156264043
2011,investimento_ind,61|S,13.22755536
2011,investimento_ind,621|E,27.04212333
2011,investimento_ind,621|N,3.889645334
2011,investimento_ind,621|S,4.459386292
2011,investimento_ind,622|E,41.39452509
2011,investimento_ind,622|N,7.475572729
2011,investimento_ind,622|S,24.30163345
2011,investimento_ind,623|E,3.636505979
2011,investimento_ind,623|N,0.6731078343
2011,investimento_ind,623|S,3.28220506
2011,investimento_ind,624|E,2.411597702
2011,investimento_ind,624|N,0.5549527646
2011,investimento_ind,624|S,1.010783006
2011,investimento_ind,711AS|E,4.002547704
2011,investimento_ind,711AS|N,8.124072127
2011,investimento_ind,711AS|S,3.755170346
2011,investimento_ind,713|E,4.450310712
2011,investimento_ind,713|N,0.4175465472
2011,investimento_ind,713|S,4.366241977
2011,investimento_ind,721|E,4.463697522
2011,investimento_ind,721|N,0.856858962
2011,investimento_ind,721|S,7.813297329
2011,investimento_ind,722|E,11.83877409
2011,investimento_ind,722|N,0.6131048834
2011,investimento_ind,722|S,3.08512807
2011,investimento_ind,81|E,15.15337264
2011,investimento_ind,81|N,7.218554626
2011,investimento_ind,81|S,6.977531046
2011,investimento_ind,ORE|E,9.571130781
2011,investimento_ind,ORE|N,1.775268641
2011,investimento_ind,ORE|S,20.29992183
2011,investimento_ind,HS|R,382.3305865
2011,stock_ind,111CA|E,210.8151004
2011,stock_ind,111CA|N,0.05686190476
2011,stock_ind,111CA|S,253.4878801
2011,stock_ind,113FF|E,33.95736731
2011,stock_ind,113FF|N,0.1353743207
2011,stock_ind,113FF|S,18.68330894
2011,stock_ind,211|E,54.15260434
2011,stock_ind,211|N,8.744039609
2011,stock_ind,211|S,1464.481286
2011,stock_ind,212|E,43.68310231
2011,stock_ind,212|N,1.383163222
2011,stock_ind,212|S,110.7721479
2011,stock_ind,213|E,71.60372302
2011,stock_ind,213|N,1.94726701
2011,stock_ind,213|S,53.88716062
2011,stock_ind,22|E,498.8863593
2011,stock_ind,22|N,8.973254686
2011,stock_ind,22|S,1505.63737
2011,stock_ind,23|E,183.1757609
2011,stock_ind,23|N,6.39643848
2011,stock_ind,23|S,87.07276629
2011,stock_ind,311FT|E,149.705923
2011,stock_ind,311FT|N,23.24760722
2011,stock_ind,311FT|S,126.7860721
2011,stock_ind,313TT|E,16.49193837
2011,stock_ind,313TT|N,2.396261023
2011,stock_ind,313TT|S,23.15844203
2011,stock_ind,315AL|E,5.06548826
2011,stock_ind,315AL|N,2.341639321
2011,stock_ind,315AL|S,11.13799958
2011,stock_ind,321|E,16.31526976
2011,stock_ind,321|N,0.5560048475
2011,stock_ind,321|S,21.31381491
2011,stock_ind,322|E,67.48857659
2011,stock_ind,322|N,7.231220313
2011,stock_ind,322|S,38.38679298
2011,stock_ind,323|E,27.32460115
2011,stock_ind,323|N,4.282662133
2011,stock_ind,323|S,18.73995726
2011,stock_ind,324|E,107.1077839
2011,stock_ind,324|N,35.10354741
2011,stock_ind,324|S,61.9230723
2011,stock_ind,325|E,154.4417217
2011,stock_ind,325|N,463.0426602
2011,stock_ind,325|S,147.7768688
2011,stock_ind,326|E,51.36746559
2011,stock_ind,326|N,11.8334633
2011,stock_ind,326|S,30.69607442
2011,stock_ind,327|E,42.75331973
2011,stock_ind,327|N,15.81854138
2011,stock_ind,327|S,32.77286679
2011,stock_ind,331|E,91.30628183
2011,stock_ind,331|N,12.08105594
2011,stock_ind,331|S,65.82985942
2011,stock_ind,332|E,96.44695894
2011,stock_ind,332|N,17.65924245
2011,stock_ind,332|S,55.79038069
2011,stock_ind,333|E,96.50768754
2011,stock_ind,333|N,49.9582669
2011,stock_ind,333|S,67.20331404
2011,stock_ind,334|E,141.3073137
2011,stock_ind,334|N,209.6528218
2011,stock_ind,334|S,145.6690008
2011,stock_ind,335|E,22.01426169
2011,stock_ind,335|N,19.08424505
2011,stock_ind,335|S,27.80493004
2011,stock_ind,3361MV|E,100.3025956
2011,stock_ind,3361MV|N,42.66127606
2011,stock_ind,3361MV|S,52.75937096
2011,stock_ind,3364OT|E,40.53067471
2011,stock_ind,3364OT|N,61.96724788
2011,stock_ind,3364OT|S,55.13153927
2011,stock_ind,337|E,8.883094812
2011,stock_ind,337|N,2.293837685
2011,stock_ind,337|S,10.68697826
2011,stock_ind,339|E,33.09627379
2011,stock_ind,339|N,28.32608025
2011,stock_ind,339|S,32.31551226
2011,stock_ind,42|E,217.433884
2011,stock_ind,42|N,47.98880001
2011,stock_ind,42|S,255.5203295
2011,stock_ind,441|E,24.50774389
2011,stock_ind,441|N,2.995298627
2011,stock_ind,441|S,162.5208066
2011,stock_ind,445|E,53.87013612
2011,stock_ind,445|N,3.9402112
