caso,h,S,alfa_coperto,r_produzione,r_consumo,r_investimento_tipo,r_stock_tipo,r_importazioni,r_scorte,origine
P1|stretto|agg+ind|T3,1,1.38345698,1,1.228782931,1.64017689,0.5938907887,0.176234985,3.34374204,4.383605506,2013
P1|stretto|agg|T1,1,1.882305359,1,1.427025893,2.375481571,1.543332342,0.3036966728,3.104140129,4.946199557,2013
P1|stretto|agg|T2,1,1.353089295,1,1.272152874,1.369874012,0.6682833231,0.1018710207,3.533428672,4.799320572,2013
P1|stretto|agg|T3,1,1.329079941,1,1.270219261,1.361149937,0.6682848816,0.1018720633,3.524390147,4.392109827,2013
P1|stretto|ind|T1,1,1.404876754,1,1.306061309,1.79340237,0.5076225782,0.1766241652,2.954765832,4.162248522,2013
P1|stretto|ind|T2,1,1.482743259,1,1.290971624,1.679605064,0.8949928161,0.269104026,2.911762221,4.80146351,2013
P1|stretto|ind|T3,1,1.452483789,1,1.307572944,1.693130811,0.8765714508,0.2490421296,2.900601166,4.140482031,2013
P1|stretto|nessuna|T1,1,3.496955371,1,1.703627749,2.400518097,8.081624482,2.377285019,3.211118755,5.022045618,2013
P1|stretto|nessuna|T2,1,2.645265097,1,1.380879954,1.340057415,5.684337217,1.885899298,4.20919408,5.861336187,2013
P1|stretto|nessuna|T3,1,2.645265097,1,1.380879954,1.340057415,5.684337217,1.885899298,4.20919408,5.861336187,2013
P1|tetto100|agg+ind|T1,1,1.324469104,1,1.833293868,0.9906214573,0.4998718341,0.1482198373,1.064650023,6.185313084,2013
P1|tetto100|agg+ind|T2,1,1.335999273,1,1.775018317,0.9926273585,0.5679357381,0.1952188976,1.156402882,6.295527786,2013
P1|tetto100|agg+ind|T3,1,1.309174686,1,1.739097243,0.9954597025,0.5069677545,0.1503910759,1.172029304,6.275469569,2013
P1|tetto100|agg|T1,1,1.852480735,1,2.521678122,0.9544656731,1.543332342,0.3036966728,2.328413432,7.083615796,2013
P1|tetto100|agg|T2,1,1.150789006,1,1.406706008,0.9872217153,0.333733718,0.07163647994,2.715058627,4.458947324,2013
P1|tetto100|agg|T3,1,1.141404902,1,1.377619901,0.985612187,0.333733718,0.07163647994,2.743062867,4.427434824,2013
P1|tetto100|ind|T1,1,1.356604757,1,1.737528556,1.009396723,0.6979956063,0.2076266173,1.357024255,6.086283547,2013
P1|tetto100|ind|T2,1,1.368916523,1,1.801219949,1.004605434,0.7366607749,0.2493807399,0.9500231377,6.147950451,2013
P1|tetto100|ind|T3,1,1.336496329,1,1.729201804,1.009771406,0.6958598256,0.2070027583,1.384076048,5.714566459,2013
P1|tetto100|nessuna|T1,1,5.013246604,1,4.479959663,0.9038385614,11.76865593,3.016083103,4.395301631,10.46005118,2013
P1|tetto100|nessuna|T2,1,2.113221325,1,1.127102496,1.017977991,4.408666926,1.597507094,3.290631085,5.273630601,2013
P1|tetto100|nessuna|T3,1,2.099133103,1,1.127365319,1.017974515,4.408950911,1.59756175,3.292209619,4.987486289,2013
P1|tetto110|agg+ind|T1,1,1.298703089,1,1.116426456,1.617710435,0.6080860073,0.1577057478,2.845958235,3.975526669,2013
P1|tetto110|agg+ind|T2,1,1.465624884,1,1.50478629,1.849398211,0.633736801,0.2012637726,2.676739892,3.573176036,2013
P1|tetto110|agg+ind|T3,1,1.241243254,1,1.191306177,1.46110796,0.5993995089,0.1770691185,2.60048659,3.558157397,2013
P1|tetto110|agg|T1,1,1.806521355,1,1.452240985,2.383559182,1.543332342,0.3036966728,1.86578096,4.469122432,2013
P1|tetto110|agg|T2,1,1.308833532,1,1.352859895,1.465609137,0.6695389812,0.1027110071,3.188436217,3.193842296,2013
P1|tetto110|agg|T3,1,1.335965136,1,1.352926049,1.465214518,0.6695357444,0.1027088418,3.188021759,3.738876903,2013
P1|tetto110|ind|T1,1,1.217774049,1,1.140917677,1.485887027,0.5009869301,0.191261593,2.233096575,3.975085284,2013
P1|tetto110|ind|T2,1,1.445705792,1,1.300831137,1.634748134,0.8969724179,0.2692546187,2.929286867,4.244954439,2013
P1|tetto110|ind|T3,1,1.391039998,1,1.179357109,1.593454891,0.8797476266,0.2487707143,2.275578775,4.891817249,2013
P1|tetto110|nessuna|T1,1,3.525763752,1,1.705701766,2.407146827,8.294064733,2.399874229,3.261778616,4.600397473,2013
P1|tetto110|nessuna|T2,1,2.501730899,1,1.33734674,1.34513992,5.201130487,1.657813746,4.116181222,5.703367352,2013
P1|tetto110|nessuna|T3,1,2.501178396,1,1.33734674,1.34513992,5.201130487,1.657813746,4.116181222,5.692317289,2013
P2|inv1.0|m0.0|S0.0|T1,1,0.9356504098,1,0.7875615489,1.00976596,0.4166695255,0.2183539535,1.488952653,4.336704482,2013
P2|inv1.0|m0.0|S0.0|T3,1,0.9145599238,1,0.7855458443,1.009744365,0.4166695255,0.2183539535,1.127445375,4.288625837,2013
P2|inv1.0|m1.0|S1.0|T1,1,0.7267827505,1,0.8086630957,1.02863497,0.4166695255,0.2183539535,0.8536719639,0.5548086455,2013
P2|inv1.0|m1.0|S1.0|T3,1,0.7235233619,1,0.8062706758,1.020162761,0.4166695255,0.2183539535,0.8536719639,0.5548086455,2013
P2|lx0.5|li0.1|T1,1,1.02077582,1,0.7933763424,1.009624718,0.953179522,0.1972293977,1.641736099,3.748597061,2013
P2|lx0.5|li0.1|T3,1,0.9788404809,1,0.7934917395,1.009877368,0.953179522,0.1972293977,0.9205095848,3.628908504,2013
P2|lx0.5|li0.5|T1,1,0.9994286635,1,0.7933878175,1.009624687,0.953179522,0.1972293977,1.647046336,3.316275024,2013
P2|lx0.5|li0.5|T3,1,0.9756833403,1,0.7934917484,1.009877336,0.953179522,0.1972293977,0.9205347066,3.565740711,2013
P2|lx2.0|li0.1|T1,1,1.017199926,1,0.7847298932,0.9919848298,0.953179522,0.1972293977,1.447451404,4.029081904,2013
P2|lx2.0|li0.1|T3,1,0.9721985452,1,0.7847447139,0.9926303207,0.953179522,0.1972293977,1.010216786,3.562327026,2013
P2|lx2.0|li0.5|T1,1,0.9923333126,1,0.7847322417,0.9919726885,0.953179522,0.1972293977,1.427538931,3.551720856,2013
P2|lx2.0|li0.5|T3,1,0.9721985452,1,0.7847447139,0.9926303207,0.953179522,0.1972293977,1.010216786,3.562327026,2013
P2|uniformi|li0.5|T1,1,1.125495002,1,0.9084667446,1.124131509,0.953179522,0.1972293977,1.689797952,4.417335679,2013
P3|q25,1,1.815207127,1,1.852603578,1.933874216,1.543332342,0.3036966728,2.645458349,4.159094723,2013
P3|q75,1,2.318632015,1,1.468658682,3.684420955,1.543332342,0.3036966728,4.109064093,4.564375662,2013
condizionata|P1|E6|agg|T1,1,1.956163504,1,1.265346377,3.179720062,0.9510502264,0.3355836192,3.725377608,4.252125687,2013
persistenza,1,1,1,1,1,1,1,1,1,2013
trend_mobile,1,0.6861395749,1,0.7760344416,0.8312057489,0.5052846449,0.5433089709,0.613899564,0.3576942711,2013
ultimo_tasso,1,0.6548460518,1,0.6288646066,0.9223867757,0.3959693153,0.1846448106,1.256786157,0.5794597031,2013
P0,1,0.6184563291,1,0.6117790135,0.588845067,0.7296336915,0.1556757629,1.352651889,0.5828439173,2014
P1|E6|agg+ind|T1,1,1.592715173,1,1.485879009,1.616538667,1.177077513,0.2400701047,3.645441379,4.405905758,2014
P1|E6|agg+ind|T2,1,1.551934476,1,1.374138177,1.687840865,1.086273852,0.2475882634,3.819646839,4.00689649,2014
P1|E6|agg+ind|T3,1,1.592766805,1,1.485853971,1.616539736,1.177454627,0.2401008451,3.645112665,4.405840995,2014
P1|E6|agg|T1,1,1.877657945,1,1.552275457,2.132533235,1.402754542,0.1891921689,6.369088565,3.08581568,2014
P1|E6|agg|T2,1,1.775122333,1,1.637536343,1.999837252,0.8695729538,0.1454575135,6.604932314,3.304065926,2014
P1|E6|agg|T3,1,1.770938508,1,1.637425035,1.999763783,0.8695731903,0.1454576005,6.604460343,3.221968951,2014
P1|E6|ind|T1,1,2.045906174,1,1.47886103,1.862610202,3.313821327,0.42583324,3.739375608,3.0229687,2014
P1|E6|ind|T2,1,2.038662837,1,1.465194807,1.842138081,3.322895458,0.4265671111,3.796047574,2.988495789,2014
P1|E6|ind|T3,1,2.034435737,1,1.473948958,1.842488623,3.325323317,0.4267522961,3.74531515,2.889976251,2014
P1|E6|nessuna|T1,1,3.413624127,1,1.609107413,2.439495859,8.024008754,1.987894348,5.205047315,2.70399189,2014
P1|E6|nessuna|T2,1,3.044542996,1,1.644258524,1.106309758,7.699118196,1.613761104,4.96514577,5.398309472,2014
P1|E6|nessuna|T3,1,3.039209865,1,1.64426604,1.105598317,7.71373723,1.615064645,4.97164636,5.22828658,2014
P1|largo|agg+ind|T1,1,1.599204971,1,1.507633182,1.652084789,1.23872735,0.2458266577,3.413874607,4.165354275,2014
P1|largo|agg+ind|T2,1,1.627640314,1,1.556157285,1.731185851,1.090074863,0.2495099334,3.853991485,4.115436669,2014
P1|largo|agg+ind|T3,1,1.597801555,1,1.507814519,1.652247519,1.238020113,0.2457667857,3.413847411,4.138197441,2014
P1|largo|agg|T1,1,1.874952896,1,1.741847574,2.109676235,1.097367416,0.1629363954,6.475334762,3.199237856,2014
P1|largo|agg|T2,1,1.851143622,1,1.809670225,2.067261771,0.8801113232,0.1493346678,6.815421798,3.126744031,2014
P1|largo|agg|T3,1,1.856690259,1,1.809670225,2.067261771,0.8801113232,0.1493346678,6.815421798,3.237676766,2014
P1|largo|ind|T1,1,2.067839502,1,1.521663126,1.929170074,3.256772474,0.4229318419,3.77714132,3.001695945,2014
P1|largo|ind|T2,1,2.004981202,1,1.42766231,1.776557624,3.252165279,0.422857195,4.063198474,2.95673045,2014
P1|largo|ind|T3,1,1.999809301,1,1.430925924,1.770368318,3.242613664,0.4220338424,4.02265719,2.951241037,2014
P1|largo|nessuna|T1,1,2.966956722,1,2.05453697,2.393658823,5.370430391,1.444619356,5.013360915,3.265638489,2014
P1|largo|nessuna|T2,1,3.088580655,1,1.752681866,1.154114026,7.595164456,1.60194202,5.730566336,5.015729541,2014
P1|largo|nessuna|T3,1,3.086582979,1,1.752708341,1.153995849,7.597978517,1.602182518,5.731190385,4.963964948,2014
P1|stretto|agg+ind|T1,1,1.450071279,1,1.474604238,1.149012009,1.215032914,0.2436626001,3.173631312,4.738639937,2014
P1|stretto|agg+ind|T2,1,1.391006709,1,1.446165403,1.097197722,1.049033059,0.2287605065,3.197269973,4.709032206,2014
P1|stretto|agg+ind|T3,1,1.450067287,1,1.47460494,1.14901262,1.215012908,0.2436613544,3.173624624,4.73864141,2014
P1|stretto|agg|T1,1,1.645454956,1,1.192542036,1.568850454,1.691205592,0.2139918568,5.589074844,3.558863242,2014
P1|stretto|agg|T2,1,1.433405982,1,1.197355989,1.551449141,0.8432618657,0.1357774439,5.345598642,3.185087854,2014
P1|stretto|agg|T3,1,1.450823694,1,1.197355989,1.551449141,0.8432618657,0.1357774439,5.345598642,3.5334421,2014
P1|stretto|ind|T1,1,1.863699965,1,1.2582956,1.255596148,3.361297059,0.4289183135,4.193008526,3.69461542,2014
P1|stretto|ind|T2,1,1.760962009,1,1.230054226,1.233392081,2.999119475,0.3980287791,3.971342947,3.674683936,2014
P1|stretto|ind|T3,1,1.735134528,1,1.173277576,1.234200677,3.03615658,0.4005456848,3.732801128,3.579302237,2014
P1|stretto|nessuna|T1,1,4.027400299,1,1.623173754,1.60880089,11.70450572,2.377305338,4.753607084,4.829917458,2014
P1|stretto|nessuna|T2,1,2.856597009,1,1.524165641,1.121517795,7.214960659,1.576762762,4.220818999,5.023652404,2014
P1|stretto|nessuna|T3,1,2.83085498,1,1.524165641,1.121517795,7.214960659,1.576762762,4.220819,4.508811816,2014
P1|tetto100|agg+ind|T1,1,1.310493118,1,1.616021972,0.8683585413,1.053334617,0.2349356325,1.312258328,5.308111207,2014
P1|tetto100|agg+ind|T2,1,1.285753355,1,1.641139501,0.8642101199,0.8750554441,0.2227191611,1.370885475,5.366423793,2014
P1|tetto100|agg+ind|T3,1,1.310137948,1,1.616124119,0.8683660987,1.051358582,0.2347909433,1.312498181,5.308303259,2014
P1|tetto100|agg|T1,1,1.694646903,1,1.962488242,0.8484353887,1.839453458,0.226737523,3.296052701,5.920054706,2014
P1|tetto100|agg|T2,1,1.215732193,1,1.566467614,0.8635535425,0.360030736,0.1217269578,2.999533193,5.051406881,2014
P1|tetto100|agg|T3,1,1.215745258,1,1.56624585,0.8636068312,0.3601149829,0.1217579529,3.000442484,5.051370746,2014
P1|tetto100|ind|T1,1,1.479195353,1,1.505412098,0.8709888314,2.023086903,0.3164708717,1.537429381,5.062782745,2014
P1|tetto100|ind|T2,1,1.461704726,1,1.514036852,0.8703154414,1.936874442,0.3095549789,1.471311747,5.090061281,2014
P1|tetto100|ind|T3,1,1.479181055,1,1.505406794,0.870993633,2.023018257,0.3164662498,1.537443698,5.062769322,2014
P1|tetto100|nessuna|T1,1,4.931395558,1,3.338396122,0.8624464032,14.70072036,2.532957068,2.40484174,7.149218684,2014
P1|tetto100|nessuna|T2,1,2.722063116,1,1.416605565,0.9102733133,6.7576843,1.615556172,5.151030683,5.067108823,2014
P1|tetto100|nessuna|T3,1,2.723313109,1,1.416605565,0.9102733133,6.757684297,1.615556171,5.151030684,5.092108702,2014
P1|tetto110|agg+ind|T1,1,1.444630777,1,1.474954607,1.149017258,1.183602463,0.2412981272,3.190794545,4.740983707,2014
P1|tetto110|agg+ind|T2,1,1.39426663,1,1.370719816,1.194441472,1.073869155,0.2413168444,3.115958398,4.600296164,2014
P1|tetto110|agg+ind|T3,1,1.444568594,1,1.474949305,1.149030244,1.183314944,0.2412824603,3.190683264,4.740986625,2014
P1|tetto110|agg|T1,1,1.67629028,1,1.229734586,1.604375253,1.705958888,0.2152602769,6.027542734,3.23924773,2014
P1|tetto110|agg|T2,1,1.484000112,1,1.280615425,1.561105117,0.8417818624,0.1352329383,5.939084185,3.053001487,2014
P1|tetto110|agg|T3,1,1.501218439,1,1.290375498,1.560948238,0.8410558333,0.1349658261,5.938863478,3.3434079,2014
P1|tetto110|ind|T1,1,1.826996443,1,1.202587476,1.25755231,3.326522462,0.4261732563,4.011986678,3.608667109,2014
P1|tetto110|ind|T2,1,1.727170476,1,1.17253957,1.235109966,2.984693392,0.3968974409,3.740098684,3.624845179,2014
P1|tetto110|ind|T3,1,1.732331535,1,1.173619356,1.235357822,2.999720032,0.3982050487,3.764648848,3.632828554,2014
P1|tetto110|nessuna|T1,1,4.005371271,1,1.614275214,1.645032772,11.6107123,2.367560833,4.630332346,4.743274304,2014
P1|tetto110|nessuna|T2,1,2.971576761,1,1.539994714,1.054361906,7.711035088,1.618022851,4.588399849,5.196809605,2014
P1|tetto110|nessuna|T3,1,2.960620263,1,1.539202194,1.057122121,7.671273593,1.615480742,4.551591344,5.166812168,2014
P2|inv1.0|m0.0|S0.0|T1,1,1.082987454,1,0.9710977107,0.9191494849,0.7296336915,0.1479516133,3.834737826,3.269090093,2014
P2|inv1.0|m0.0|S0.0|T3,1,1.062425418,1,0.9679125007,0.9156300249,0.7296336915,0.1479516133,3.716585535,3.01622968,2014
P2|inv1.0|m1.0|S1.0|T1,1,0.8047045279,1,0.9399696865,0.9180584797,0.7296336916,0.1479516133,1.061147025,0.6703365428,2014
P2|inv1.0|m1.0|S1.0|T3,1,0.8047971201,1,0.9412777081,0.9170590989,0.7296336915,0.1479516133,1.061147025,0.6703365428,2014
P2|lx0.5|li0.1|T1,1,0.9367232868,1,0.9457362628,0.8928523643,0.7672190428,0.1642767756,1.351687068,2.953817182,2014
P2|lx0.5|li0.1|T3,1,0.9367232867,1,0.9457362628,0.8928523643,0.7672190425,0.1642767754,1.351687068,2.953817182,2014
P2|lx0.5|li0.5|T1,1,1.003444287,1,0.9578657909,0.8976553579,0.8049190232,0.1502028099,1.843329696,3.572347446,2014
P2|lx0.5|li0.5|T3,1,1.000880409,1,0.9578657909,0.8976553579,0.8049190232,0.1502028099,1.843329696,3.521069875,2014
P2|lx2.0|li0.1|T1,1,1.099495157,1,0.9098541297,0.9422373221,1,0.1852914816,2.723410112,3.783361354,2014
P2|lx2.0|li0.1|T3,1,1.099495157,1,0.9098541297,0.9422373221,1,0.1852914816,2.723410112,3.783361354,2014
P2|lx2.0|li0.5|T1,1,0.9661850432,1,0.9171017527,0.9352123081,0.5204747538,0.1392636518,2.349869942,3.499520239,2014
P2|lx2.0|li0.5|T3,1,0.9288628333,1,0.9171017527,0.9352123081,0.5204747538,0.1392636518,2.349869942,2.753076041,2014
P2|uniformi|li0.5|T1,1,0.945758634,1,0.9809093817,0.7897218172,0.7968397145,0.1495081883,1.304282816,3.500727437,2014
P3|q25,1,1.991226819,1,1.695925369,2.158709046,1.701176074,0.2148490727,6.683610048,2.778717406,2014
P3|q75,1,1.84068682,1,1.544248098,2.317036665,0.9051003735,0.1464061639,6.571954501,3.160859501,2014
condizionata|P1|E6|agg|T1,1,1.625955341,1,1.218563157,2.04259072,1.180617518,0.2754227341,4.721534179,2.957333834,2014
persistenza,1,1,1,1,1,1,1,1,1,2014
trend_mobile,1,0.7859176795,1,0.8271208809,0.7070115528,0.9463882468,0.3910022291,1.282089966,0.6639115759,2014
ultimo_tasso,1,0.7480062283,1,0.724354418,0.679619614,1.01719146,0.1556757629,1.535472174,0.6206908334,2014
P0,1,0.7077600916,1,0.6726327098,0.4238320022,1.087409196,0.184210076,1.525181575,1.33317505,2015
P1|E6|agg+ind|T1,1,1.997546463,1,1.322597133,2.114820968,1.587571602,0.2615229243,8.305100024,4.147988366,2015
P1|E6|agg+ind|T2,1,2.039391227,1,1.389630326,2.084988158,1.74926917,0.2029118264,7.667368204,4.869845095,2015
P1|E6|agg+ind|T3,1,2.01244744,1,1.322597133,2.114820968,1.587571603,0.2615229243,8.305100023,4.446007897,2015
P1|E6|agg|T1,1,2.203023196,1,1.740102869,2.272524561,2.129047682,0.2793575239,6.914450815,3.995342753,2015
P1|E6|agg|T2,1,2.010437075,1,1.72896264,1.819797826,1.783818198,0.1429297235,7.266301202,4.228745262,2015
P1|E6|agg|T3,1,2.034763295,1,1.72896264,1.819797826,1.783818198,0.1429297235,7.266301202,4.715269668,2015
P1|E6|ind|T1,1,2.504686293,1,1.468504918,2.010228782,4.08195725,0.4459047595,7.47040877,4.531276358,2015
P1|E6|ind|T2,1,2.380372381,1,1.465566737,1.915958289,3.694318259,0.3426553756,7.490459559,4.365254117,2015
P1|E6|ind|T3,1,2.421388251,1,1.451300855,2.09297083,3.659781393,0.3476726534,7.419661155,4.408002874,2015
P1|E6|nessuna|T1,1,4.182943602,1,1.78594238,2.622892677,9.99120735,2.138952285,7.487052773,5.476074956,2015
P1|E6|nessuna|T2,1,3.716352808,1,1.686749326,1.199751774,8.821732686,2.12999015,7.931638458,9.529500059,2015
P1|E6|nessuna|T3,1,3.716296234,1,1.686689601,1.199873656,8.821616475,2.129965679,7.931268392,9.528879494,2015
P1|largo|agg+ind|T1,1,2.108036402,1,1.507189792,2.322389482,1.57724128,0.2596290476,7.982904074,4.37212511,2015
P1|largo|agg+ind|T2,1,2.013467004,1,1.568665277,2.038545906,1.759556288,0.2055546796,7.037062691,4.139675777,2015
P1|largo|agg+ind|T3,1,2.082848542,1,1.506323944,2.301071788,1.577172142,0.2595775281,7.984170785,4.000582046,2015
P1|largo|agg|T1,1,2.267377724,1,1.948699257,2.18311487,2.129047682,0.2793575239,7.00203653,4.479727414,2015
P1|largo|agg|T2,1,2.032433524,1,1.823913322,1.946209351,1.789888917,0.1432152986,7.402357022,3.179591167,2015
P1|largo|agg|T3,1,2.053885662,1,1.823913322,1.946209351,1.789888917,0.1432152986,7.402357022,3.60863392,2015
P1|largo|ind|T1,1,2.514254351,1,1.696913275,1.913690181,4.133488801,0.4520190177,7.522255649,3.661217408,2015
P1|largo|ind|T2,1,2.486649206,1,1.774251959,1.867929296,3.722055185,0.3449213878,8.082028141,4.219804934,2015
P1|largo|ind|T3,1,2.489629959,1,1.778380093,1.865320455,3.787990331,0.356829784,8.025392889,4.039382112,2015
P1|largo|nessuna|T1,1,4.064173466,1,2.126360291,2.40537729,9.316492822,2.168874295,6.822765999,5.666557958,2015
P1|largo|nessuna|T2,1,3.827635813,1,1.7149896,1.276778188,9.05688945,2.147139506,8.504361607,9.575911109,2015
P1|largo|nessuna|T3,1,3.803381167,1,1.715321288,1.277381959,9.056201332,2.147069434,8.499940891,9.092518771,2015
P1|stretto|agg+ind|T1,1,1.76217394,1,1.247811558,1.620444506,1.651278216,0.2698882887,4.807672231,6.081380751,2015
P1|stretto|agg+ind|T2,1,1.831469653,1,1.162227898,1.982792847,1.678560724,0.1956711348,5.078347856,5.575335562,2015
P1|stretto|agg+ind|T3,1,1.74048479,1,1.247711206,1.620448884,1.650114244,0.2697996434,4.807768613,5.652910386,2015
P1|stretto|agg|T1,1,1.911197313,1,1.428129418,2.011693382,1.789888917,0.1432152986,4.747251234,5.391771962,2015
P1|stretto|agg|T2,1,1.830574498,1,1.414889446,2.019554185,1.648990121,0.1267429877,4.491547659,4.663834056,2015
P1|stretto|agg|T3,1,1.850876389,1,1.414889446,2.019554185,1.648990121,0.1267429877,4.491547659,5.069871878,2015
P1|stretto|ind|T1,1,2.21071637,1,1.16853656,1.651371107,3.658907018,0.3574412569,6.825204002,5.119166816,2015
P1|stretto|ind|T2,1,2.265644961,1,1.192595326,1.841730831,3.672665547,0.3387288225,6.966546428,4.772276008,2015
P1|stretto|ind|T3,1,2.157456556,1,1.185177627,1.659398189,3.536654525,0.3373567748,7.063477905,4.196866666,2015
P1|stretto|nessuna|T1,1,4.55304702,1,1.723972989,2.05940626,12.87308316,2.413278888,4.869554113,7.172220393,2015
P1|stretto|nessuna|T2,1,3.459209126,1,1.633140969,1.037714674,8.010116816,2.07050673,7.564840932,9.412727,2015
P1|stretto|nessuna|T3,1,3.445682367,1,1.633140969,1.037714674,8.010116816,2.07050673,7.564840932,9.142191821,2015
P1|tetto100|agg+ind|T1,1,1.618183865,1,1.661922405,0.8227732692,1.65646803,0.2614658188,2.798930637,7.507768858,2015
P1|tetto100|agg+ind|T2,1,1.53133319,1,1.659393639,0.8214196522,1.303670958,0.1681078812,2.669991098,7.52089337,2015
P1|tetto100|agg+ind|T3,1,1.620099176,1,1.658245783,0.823660375,1.664110848,0.2544441986,2.846066794,7.499147993,2015
P1|tetto100|agg|T1,1,1.839925506,1,2.059582616,0.7681816171,1.377702582,0.1121650498,5.723087097,8.373697191,2015
P1|tetto100|agg|T2,1,1.569453325,1,1.472554696,0.7877216543,1.350916048,0.166244354,6.045847386,6.045408118,2015
P1|tetto100|agg|T3,1,1.537133938,1,1.478516549,0.7875458242,1.351201148,0.1663371906,6.00804258,5.400782977,2015
P1|tetto100|ind|T1,1,2.008540615,1,1.561247761,0.8444384361,3.357544523,0.3798633834,4.397948903,7.148841369,2015
P1|tetto100|ind|T2,1,1.951766733,1,1.553552873,0.8462066614,3.12139987,0.2978526239,4.413470911,7.142001807,2015
P1|tetto100|ind|T3,1,2.009660383,1,1.533228483,0.851478349,3.377748825,0.3156979044,4.67453684,7.068038708,2015
P1|tetto100|nessuna|T1,1,5.379999822,1,3.287387803,0.7501806241,16.30209963,2.649888642,2.975494331,9.89091573,2015
P1|tetto100|nessuna|T2,1,3.368756328,1,1.633740054,0.8712485442,7.917374158,2.071753465,6.780757886,9.751433523,2015
P1|tetto100|nessuna|T3,1,3.37042354,1,1.634210747,0.8711912069,7.919742701,2.071927197,6.800037582,9.753196303,2015
P1|tetto110|agg+ind|T1,1,1.733198652,1,1.200187707,1.623835447,1.645374282,0.2689369952,5.160622621,5.439840384,2015
P1|tetto110|agg+ind|T2,1,1.859034467,1,1.22190222,1.966855662,1.701527765,0.1982118042,5.923555512,4.922051865,2015
P1|tetto110|agg+ind|T3,1,1.751403738,1,1.200535533,1.62381105,1.645688735,0.2689645335,5.158147417,5.803163834,2015
P1|tetto110|agg|T1,1,1.987080357,1,1.457369135,2.032630469,2.129047682,0.2793575239,4.675097605,5.051606142,2015
P1|tetto110|agg|T2,1,1.828363276,1,1.424632999,2.019729021,1.649332135,0.1266546902,4.389639343,4.660816138,2015
P1|tetto110|agg|T3,1,1.849108243,1,1.424632999,2.019729021,1.649332135,0.1266546902,4.389639343,5.075715483,2015
P1|tetto110|ind|T1,1,2.287282288,1,1.174117268,1.644620691,3.865530852,0.4274265577,6.841920218,5.67432127,2015
P1|tetto110|ind|T2,1,2.279603141,1,1.202472813,1.842646637,3.662457455,0.3388243073,7.074205486,4.919662189,2015
P1|tetto110|ind|T3,1,2.172925986,1,1.190891953,1.65959997,3.581000875,0.3401923569,7.138796005,4.212383957,2015
P1|tetto110|nessuna|T1,1,4.529906624,1,1.717280427,2.059605722,12.78100068,2.407492945,4.67204835,7.325778636,2015
P1|tetto110|nessuna|T2,1,3.585176047,1,1.628671278,1.032715804,8.756579262,2.128889106,7.126229434,9.324873758,2015
P1|tetto110|nessuna|T3,1,3.588955906,1,1.628671278,1.032715804,8.756579262,2.128889106,7.126229434,9.40047093,2015
P2|inv1.0|m0.0|S0.0|T1,1,1.337392944,1,0.9578532353,0.8215239387,1.056904952,0.1076975293,5.894407357,5.734173605,2015
P2|inv1.0|m0.0|S0.0|T3,1,1.355888246,1,0.9524436696,0.829325486,1.056790048,0.1076514055,5.760123029,6.224563954,2015
P2|inv1.0|m1.0|S1.0|T1,1,0.8968000536,1,0.9469991636,0.8328963216,1.050381385,0.1050788947,1.47028634,1.37465849,2015
P2|inv1.0|m1.0|S1.0|T3,1,0.8967329213,1,0.9471433585,0.8324832504,1.050437729,0.1051015118,1.47028634,1.37465849,2015
P2|lx0.5|li0.1|T1,1,1.50040766,1,0.9804051975,0.8096996708,2.157198222,0.2445202681,5.908664063,4.241026507,2015
P2|lx0.5|li0.1|T3,1,1.552928571,1,0.9804051975,0.8096996708,2.157198222,0.2445202681,5.908664063,5.291444715,2015
P2|lx0.5|li0.5|T1,1,1.272762855,1,0.979030648,0.8139840464,1.419349952,0.1889377065,4.223204262,4.418689439,2015
P2|lx0.5|li0.5|T3,1,1.336732281,1,0.979030648,0.8139840464,1.419349953,0.1889377065,4.223204264,5.698077956,2015
P2|lx2.0|li0.1|T1,1,1.469199178,1,0.9505190653,0.8371026621,1.836513743,0.2203629101,5.630911725,5.240560674,2015
P2|lx2.0|li0.1|T3,1,1.499869616,1,0.9505190653,0.8371026621,1.836513743,0.2203629101,5.630911725,5.853969432,2015
P2|lx2.0|li0.5|T1,1,1.454199486,1,0.9576252612,0.8629598985,1.921453739,0.2267614919,4.462519868,5.558620957,2015
P2|lx2.0|li0.5|T3,1,1.468894226,1,0.957625261,0.8629598994,1.921453722,0.2267614907,4.462519878,5.852515799,2015
P2|uniformi|li0.5|T1,1,1.164175842,1,0.8618398796,0.5225046881,1.560559908,0.1995751388,3.60787478,4.728184738,2015
P3|q25,1,2.064836476,1,1.791128554,1.967218288,2.129047682,0.2793575239,5.999912443,3.671830246,2015
P3|q75,1,2.354852228,1,1.715569165,2.574912367,2.121195493,0.2647457139,8.476182594,3.863699374,2015
condizionata|P1|E6|agg|T1,1,2.07397782,1,1.650103655,2.329342121,1.757032225,0.2513333719,4.681461428,5.390624669,2015
persistenza,1,1,1,1,1,1,1,1,1,2015
trend_mobile,1,0.8411713198,1,0.7546120452,0.4180610383,1.671196337,0.3015854211,1.235318659,1.264113046,2015
ultimo_tasso,1,0.7310466185,1,0.5878300782,0.5155244599,1.091355322,0.184210076,1.773727916,1.493235784,2015
P0,1,0.6238005137,1,0.7981110808,0.4962856481,0.6525217829,0.139082024,1.13945736,0.6819213601,2016
P1|E6|agg+ind|T1,1,1.767684194,1,1.389534777,2.076455354,0.8920757516,0.1098861125,6.051583941,4.718083931,2016
