caso,h,S,alfa_coperto,r_produzione,r_consumo,r_investimento_tipo,r_stock_tipo,r_importazioni,r_scorte,origine
P1|tetto110|agg+ind|T3,1,1.742723619,1,1.389819616,0.902677091,1.911058702,3.254506996,1.585215398,5.361027949,2010
P1|tetto110|agg|T1,1,2.048933883,1,1.548605168,1.017564392,2.707708803,4.159455292,1.944457036,4.487457479,2010
P1|tetto110|agg|T2,1,1.254586838,1,1.326324216,1.342140244,0.588176617,0.3210436341,1.554440143,4.531716118,2010
P1|tetto110|agg|T3,1,2.060632821,1,1.548605168,1.017564392,2.707708803,4.159455292,1.944457036,4.721436223,2010
P1|tetto110|ind|T1,1,2.119588244,1,1.46150968,0.9662633217,2.777538372,5.330423974,1.368747225,4.685378201,2010
P1|tetto110|ind|T2,1,1.332873371,1,1.185658489,1.021737248,1.063702568,0.6050221611,2.951504063,4.996734331,2010
P1|tetto110|ind|T3,1,2.191119322,1,1.429758641,0.9672392015,2.894640449,5.440510182,1.526583794,5.454233432,2010
P1|tetto110|nessuna|T1,1,3.682088752,1,1.832527904,1.097030746,6.72722029,10.30783249,2.621052501,5.918824507,2010
P1|tetto110|nessuna|T2,1,3.578103585,1,1.816261531,1.085802721,6.354821772,10.22871264,2.493146498,5.779827309,2010
P1|tetto110|nessuna|T3,1,3.674931005,1,1.832527904,1.097030746,6.72722029,10.30783249,2.621052501,5.775669549,2010
P2|inv1.0|m0.0|S0.0|T1,1,1.770144341,1,1.214271932,0.9853848422,2.019885816,3.59171315,1.675215016,5.266761584,2010
P2|inv1.0|m0.0|S0.0|T3,1,1.760207033,1,1.21448903,0.985538881,2.019851086,3.591612058,1.687840991,5.053503738,2010
P2|inv1.0|m1.0|S1.0|T1,1,1.51658519,1,1.227298777,0.9881398921,2.019256953,3.589882679,0.7218011757,1.060477442,2010
P2|inv1.0|m1.0|S1.0|T3,1,1.5164446,1,1.229165699,0.9874563145,2.018247649,3.586944835,0.7218022152,1.060477442,2010
P2|lx0.5|li0.1|T1,1,2.085721232,1,1.284359383,1.018398953,2.707403484,5.11852832,1.585877172,5.24532687,2010
P2|lx0.5|li0.1|T3,1,2.058247198,1,1.293623788,1.008861608,2.682675503,5.05636453,1.657071097,4.849529423,2010
P2|lx0.5|li0.5|T1,1,1.804489651,1,1.296231196,0.9989703915,2.147016709,3.72523133,1.676915059,4.603138947,2010
P2|lx0.5|li0.5|T3,1,1.844528611,1,1.295484116,0.9989080168,2.146571414,3.72393518,1.617954065,5.472109343,2010
P2|lx2.0|li0.1|T1,1,2.118579966,1,1.084022001,0.9396749893,2.990038195,5.702566953,1.408816015,5.455314685,2010
P2|lx2.0|li0.1|T3,1,2.110529648,1,1.084022001,0.9396749893,2.990038195,5.702566953,1.408816015,5.294308318,2010
P2|lx2.0|li0.5|T1,1,1.78298474,1,1.166942881,0.9746831563,2.111628504,3.622224686,1.557364052,5.561611143,2010
P2|lx2.0|li0.5|T3,1,1.763126712,1,1.166965018,0.9741413521,2.111694508,3.622416807,1.715245128,5.009039248,2010
P2|uniformi|li0.5|T1,1,10.2267597,1,5.307843741,24.43161744,2.396857067,4.452457156,2.271966255,5.334118086,2010
P3|q25,1,2.152075315,1,1.612627974,1.031488299,2.7036317,4.147587812,2.358821954,5.708284278,2010
P3|q75,1,2.224278899,1,1.685683611,1.371046972,2.698847812,4.133663054,2.669727034,4.412750104,2010
condizionata|P1|E6|agg|T1,1,1.2919896,1,1.24480749,1.320339222,0.6056369201,0.3718664213,3.275465649,4.007165554,2010
persistenza,1,1,1,1,1,1,1,1,1,2010
trend_mobile,1,1.352782093,1,1.322022934,1.122472631,1.50478256,1.954327393,1.052278767,1.408604679,2010
ultimo_tasso,1,0.8763089027,1,0.9546863062,0.864810829,0.8135073472,0.4095035344,1.646855332,0.8893034529,2010
P0,1,0.742473944,1,0.7320779412,1.069614809,0.4785329309,0.4183250729,0.6327664609,0.655774047,2011
P1|E6|agg+ind|T1,1,1.468037983,1,1.215013146,1.297006896,1.461540122,1.492967556,2.286365044,3.170178772,2011
P1|E6|agg+ind|T2,1,1.706024689,1,1.482032893,2.391877476,0.8214527728,0.4617426374,2.611202351,4.056532843,2011
P1|E6|agg+ind|T3,1,1.279417728,1,1.057506594,1.050938504,1.171625167,1.414988104,1.57840909,3.842798013,2011
P1|E6|agg|T1,1,1.957819011,1,1.550552456,2.084191296,1.840463086,1.676462204,2.703689448,3.929451499,2011
P1|E6|agg|T2,1,1.641319098,1,1.592580712,2.209426981,0.74441522,0.2696012136,2.677794731,3.819677772,2011
P1|E6|agg|T3,1,1.587188049,1,1.396508282,1.57869464,1.274292904,1.503250032,2.492199959,3.296671806,2011
P1|E6|ind|T1,1,1.501424369,1,1.307273993,1.296366044,1.371385883,1.860581209,2.098199377,3.101741839,2011
P1|E6|ind|T2,1,1.646968479,1,1.394352409,2.068429645,1.129252292,0.6086257693,3.111884884,3.316531662,2011
P1|E6|ind|T3,1,1.332064782,1,1.056856111,0.9366545103,1.478890364,1.554386368,1.73852323,3.9173745,2011
P1|E6|nessuna|T1,1,2.995596502,1,1.802323211,2.963146425,4.087452803,4.351176469,2.866650677,3.400297387,2011
P1|E6|nessuna|T2,1,2.563773853,1,1.539617986,1.667493049,4.121714171,4.366947039,2.70103838,4.111021702,2011
P1|E6|nessuna|T3,1,2.673825138,1,1.629110597,1.793788552,4.403164697,4.584127716,2.830310649,3.327883006,2011
P1|largo|agg+ind|T1,1,1.571282234,1,1.259939225,1.35484254,1.784626739,1.592189575,2.151131997,3.262935993,2011
P1|largo|agg+ind|T2,1,1.507866104,1,1.340263937,1.886861978,0.8023801992,0.4582522116,2.989947656,3.678593704,2011
P1|largo|agg+ind|T3,1,1.261786496,1,1.042473619,1.06595239,1.170765694,1.415186778,1.698102402,3.373635125,2011
P1|largo|agg|T1,1,1.954225097,1,1.538918695,2.052421312,1.840463086,1.676462204,3.0373209,3.784364248,2011
P1|largo|agg|T2,1,1.550858771,1,1.54715225,1.895278326,0.74441522,0.2696012136,2.887174461,3.958554186,2011
P1|largo|agg|T3,1,1.790707935,1,1.486958108,1.760385218,1.840463086,1.676462204,2.630217431,2.985104562,2011
P1|largo|ind|T1,1,1.661428101,1,1.378118001,1.383608877,1.777926601,1.984926416,1.877941749,3.698699769,2011
P1|largo|ind|T2,1,1.540922308,1,1.302929423,1.678333989,1.156555386,0.6159268839,3.013094574,4.059695791,2011
P1|largo|ind|T3,1,1.305382039,1,1.055719125,0.9364658122,1.456023189,1.524678042,1.738771966,3.542310359,2011
P1|largo|nessuna|T1,1,2.954418082,1,1.912455437,2.645854225,3.995791493,4.34449103,3.523841127,3.542514506,2011
P1|largo|nessuna|T2,1,2.495453298,1,1.58692619,1.673539927,3.77040642,4.238461418,2.827582959,3.96013778,2011
P1|largo|nessuna|T3,1,2.548102641,1,1.592686173,1.649843811,4.034035643,4.298761971,2.909268316,3.86393808,2011
P1|stretto|agg+ind|T1,1,1.348705726,1,1.057960448,1.247717038,1.238390446,1.427223485,2.08869671,3.243344134,2011
P1|stretto|agg+ind|T2,1,1.530353705,1,1.25181467,2.158541539,0.7830251823,0.448980595,1.825505695,4.28936923,2011
P1|stretto|agg+ind|T3,1,1.276886725,1,1.048076754,1.057362758,1.168299663,1.414679651,2.024512426,3.378027049,2011
P1|stretto|agg|T1,1,1.873534913,1,1.31043585,2.131936456,1.840463086,1.676462204,1.919365483,4.182322182,2011
P1|stretto|agg|T2,1,1.349582973,1,1.295918653,1.746548379,0.4753003549,0.2351803254,2.09495868,4.270336521,2011
P1|stretto|agg|T3,1,1.528073359,1,1.231380973,1.526818469,1.223741294,1.429735831,2.062006425,4.195827269,2011
P1|stretto|ind|T1,1,1.528264425,1,1.215077155,1.240737972,1.470305679,1.953594106,2.4473862,3.594600608,2011
P1|stretto|ind|T2,1,1.641242073,1,1.293542711,2.086850957,1.135520105,0.6126461608,2.512995824,4.262110897,2011
P1|stretto|ind|T3,1,1.380088046,1,1.128400116,0.9965590146,1.481401078,1.556326342,2.004752087,3.808997049,2011
P1|stretto|nessuna|T1,1,3.041660836,1,1.533158173,2.394737243,5.326025456,4.870013188,2.46597955,3.755736473,2011
P1|stretto|nessuna|T2,1,2.413453423,1,1.311915933,1.398585349,4.220824178,4.57273465,2.553975006,3.423319754,2011
P1|stretto|nessuna|T3,1,2.364535034,1,1.316641384,1.416174176,3.905229359,4.464875221,2.468199367,3.874940078,2011
P1|tetto100|agg+ind|T1,1,1.334842423,1,1.331369536,0.9129196794,1.130741356,1.425644191,1.359472695,4.497386659,2011
P1|tetto100|agg+ind|T2,1,1.267406753,1,1.728635157,0.8542588383,0.6928866984,0.4167491266,0.775138742,5.4705873,2011
P1|tetto100|agg+ind|T3,1,1.3071229,1,1.308211187,0.9141427918,1.141855346,1.426626145,1.395598235,3.992062221,2011
P1|tetto100|agg|T1,1,1.688554815,1,1.864904407,0.8790932168,1.840463086,1.676462204,1.060262104,5.532071697,2011
P1|tetto100|agg|T2,1,1.203548564,1,1.740309628,0.8877088725,0.475300355,0.2351803255,1.503274764,4.428023439,2011
P1|tetto100|agg|T3,1,1.259321106,1,1.264867427,0.9230165935,0.9015314976,1.31810214,1.726386969,4.090400752,2011
P1|tetto100|ind|T1,1,1.294329303,1,1.060304928,0.9290804207,1.284700842,1.375986427,1.998146185,4.06135156,2011
P1|tetto100|ind|T2,1,1.265923475,1,1.541493018,0.8625725336,0.9201828156,0.554584865,0.9130502889,5.191124908,2011
P1|tetto100|ind|T3,1,1.315429339,1,1.064211508,0.9360248929,1.411745489,1.374477545,1.760478013,4.150753325,2011
P1|tetto100|nessuna|T1,1,3.988080727,1,3.280590982,0.8406058816,8.436952682,5.842202832,2.307467119,7.294749854,2011
P1|tetto100|nessuna|T2,1,2.041029945,1,1.077876728,0.9440245031,3.710771222,4.112842725,2.0428583,3.57756287,2011
P1|tetto100|nessuna|T3,1,2.034309206,1,1.078551552,0.9446341775,3.634151063,4.233591497,1.853977383,3.689305105,2011
P1|tetto110|agg+ind|T1,1,1.374572311,1,1.040325813,1.328448328,1.238237472,1.426899548,2.106336189,3.365716213,2011
P1|tetto110|agg+ind|T2,1,1.507018415,1,1.252138346,2.157837225,0.7827670239,0.4488760197,1.82578779,3.825906953,2011
P1|tetto110|agg+ind|T3,1,1.280175609,1,1.049719437,1.07153187,1.168870441,1.414704483,2.044711119,3.326402499,2011
P1|tetto110|agg|T1,1,1.873534913,1,1.31043585,2.131936456,1.840463086,1.676462204,1.919365483,4.182322182,2011
P1|tetto110|agg|T2,1,1.252648923,1,1.291310265,1.730010339,0.475300355,0.2351803255,2.120303634,2.43318913,2011
P1|tetto110|agg|T3,1,1.476693762,1,1.2321545,1.526460294,1.227593426,1.435337757,2.063283816,3.137853443,2011
P1|tetto110|ind|T1,1,1.511150191,1,1.214808829,1.234609199,1.46802419,1.952938544,2.44308044,3.30544137,2011
P1|tetto110|ind|T2,1,1.641242073,1,1.293542711,2.086850957,1.135520105,0.6126461608,2.512995824,4.262110897,2011
P1|tetto110|ind|T3,1,1.353504537,1,1.127599744,0.9965025373,1.473655749,1.549555679,1.987298439,3.344444252,2011
P1|tetto110|nessuna|T1,1,3.169138088,1,1.595626751,2.403877526,5.720885316,4.960538635,2.566161226,4.014956333,2011
P1|tetto110|nessuna|T2,1,2.444088732,1,1.333779578,1.447283078,4.214857778,4.570534336,2.560013147,3.634885772,2011
P1|tetto110|nessuna|T3,1,2.359127903,1,1.316641384,1.416174176,3.905229359,4.464875221,2.468199367,3.766797451,2011
P2|inv1.0|m0.0|S0.0|T1,1,1.247170004,1,0.8540627575,0.943940169,1.33410354,1.628060975,1.914948559,3.647897859,2011
P2|inv1.0|m0.0|S0.0|T3,1,1.248889525,1,0.8520226093,0.9440689451,1.334012041,1.627867219,1.965117694,3.644340874,2011
P2|inv1.0|m1.0|S1.0|T1,1,1.047017328,1,0.8302798028,0.9370585006,1.35486816,1.672031846,0.7625884899,0.8101919094,2011
P2|inv1.0|m1.0|S1.0|T3,1,1.046533484,1,0.8287484754,0.9369768831,1.354868258,1.672032054,0.76258849,0.8101919094,2011
P2|lx0.5|li0.1|T1,1,1.211805675,1,0.8330932346,0.9371467528,1.497706544,1.752470199,1.067232637,3.051674366,2011
P2|lx0.5|li0.1|T3,1,1.209946252,1,0.8365445452,0.9365796501,1.420828046,1.612035405,1.162158101,3.490638769,2011
P2|lx0.5|li0.5|T1,1,1.234170625,1,0.8534556953,0.9409804738,1.429783146,1.6309986,1.415006551,3.52065915,2011
P2|lx0.5|li0.5|T3,1,1.182114464,1,0.8740088204,0.938904543,1.427432251,1.626020377,1.040754628,2.76228471,2011
P2|lx2.0|li0.1|T1,1,1.329186129,1,0.652732661,0.9272390721,1.938431128,2.393389762,1.524989084,3.038399054,2011
P2|lx2.0|li0.1|T3,1,1.369578703,1,0.6527276131,0.9280495549,1.938388007,2.393327053,1.721935074,3.644769839,2011
P2|lx2.0|li0.5|T1,1,1.242100576,1,0.7917749627,0.9523404853,1.442618993,1.658179612,2.04217641,3.248307229,2011
P2|lx2.0|li0.5|T3,1,1.239161109,1,0.7915665422,0.9530346192,1.442775179,1.658510348,1.961461791,3.266032002,2011
P2|uniformi|li0.5|T1,1,2.245412016,1,1.394891717,3.708374081,1.463995537,1.703446286,1.640807558,3.384963254,2011
P3|q25,1,1.835830731,1,1.553233029,1.606428489,1.840463086,1.676462204,2.727277153,4.316591614,2011
P3|q75,1,2.232575102,1,1.390431177,3.250634724,1.840463086,1.676462204,2.537628184,3.552701699,2011
condizionata|P1|E6|agg|T1,1,1.58536193,1,1.471254381,2.050252917,0.6315470915,0.2489454889,2.787300052,4.766815416,2011
persistenza,1,1,1,1,1,1,1,1,1,2011
trend_mobile,1,1.081292629,1,1.207595044,1.15583642,1.204738569,0.3786023653,0.8081685071,1.060936273,2011
ultimo_tasso,1,0.6720841496,1,0.8568119407,0.7403493402,0.436118957,0.4183250729,0.6803938038,0.5971955301,2011
P0,1,0.671791661,1,0.6525827515,0.8142693595,0.4382712606,0.3485194337,1.493717225,0.6908794183,2012
P1|E6|agg+ind|T1,1,1.186991413,1,0.84873564,0.8564945789,1.770295902,0.4502692616,2.224618013,3.302106796,2012
P1|E6|agg+ind|T2,1,1.155043165,1,1.113442437,1.00681914,0.7611449135,0.2739976604,2.857255724,3.929463136,2012
P1|E6|agg+ind|T3,1,1.003150667,1,0.8331838417,0.8581599685,0.9055109154,0.340838381,1.709803375,3.901426679,2012
P1|E6|agg|T1,1,1.823845042,1,1.548362619,2.275268905,1.753515898,0.4346222913,2.468577216,3.183226302,2012
P1|E6|agg|T2,1,1.499217605,1,1.308631533,1.514815521,1.637928694,0.3672048021,2.737495232,3.020050167,2012
P1|E6|agg|T3,1,1.522855399,1,1.291840181,1.422250192,1.753515898,0.4346222913,2.812359927,3.476897628,2012
P1|E6|ind|T1,1,1.883133327,1,1.224285421,1.361230604,3.163791455,0.8326973533,3.313581825,4.515428044,2012
P1|E6|ind|T2,1,1.268680476,1,1.151655895,1.087554207,1.080742515,0.3430006377,2.730064674,4.19931291,2012
P1|E6|ind|T3,1,1.144508609,1,0.8403933377,0.861874132,1.601951774,0.6480054106,1.612493907,3.360255536,2012
P1|E6|nessuna|T1,1,3.311033017,1,1.527103469,2.707348928,7.242686623,2.436527279,3.757338464,3.212806446,2012
P1|E6|nessuna|T2,1,2.725430134,1,1.479285605,1.586230684,5.868894053,2.19677383,4.184689716,4.061691362,2012
P1|E6|nessuna|T3,1,2.762073833,1,1.471698208,1.615125902,6.041003412,2.245545615,4.210034129,3.855392991,2012
P1|largo|agg+ind|T1,1,1.211312296,1,0.8430284319,0.8565767808,1.770326744,0.450298021,2.205741168,3.840970463,2012
P1|largo|agg+ind|T2,1,1.142242377,1,1.113846607,1.033916159,0.7611449135,0.2739976604,2.590037189,3.775658781,2012
P1|largo|agg+ind|T3,1,1.003641616,1,0.832983884,0.8581630591,0.9054968081,0.3408252263,1.722718928,3.899594054,2012
P1|largo|agg|T1,1,1.832582932,1,1.570254524,2.142573804,1.753515898,0.4346222913,2.721190027,3.77019047,2012
P1|largo|agg|T2,1,1.620836039,1,1.409702898,1.737103743,1.637928694,0.3672048021,3.015649393,3.23410717,2012
P1|largo|agg|T3,1,1.590053916,1,1.368708671,1.620357415,1.753515898,0.4346222913,2.586923006,3.396450617,2012
P1|largo|ind|T1,1,1.970426041,1,1.235770497,1.458504681,3.569248459,0.8896973639,2.870385986,4.316095216,2012
P1|largo|ind|T2,1,1.263994441,1,1.169409868,1.134124845,1.066328426,0.3411702403,2.486516949,4.024509413,2012
P1|largo|ind|T3,1,1.136820315,1,0.8384609276,0.8616588946,1.514074844,0.636102611,1.640977336,3.566205428,2012
P1|largo|nessuna|T1,1,3.230698381,1,1.502161285,2.496375888,6.861391467,2.412602269,4.437703802,3.914270373,2012
P1|largo|nessuna|T2,1,2.77248479,1,1.408454447,1.599949955,6.372929204,2.239917557,3.736201136,3.691516315,2012
P1|largo|nessuna|T3,1,2.748464772,1,1.478991068,1.605910086,6.320625464,2.246833615,4.117421545,2.566297879,2012
P1|stretto|agg+ind|T1,1,1.221204626,1,0.848410512,0.8564921883,1.770306028,0.4502787041,2.218783723,3.994111073,2012
P1|stretto|agg+ind|T2,1,1.190696109,1,1.148081654,1.009327468,0.7611449135,0.2739976604,3.408846862,3.868045605,2012
P1|stretto|agg+ind|T3,1,0.9537787633,1,0.833455027,0.8581163038,0.9055035517,0.3408315145,1.716174308,2.906295737,2012
P1|stretto|agg|T1,1,1.832525871,1,1.252774502,2.633382407,1.753515898,0.4346222913,1.233215334,4.217052466,2012
P1|stretto|agg|T2,1,1.281885452,1,1.149852331,1.254676712,1.27041742,0.2897179609,2.421729596,3.127699578,2012
P1|stretto|agg|T3,1,1.332817936,1,1.078929098,1.115618967,1.753515898,0.4346222913,2.405813727,3.199948434,2012
P1|stretto|ind|T1,1,1.554723295,1,1.014196575,1.091656806,2.600499794,0.7504658667,2.799465439,3.756949271,2012
P1|stretto|ind|T2,1,1.167919187,1,1.034487093,0.9738847042,1.084806258,0.3436776774,2.22850604,4.05306652,2012
P1|stretto|ind|T3,1,1.128219275,1,0.8308846965,0.8614573604,1.529988764,0.6379529199,1.596027529,3.41844474,2012
P1|stretto|nessuna|T1,1,3.656022008,1,1.629783118,2.914540993,8.430270187,2.80808026,2.901980559,3.615273668,2012
P1|stretto|nessuna|T2,1,2.235563372,1,1.299008131,1.152233314,4.704894121,1.994247102,3.662149873,3.533598216,2012
P1|stretto|nessuna|T3,1,2.272506099,1,1.32087801,1.153096377,4.715339687,2.018840215,3.903750288,3.803486195,2012
P1|tetto100|agg+ind|T1,1,1.175337517,1,0.8448169939,0.856296293,1.770341462,0.4503117454,2.194498332,3.123582938,2012
P1|tetto100|agg+ind|T2,1,1.02563019,1,1.014775189,0.8428289932,0.7611449135,0.2739976604,2.61992795,3.154475773,2012
P1|tetto100|agg+ind|T3,1,0.9799476656,1,0.8321318813,0.8582614246,0.9055649778,0.340888793,1.673304273,3.479251706,2012
P1|tetto100|agg|T1,1,1.877209236,1,2.535803219,0.7800747205,1.753515896,0.4346222891,4.145848636,5.619760285,2012
P1|tetto100|agg|T2,1,0.9172182909,1,0.9329778701,0.8521758178,0.5279965806,0.2079039339,1.924208792,3.181440709,2012
P1|tetto100|agg|T3,1,1.023726283,1,0.9252822706,0.8560880442,0.9647753895,0.3216577538,1.623276924,3.660609784,2012
P1|tetto100|ind|T1,1,1.212280126,1,0.8399923518,0.858574051,1.823367563,0.6371871838,2.113541485,3.372817998,2012
P1|tetto100|ind|T2,1,1.030874555,1,0.8962944389,0.8424141094,1.132663009,0.3507073476,1.682377586,3.27079549,2012
P1|tetto100|ind|T3,1,1.150728748,1,0.840492707,0.8618141759,1.589236433,0.6464202445,1.595159414,3.555788029,2012
P1|tetto100|nessuna|T1,1,5.227375466,1,4.507681749,0.7643698507,13.37883542,3.670479847,3.764975553,8.293922769,2012
P1|tetto100|nessuna|T2,1,1.863033274,1,1.150541576,0.8709061801,3.776975198,1.858435854,3.468305304,2.838901133,2012
P1|tetto100|nessuna|T3,1,1.918499268,1,1.178055478,0.8716120047,3.828562015,1.787670157,3.632070553,3.550321536,2012
P1|tetto110|agg+ind|T1,1,1.257594475,1,0.8859642835,0.9173273482,1.769734717,0.4497459691,2.164079039,4.189629857,2012
P1|tetto110|agg+ind|T2,1,1.152225835,1,1.146505838,1.005654302,0.7611449135,0.2739976604,3.408916138,3.130064755,2012
P1|tetto110|agg+ind|T3,1,1.001600878,1,0.8326293528,0.8581904592,0.9055475446,0.340872537,1.68460148,3.898561957,2012
P1|tetto110|agg|T1,1,1.812154596,1,1.27087274,2.583966966,1.753515898,0.4346222913,1.32737852,3.903366984,2012
P1|tetto110|agg|T2,1,1.394089685,1,1.183908537,1.546971444,1.361714611,0.3027936744,2.085132093,3.35893592,2012
P1|tetto110|agg|T3,1,1.306423456,1,1.069206104,1.101807159,1.753515898,0.4346222913,2.444600575,2.774480791,2012
P1|tetto110|ind|T1,1,1.485103373,1,1.025108936,1.092206906,2.534181727,0.7420554004,2.844880053,2.532454644,2012
P1|tetto110|ind|T2,1,1.274324303,1,1.129432231,1.05356744,1.101594993,0.3461389709,3.168470223,4.121359898,2012
P1|tetto110|ind|T3,1,1.173082409,1,0.8424265538,0.8620177882,1.646383013,0.6540292432,1.6233142,3.71807739,2012
P1|tetto110|nessuna|T1,1,3.644758832,1,1.642383869,2.923035481,8.339657004,2.795017523,2.925023799,3.628973687,2012
P1|tetto110|nessuna|T2,1,2.474505793,1,1.391222212,1.417740452,5.148308867,2.088498801,3.685054297,4.181052503,2012
P1|tetto110|nessuna|T3,1,2.431054801,1,1.424132651,1.421737179,5.080307548,2.052878912,3.8919751,3.226913927,2012
P2|inv1.0|m0.0|S0.0|T1,1,0.8035956507,1,0.6541660467,0.8595156582,0.4382695477,0.1039579193,1.555013857,3.473814899,2012
P2|inv1.0|m0.0|S0.0|T3,1,0.7858344612,1,0.6521942591,0.860514717,0.4382695477,0.1039579193,1.4241008,3.255340539,2012
P2|inv1.0|m1.0|S1.0|T1,1,0.6471469596,1,0.6692392855,0.8551203749,0.4382695477,0.1039579193,1.157608799,0.6781784015,2012
P2|inv1.0|m1.0|S1.0|T3,1,0.6468555385,1,0.6681956502,0.8551926006,0.4382695478,0.1039579193,1.157608834,0.6781784015,2012
P2|lx0.5|li0.1|T1,1,1.01152065,1,0.7076225419,0.8545700057,1.150581504,0.4022190134,1.924571165,3.525922503,2012
P2|lx0.5|li0.1|T3,1,0.9929955107,1,0.7186342736,0.8540683878,1.13194862,0.3869035264,1.688576843,3.433515871,2012
P2|lx0.5|li0.5|T1,1,1.012064826,1,0.7101122445,0.8544234985,1.144815503,0.3989016012,1.95916084,3.517856011,2012
P2|lx0.5|li0.5|T3,1,0.9856510709,1,0.7276542705,0.8535116011,1.141564439,0.395870059,1.666964491,3.201063821,2012
P2|lx2.0|li0.1|T1,1,0.9954540054,1,0.6719224398,0.8943366202,1.186650247,0.4303349326,1.635047135,3.26920776,2012
P2|lx2.0|li0.1|T3,1,0.9860137899,1,0.6723352702,0.8945666981,1.124554636,0.3800088053,1.723699224,3.336928609,2012
P2|lx2.0|li0.5|T1,1,1.01456677,1,0.6746660551,0.9175912175,1.137182903,0.3917843759,1.739721045,3.665770357,2012
P2|lx2.0|li0.5|T3,1,0.9818431019,1,0.6753288131,0.914795241,1.136129351,0.3908019628,1.734924228,3.035072156,2012
P2|uniformi|li0.5|T1,1,1.962873063,1,1.210123632,3.442958322,1.17894526,0.4307268207,2.243732294,3.51800257,2012
P3|q25,1,1.671712816,1,1.547187826,1.529083918,1.753515898,0.4346222913,2.897081113,4.196236562,2012
P3|q75,1,2.288684135,1,1.319364162,3.802260258,1.753515898,0.4346222913,3.881805314,3.278822688,2012
condizionata|P1|E6|agg|T1,1,1.769251762,1,1.140969421,2.938497172,0.7729890421,0.2576296998,4.219972698,3.081047428,2012
persistenza,1,1,1,1,1,1,1,1,1,2012
trend_mobile,1,0.737119749,1,0.8491888266,0.6828320645,0.4993390414,0.6326955282,1.484876906,0.8026455054,2012
ultimo_tasso,1,0.8337089145,1,0.8283426125,1.026411143,0.6126370199,0.3485194337,1.764288268,0.6337805404,2012
P0,1,0.6387726615,1,0.6082189721,0.9442684026,0.4388984829,0.1846448106,0.8035066893,0.5321387407,2013
P1|E6|agg+ind|T1,1,1.609134752,1,1.502593132,1.912877164,1.020061378,0.2165959888,3.585948112,3.590487665,2013
P1|E6|agg+ind|T2,1,1.520669271,1,1.480781427,1.924269786,0.6353784245,0.2014145818,3.479855709,3.55887957,2013
P1|E6|agg+ind|T3,1,1.437903873,1,1.428689525,1.805316436,0.6097791009,0.1795617656,3.404118324,3.151683437,2013
P1|E6|agg|T1,1,2.010024215,1,1.775835382,2.630867543,1.543332342,0.3036966728,3.175857749,3.803686287,2013
P1|E6|agg|T2,1,1.580462028,1,1.570471758,1.972021531,0.6874509783,0.1146934366,3.584781583,3.790308456,2013
P1|E6|agg|T3,1,1.634136153,1,1.570471758,1.972021531,0.6874509783,0.1146934366,3.584781583,4.863790954,2013
P1|E6|ind|T1,1,1.622973174,1,1.501714541,1.913191291,1.047829678,0.2360732332,3.582199226,3.724364084,2013
P1|E6|ind|T2,1,1.719968533,1,1.554272585,2.036778912,0.8879338497,0.2676986953,3.748868121,5.017060772,2013
P1|E6|ind|T3,1,1.417853909,1,1.318212441,1.495391498,0.8331573919,0.2445148728,3.261000007,4.392795236,2013
P1|E6|nessuna|T1,1,3.963592214,1,2.031381173,3.701851146,7.902448484,2.299335916,3.192167594,5.471816997,2013
P1|E6|nessuna|T2,1,2.663223279,1,1.491011854,1.670730804,5.619548383,1.688756945,3.87450076,4.563801451,2013
P1|E6|nessuna|T3,1,2.710779778,1,1.491011854,1.670730804,5.619548383,1.688756945,3.87450076,5.514931435,2013
P1|largo|agg+ind|T1,1,1.889158623,1,1.760281978,2.353838466,1.426201033,0.2764289683,4.068282159,2.772505574,2013
P1|largo|agg+ind|T2,1,1.482834563,1,1.462940858,1.717415596,0.6573696106,0.2034348223,4.096014649,3.442189793,2013
P1|largo|agg+ind|T3,1,1.410677683,1,1.362349041,1.496343951,0.6165075847,0.1805612937,3.892964408,4.341278364,2013
P1|largo|agg|T1,1,2.14774081,1,1.886919501,2.49048612,1.543332342,0.3036966728,4.414247531,5.495412228,2013
P1|largo|agg|T2,1,1.892807644,1,1.884956326,2.459344013,0.8092644596,0.1961819185,3.796705261,4.364223908,2013
P1|largo|agg|T3,1,1.8685042,1,1.884956326,2.459344013,0.8092644596,0.1961819185,3.796705261,3.878155024,2013
P1|largo|ind|T1,1,2.018322155,1,1.77060002,2.355982149,1.506778252,0.3037546484,4.061851585,4.910476209,2013
P1|largo|ind|T2,1,1.645786122,1,1.535058977,1.809497435,0.8466600196,0.2617953453,4.074875652,4.863277541,2013
P1|largo|ind|T3,1,1.512901806,1,1.49925458,1.686626167,0.8491989293,0.2482849528,3.825153879,3.42423213,2013
P1|largo|nessuna|T1,1,3.443643328,1,1.85296766,2.912748249,6.497722483,2.094881817,4.748530178,5.349387364,2013
P1|largo|nessuna|T2,1,2.614226924,1,1.473335111,1.460324963,5.557207305,1.690043138,4.122368083,4.951294453,2013
P1|largo|nessuna|T3,1,2.662871196,1,1.473335111,1.460324963,5.557207305,1.690043138,4.122368083,5.924179896,2013
P1|stretto|agg+ind|T1,1,1.417331446,1,1.318233585,1.846954196,0.6088797591,0.1598428656,2.901203046,3.699094426,2013
P1|stretto|agg+ind|T2,1,1.419320346,1,1.338710374,1.835302547,0.6210375013,0.2000971398,2.848255457,3.609729661,2013
