caso,h,S,alfa_coperto,r_produzione,r_consumo,r_investimento_tipo,r_stock_tipo,r_importazioni,r_scorte
P1|tetto110|agg+ind|T3,1,1.546869344,1,1.258872922,1.633827869,1.355709191,0.5508656764,2.893150401,4.163463613
P1|stretto|agg|T2,1,1.550367047,1,1.34756686,1.897883262,0.8960461497,0.2047543821,3.442409095,4.098537761
P1|largo|agg+ind|T2,1,1.555131974,1,1.401393931,1.786301826,0.9499042246,0.2423032268,3.854231856,3.83800973
P1|tetto100|ind|T1,1,1.586226932,1,1.374165431,0.994622013,2.250422213,0.8064198977,2.346737177,4.550548139
P1|E6|agg+ind|T2,1,1.589074864,1,1.370517416,1.917003137,0.9460121776,0.2417914265,3.73746209,4.051280313
P1|tetto100|ind|T3,1,1.597191202,1,1.359331035,0.998505638,2.304603546,0.8143059959,2.293538661,4.656239161
P1|largo|agg+ind|T3,1,1.599770155,1,1.36004854,1.68650765,1.372173423,0.5472900719,3.337683911,3.795108215
P1|stretto|agg+ind|T1,1,1.60854009,1,1.255240452,1.603635488,1.725532244,0.6151204708,2.840236115,4.044940122
P1|tetto110|agg+ind|T1,1,1.615677187,1,1.257682483,1.674974079,1.650128271,0.5948727621,2.874796862,4.052548902
P1|E6|agg+ind|T3,1,1.621093629,1,1.342046372,1.762042457,1.35915132,0.5458734795,3.296451546,3.972535812
P1|stretto|ind|T2,1,1.671933011,1,1.310390264,1.581614502,1.933869482,0.4910310983,3.374005542,3.995085954
P1|tetto110|ind|T2,1,1.678717357,1,1.310837334,1.588224509,1.936606516,0.4782345667,3.475317281,4.001763601
P1|E6|agg+ind|T1,1,1.70002086,1,1.369250396,1.764205192,1.746004248,0.599542292,3.348862855,3.667719242
condizionata|P1|E6|agg|T1,1,1.702158102,1,1.314461039,2.329319348,1.088809987,0.2908401385,3.455944212,3.787615286
P1|stretto|agg|T3,1,1.713105129,1,1.405476468,1.863407648,1.536272724,0.554878074,3.383744568,4.010206279
P1|tetto110|agg|T3,1,1.720634564,1,1.437116342,1.959277397,1.489444752,0.5482861341,3.237377661,3.742599916
P1|E6|agg|T2,1,1.726897573,1,1.567792882,2.193986697,0.9880288635,0.209368225,3.837782499,3.758639584
P1|largo|ind|T2,1,1.743864854,1,1.496857591,1.576763835,1.969385907,0.4896525557,3.838235104,3.740484668
P1|stretto|ind|T3,1,1.744277858,1,1.243513151,1.553106354,2.407470459,0.8337593328,3.131928115,3.676511508
P1|tetto110|ind|T3,1,1.744509569,1,1.235778077,1.540000628,2.427273791,0.8406058777,3.039347535,3.8058647
P1|largo|agg+ind|T1,1,1.753238879,1,1.433300191,1.793505301,1.836651102,0.6123365785,3.484895798,3.64777127
P1|tetto110|ind|T1,1,1.775517741,1,1.26940433,1.582595041,2.481074353,0.8689753417,3.152533475,3.583577028
P1|E6|ind|T2,1,1.788885253,1,1.464816293,1.718603951,1.974434977,0.4888455843,3.834427724,3.967324791
P1|largo|ind|T3,1,1.79984689,1,1.405938251,1.555918545,2.438000379,0.8374359482,3.406424337,3.392499275
P1|stretto|ind|T1,1,1.810720556,1,1.280197956,1.610232588,2.520038427,0.863287207,3.216811507,3.848288226
P1|E6|ind|T3,1,1.819345667,1,1.35159928,1.655096722,2.449506049,0.8400494411,3.273176702,3.595437544
P1|largo|agg|T2,1,1.833082769,1,1.679906619,2.349451043,1.058354208,0.2317214414,4.079096993,3.709552694
P1|E6|agg|T3,1,1.854192911,1,1.599788007,2.128432651,1.532776463,0.5531292408,3.720921719,3.756248211
P1|tetto100|agg|T1,1,1.905005585,1,2.00740569,1.063108005,2.298952447,0.7165946501,3.162144614,5.885885828
P1|E6|ind|T1,1,1.912475445,1,1.43497539,1.720968113,2.631274714,0.8793153184,3.432130353,3.597988042
P1|stretto|agg|T1,1,1.931643442,1,1.408280659,2.10203402,2.196744107,0.6793253622,3.25080261,4.174550996
P1|tetto110|agg|T1,1,1.947790679,1,1.437912079,2.197677226,2.213675766,0.6954818584,2.945615113,3.950995854
P1|largo|agg|T3,1,1.961528351,1,1.725230722,2.29937952,1.640990139,0.5751860774,3.954466011,3.414106835
P1|largo|ind|T1,1,1.974371937,1,1.514407291,1.741416684,2.771844536,0.8936967148,3.514747613,3.562975703
P3|q25,1,2.066576944,1,1.698217852,2.167985506,2.299585743,0.7145345605,3.693976422,3.812930218
P1|E6|agg|T1,1,2.110394215,1,1.647369778,2.481941973,2.173096019,0.6891861527,3.709670723,3.651586693
P1|largo|agg|T1,1,2.149983955,1,1.775758844,2.456791851,2.123668569,0.6814714039,3.912581127,3.834176727
P3|q75,1,2.204609564,1,1.601210666,2.888459556,2.022239567,0.6440389302,4.128257862,3.648875957
P2|uniformi|li0.5|T1,1,2.467704198,1,1.681385931,4.364362358,1.414978115,0.5892319285,2.387879179,3.853338727
P1|tetto100|nessuna|T2,1,3.065764957,1,1.602474375,0.9398954837,7.871013676,2.68391305,4.890056821,4.319142363
P1|tetto100|nessuna|T3,1,3.141347666,1,1.642695012,1.091267637,7.921118975,2.622086068,4.807963666,4.686565733
P1|stretto|nessuna|T2,1,3.287099182,1,1.756815953,1.211417655,8.21479865,2.751931124,5.036843561,4.532681573
P1|tetto110|nessuna|T2,1,3.313672354,1,1.753121251,1.198593899,8.308175488,2.757243196,5.16431263,4.651655204
P1|stretto|nessuna|T3,1,3.341546141,1,1.77173777,1.320676867,8.284433387,2.68999404,5.136368406,4.622344968
P1|tetto110|nessuna|T3,1,3.362951181,1,1.783325867,1.37148768,8.28095244,2.670060343,5.138730325,4.727481568
P1|largo|nessuna|T3,1,3.411827957,1,1.89426252,1.554322363,8.125141011,2.607733227,5.27888135,4.550137993
P1|E6|nessuna|T3,1,3.438522056,1,1.869707395,1.529382335,8.300255216,2.654069537,5.283500552,4.583242244
P1|E6|nessuna|T2,1,3.459371236,1,1.887556533,1.365646795,8.52712924,2.785287731,5.32490525,4.664207083
P1|largo|nessuna|T2,1,3.486892827,1,1.930391205,1.417731129,8.538535787,2.789395933,5.324391211,4.591796314
P1|largo|nessuna|T1,1,3.699698666,1,2.249780675,2.755224758,7.568926197,2.566783,4.71875117,3.835918752
P1|E6|nessuna|T1,1,3.749243491,1,2.083968388,2.835314497,8.022726097,2.639090474,4.410400796,3.689686368
P1|stretto|nessuna|T1,1,3.838490664,1,2.043803605,2.229701883,9.293946314,2.907993158,3.806628035,4.330380738
P1|tetto110|nessuna|T1,1,3.866237872,1,2.055524219,2.283256583,9.331908253,2.909941588,3.788819587,4.35573685
P1|tetto100|nessuna|T1,1,4.480692975,1,3.454903967,1.033719719,11.28497893,3.281707061,3.661412801,7.317374745
P0,2,0.7961477742,1,0.8495503033,0.7804324408,0.8232536472,0.3787350338,1.207844628,0.8847297342
trend_mobile,2,0.8937963845,1,0.9832914519,0.7448337826,0.989779946,0.6687757974,1.197843736,1.012661168
ultimo_tasso,2,0.955761863,1,1.082488803,0.9139965519,0.8979556141,0.3787350338,1.789772219,0.9972603864
P1|tetto100|agg+ind|T2,2,0.9718492514,1,0.9697125578,0.9649019589,0.8008042517,0.3574928087,1.675991311,2.235103992
P1|tetto100|agg|T2,2,0.9719133109,1,1.108949877,0.9480503517,0.589523589,0.2893104062,1.865869984,2.293679694
P2|inv1.0|m1.0|S1.0|T3,2,0.9730430996,1,0.8998814618,0.9996905036,1.089954437,0.8395194454,1.125823459,0.8987501051
P2|inv1.0|m1.0|S1.0|T1,2,0.9743052678,1,0.894277203,1.000225051,1.102703799,0.8418365091,1.125853509,0.8987501051
persistenza,2,1,1,1,1,1,1,1,1
P1|stretto|agg+ind|T2,2,1.035233166,1,1.028323916,1.068306327,0.8649179216,0.3594835567,1.743186007,2.203057056
P1|tetto100|ind|T2,2,1.035330887,1,1.006642329,0.8574996175,1.161639457,0.5922642862,1.424703315,2.265976342
selezionata,2,1.036840373,1,1.067465038,0.9103782701,1.006449968,0.656801213,1.51019818,2.020147128
condizionata|P1|E6|agg|T1,2,1.04292639,1,0.9906844323,0.917156241,0.8957385655,0.4424647749,3.016411241,1.927188708
P1|tetto110|agg+ind|T2,2,1.047480384,1,1.038917332,1.122190565,0.8442663137,0.3608247981,1.713587863,2.170657574
P2|inv1.0|m0.0|S0.0|T3,2,1.053578511,1,0.8840075076,0.9964925507,1.093776234,0.8515720084,1.48330335,2.227017564
P2|inv1.0|m0.0|S0.0|T1,2,1.060569487,1,0.8808040475,0.9955752368,1.096637096,0.8396354946,1.558150664,2.329144006
P2|lx2.0|li0.5|T3,2,1.091004041,1,0.8919067202,1.049470631,1.21177126,0.8462840296,1.474249386,2.157914232
P2|lx0.5|li0.5|T3,2,1.094319217,1,0.9286889071,1.003465264,1.227163143,0.8401110526,1.389101337,2.315483302
P2|lx2.0|li0.5|T1,2,1.097015485,1,0.8885885592,1.049556478,1.211768612,0.8498894648,1.503679496,2.260906616
P1|E6|agg+ind|T2,2,1.102482737,1,1.123925104,1.182757091,0.8611912787,0.3632229291,1.882721054,2.155629529
P2|lx0.5|li0.5|T1,2,1.103143934,1,0.9357348785,1.003816121,1.227082562,0.8481819426,1.591356389,2.229522157
P2|lx0.5|li0.1|T3,2,1.113933083,1,0.8964747068,0.9173535787,1.479081908,1.003357397,1.323928425,2.148721102
P1|stretto|agg|T2,2,1.117934913,1,1.283376256,1.090123893,0.7334931886,0.2807843394,2.48058475,2.141571188
P1|tetto100|agg+ind|T3,2,1.125281233,1,1.041170806,1.023880297,1.161721054,0.8228896228,1.643217054,2.179437521
P1|tetto100|agg|T3,2,1.129591802,1,1.122984403,0.9694965309,1.034950662,0.791360092,2.02004574,2.294381874
P1|tetto110|ind|T2,2,1.129843658,1,1.093655861,0.9894887875,1.253398118,0.6006044174,1.717635089,2.165568869
P1|tetto110|agg|T2,2,1.130457756,1,1.266798416,1.146920863,0.7148736748,0.2752409375,2.491663962,2.225198905
P1|largo|agg+ind|T2,2,1.132295424,1,1.165185411,1.215690837,0.8615754182,0.3640118657,2.025704212,2.160621373
P2|lx0.5|li0.1|T1,2,1.143869646,1,0.9006209105,0.9034507206,1.54461428,1.048098335,1.589487736,2.188821608
P1|stretto|ind|T2,2,1.145271807,1,1.104852188,0.9784271964,1.306726384,0.6383079907,1.726033415,2.176204913
P1|tetto100|agg+ind|T1,2,1.147060189,1,1.037333422,0.9740521094,1.342671261,0.8741462767,1.568457161,2.185455841
P2|lx2.0|li0.1|T3,2,1.160931751,1,0.8741419552,1.00067639,1.520995717,1.07407076,1.55689494,2.180705629
P1|stretto|agg+ind|T3,2,1.167688468,1,1.093587923,1.048256299,1.241614098,0.8379407371,1.707254279,2.15311188
P1|tetto110|agg+ind|T3,2,1.171792873,1,1.094833326,1.100678027,1.18916638,0.8234469404,1.656821452,2.202408487
P2|lx2.0|li0.1|T1,2,1.178245983,1,0.8646615646,1.006455175,1.565802923,1.103798697,1.598508055,2.268902072
P1|tetto100|ind|T3,2,1.185450184,1,1.016524757,0.9406901159,1.537888741,1.102117828,1.384458143,2.225465682
P1|tetto100|ind|T1,2,1.19663755,1,1.028661611,0.9290390673,1.628751947,1.116163733,1.331624667,2.107587005
P1|E6|ind|T2,2,1.204449177,1,1.184148901,1.109514912,1.255285005,0.613741167,1.865524454,2.212853859
P1|stretto|agg+ind|T1,2,1.208311599,1,1.093138968,1.018311725,1.45039519,0.9014263222,1.752706321,2.140388092
P1|tetto110|agg+ind|T1,2,1.216698161,1,1.093244697,1.067590063,1.418847129,0.8849911412,1.717426499,2.206157365
P1|E6|agg+ind|T3,2,1.232050881,1,1.155042518,1.171603,1.198361937,0.8221435004,1.888426487,2.354983276
P1|largo|ind|T2,2,1.234074369,1,1.219488313,1.147070539,1.249577451,0.6167598635,2.049107871,2.201196872
P1|largo|agg+ind|T3,2,1.245532842,1,1.196211269,1.182178976,1.207118419,0.8244166223,2.008446853,2.154561587
P1|stretto|ind|T3,2,1.247976693,1,1.074223123,0.9746659004,1.636328799,1.121442084,1.649203385,2.22879696
P1|stretto|agg|T3,2,1.250732678,1,1.251670811,1.106477854,1.193510404,0.7891735368,2.464200696,2.049172194
P1|tetto110|ind|T3,2,1.256131659,1,1.083808984,1.02072907,1.592327103,1.117020228,1.653237458,2.238818521
P1|tetto110|agg|T3,2,1.259680016,1,1.253425382,1.134273196,1.170161594,0.7816319446,2.429205183,2.194293403
P2|uniformi|li0.5|T1,2,1.274504426,1,1.037984399,1.467822426,1.217105191,0.8652251414,1.632629513,2.223747018
P1|stretto|ind|T1,2,1.280123858,1,1.069809513,0.9849090614,1.759875514,1.162171903,1.636861881,2.273457968
P1|E6|agg+ind|T1,2,1.281875033,1,1.166734793,1.157768521,1.47462228,0.8918681179,1.881523257,2.126732175
P1|E6|agg|T2,2,1.283521699,1,1.454102226,1.335270587,0.8009059468,0.2989577934,2.89331538,2.239342363
P1|tetto110|ind|T1,2,1.295336774,1,1.087076057,1.033000071,1.754006061,1.162782471,1.625414312,2.219275224
P1|E6|ind|T3,2,1.301126815,1,1.149508021,1.101452537,1.594965773,1.115400306,1.769722993,2.136386262
P1|tetto100|agg|T1,2,1.301902647,1,1.236921958,0.9555008902,1.64817958,0.9800550881,2.126905834,2.203781516
P1|largo|agg+ind|T1,2,1.318904485,1,1.217402148,1.167335945,1.528648258,0.905006262,1.926734192,2.21832139
P1|largo|ind|T3,2,1.335065758,1,1.183194631,1.136237113,1.598076834,1.113985362,1.901201989,2.263244654
P1|largo|agg|T2,2,1.352813585,1,1.526024362,1.380843395,0.8682351879,0.3278527275,3.203586566,2.28283239
P1|E6|ind|T1,2,1.405199213,1,1.184792794,1.177508901,1.881298559,1.193314123,1.778697686,2.239653929
P1|E6|agg|T3,2,1.407096214,1,1.429157096,1.326690342,1.270058106,0.8067164959,2.757730512,2.155443736
P1|largo|ind|T1,2,1.445523834,1,1.229660427,1.205662025,1.957001992,1.208903674,1.863862952,2.188863693
P1|largo|agg|T3,2,1.472835817,1,1.486230978,1.357889642,1.356077949,0.8312245968,3.031387411,2.273844218
P1|stretto|agg|T1,2,1.479963777,1,1.367717802,1.280392878,1.727652404,0.9609239624,2.457869163,2.420284753
P1|tetto110|agg|T1,2,1.495987568,1,1.386764854,1.335592121,1.703535413,0.9767743641,2.447201376,2.370717758
P3|q75,2,1.55079616,1,1.484706305,1.470654203,1.66195203,0.9482231873,2.692724583,2.046781084
P1|E6|agg|T1,2,1.563303863,1,1.527110847,1.396909033,1.6855262,0.9753696779,2.733875065,2.295238764
P3|q25,2,1.569355505,1,1.550918211,1.332570472,1.756612093,1.004316671,2.747323084,2.303773196
P1|largo|agg|T1,2,1.622964387,1,1.602383957,1.477526386,1.6983292,0.9734428521,3.01928353,2.220339654
P1|tetto100|nessuna|T1,2,2.018521332,1,1.439544287,1.076912298,3.692346498,3.116571976,2.01263466,2.25652253
P1|E6|nessuna|T1,2,2.495720183,1,1.657635404,1.657498895,4.614352676,2.973331438,3.50231823,2.11720605
P1|largo|nessuna|T1,2,2.502750428,1,1.773699824,1.775388346,4.284171634,2.85228373,3.691245611,2.227979932
P1|stretto|nessuna|T1,2,2.603430734,1,1.504491801,1.510184574,5.465647861,3.341190234,3.249764806,2.185819719
P1|tetto110|nessuna|T1,2,2.616027515,1,1.504860494,1.557605764,5.396351796,3.344863969,3.163242762,2.507374858
P1|tetto100|nessuna|T2,2,2.733942765,1,1.799646092,0.9520464682,6.193267281,2.615720411,4.832175991,3.332014006
P1|tetto100|nessuna|T3,2,2.737403416,1,1.677824001,1.073316546,6.19468541,3.010059943,4.323820736,3.118542774
P1|tetto110|nessuna|T2,2,2.739829694,1,1.795862872,1.009142982,6.167271237,2.738683713,4.859850116,2.960256268
P1|stretto|nessuna|T2,2,2.752029398,1,1.801683391,1.00558523,6.19316861,2.745829684,4.882292274,3.050350146
P1|E6|nessuna|T2,2,2.758302816,1,1.875226082,1.128871696,5.99801698,2.666998406,4.969781243,2.845623679
P1|stretto|nessuna|T3,2,2.76306843,1,1.651878995,1.082515735,6.308279505,3.163850543,4.432641779,2.861539325
P1|tetto110|nessuna|T3,2,2.789487604,1,1.665499039,1.118898232,6.366236735,3.173410913,4.450771449,2.820828235
P1|E6|nessuna|T3,2,2.805910901,1,1.716693114,1.189380149,6.246527429,3.142879535,4.529205342,2.880704311
P1|largo|nessuna|T2,2,2.81642011,1,1.929971316,1.232091582,6.021963452,2.70528459,5.04122048,2.816381338
P1|largo|nessuna|T3,2,2.825665836,1,1.760358064,1.256259589,6.185679972,3.094266761,4.632921725,2.84943567
P0,3,0.8485673214,1,0.8701652914,0.8372650445,0.9247944188,0.4251837618,1.266257138,0.9109620765
condizionata|P1|E6|agg|T1,3,0.8711465291,1,0.7884015623,0.7581377532,0.7955756197,0.5018431906,2.445336928,1.5123689
P1|tetto100|agg|T2,3,0.9222356046,1,1.042873701,0.9369966553,0.6541351444,0.3210591555,1.593521681,1.713309388
P1|tetto100|agg+ind|T2,3,0.9351630736,1,0.9325206046,0.9709249719,0.8432761945,0.4143808516,1.500721543,1.579999989
trend_mobile,3,0.954000402,1,1.04304729,0.7974070741,1.074455565,0.7161681851,1.267015907,1.040107316
P1|tetto110|agg+ind|T2,3,0.9663194231,1,0.9703616562,1.028641313,0.894281042,0.4245395804,1.290486195,1.615681125
P1|stretto|agg+ind|T2,3,0.9665132599,1,0.9684806814,1.015169759,0.9123046364,0.4256186732,1.29837788,1.629528786
P1|tetto100|ind|T2,3,0.9952820457,1,0.9837763898,0.9077104917,1.060296241,0.6445537316,1.425132718,1.601294479
P2|inv1.0|m1.0|S1.0|T3,3,0.999258634,1,0.9125708333,1.063769528,1.078088642,0.9044788615,1.080214621,0.9256035999
P2|inv1.0|m1.0|S1.0|T1,3,0.9993669859,1,0.9117280928,1.064450133,1.079432044,0.9033571705,1.080224245,0.9256035999
persistenza,3,1,1,1,1,1,1,1,1
P1|E6|agg+ind|T2,3,1.026550714,1,1.037985122,1.131560565,0.9213566619,0.4313187897,1.33754501,1.628130929
P1|tetto110|agg|T2,3,1.030633887,1,1.215564322,1.011649515,0.7438725528,0.3016028992,2.083168066,1.587530639
selezionata,3,1.03221657,1,1.054281772,0.9405127678,0.9879543065,0.7458782037,1.501615588,1.730374931
P1|stretto|agg|T2,3,1.032477414,1,1.207863001,1.007372329,0.7628322806,0.3090655925,2.076202874,1.612473111
P1|tetto110|ind|T2,3,1.034330612,1,1.013130641,0.9576286044,1.146994533,0.6575774039,1.292953935,1.665969885
P1|stretto|ind|T2,3,1.04711555,1,1.014687295,0.9452830188,1.189238744,0.7044347519,1.310768697,1.705895931
P1|largo|agg+ind|T2,3,1.049243947,1,1.068413699,1.137178174,0.9205886097,0.4314854303,1.539324021,1.666678368
P2|inv1.0|m0.0|S0.0|T1,3,1.050059455,1,0.8925305562,1.051117606,1.079455866,0.9045325957,1.681696296,1.530715184
P2|lx0.5|li0.5|T3,3,1.050596819,1,0.9147044703,1.021209816,1.1298775,0.8737456439,1.451301374,1.678148008
P2|lx0.5|li0.5|T1,3,1.051788655,1,0.9130143006,1.021465195,1.129812693,0.887929024,1.444295619,1.689491692
ultimo_tasso,3,1.054046261,1,1.175317356,0.9446785727,1.095534847,0.4251837618,1.988416379,1.14002635
P2|inv1.0|m0.0|S0.0|T3,3,1.055736255,1,0.8960504149,1.051581789,1.083012351,0.9243924854,1.636920753,1.611176739
P2|lx2.0|li0.5|T1,3,1.062170791,1,0.896624759,1.105574458,1.108987971,0.8876722429,1.427732301,1.591191841
P2|lx2.0|li0.5|T3,3,1.062327122,1,0.9004129351,1.106019942,1.108999991,0.878245454,1.409386975,1.60606732
P1|tetto100|agg|T3,3,1.075870981,1,1.051415329,1.01746123,0.9985885384,0.8484350903,1.712528171,1.700407765
P1|tetto100|agg+ind|T3,3,1.076096316,1,0.9585508104,1.050408625,1.152491725,0.8978545496,1.383164469,1.679329245
P2|lx0.5|li0.1|T3,3,1.084984358,1,0.9103678673,0.9811328175,1.346036541,1.057766987,1.16084865,1.690154264
P1|E6|ind|T2,3,1.087741834,1,1.078829223,1.042445617,1.154160067,0.6741975573,1.372589946,1.689562315
P2|lx0.5|li0.1|T1,3,1.108451993,1,0.9134286381,0.9745540582,1.398740703,1.112658798,1.360180449,1.660682819
P1|tetto110|agg+ind|T3,3,1.111327797,1,1.010468185,1.098949239,1.181806025,0.9042664226,1.33986514,1.694429305
P1|stretto|agg+ind|T3,3,1.111427451,1,1.011830082,1.051649291,1.223261231,0.9218963879,1.386839048,1.723996029
P1|tetto100|ind|T3,3,1.112906782,1,0.9566306168,0.9832828945,1.321550217,1.138565478,1.375680776,1.679641963
P1|tetto100|agg+ind|T1,3,1.113819114,1,0.9665746136,1.042097829,1.307760821,0.9603744573,1.369170728,1.703384704
P1|largo|ind|T2,3,1.114891348,1,1.106411422,1.07774668,1.155686637,0.6776225145,1.483104562,1.731782199
P1|E6|agg|T2,3,1.117537543,1,1.321814995,1.115167719,0.819903211,0.3302991985,2.230276332,1.558366999
P2|lx2.0|li0.1|T3,3,1.125206511,1,0.893234479,1.078239264,1.347291472,1.137001758,1.387804248,1.62431411
P1|tetto100|ind|T1,3,1.138705581,1,0.9684220184,0.9746971099,1.406647677,1.166911769,1.383336205,1.771646407
P2|lx2.0|li0.1|T1,3,1.145591878,1,0.8923202995,1.076277987,1.383327499,1.172250757,1.49356594,1.728870383
P1|stretto|agg+ind|T1,3,1.146649426,1,1.006411918,1.041217247,1.390527815,0.9931128495,1.383272648,1.715603925
P1|E6|agg+ind|T3,3,1.14676957,1,1.061253522,1.16652692,1.190092727,0.9057895592,1.372588355,1.624170378
P1|tetto110|ind|T3,3,1.147509556,1,0.9889665803,1.031233387,1.384796295,1.160307942,1.293734404,1.67545584
P1|stretto|ind|T3,3,1.153135833,1,0.9976577761,1.020488395,1.399490886,1.169679309,1.341599815,1.674917651
P1|tetto110|agg+ind|T1,3,1.158171846,1,1.016286453,1.101148069,1.366181737,0.9754823737,1.385634497,1.657503593
P1|largo|agg+ind|T3,3,1.172032428,1,1.084594804,1.180196289,1.198859013,0.9079082714,1.56085571,1.679793694
P1|tetto110|agg|T3,3,1.176253594,1,1.192650841,1.085283423,1.111483045,0.8333028638,2.134884961,1.610043417
P1|stretto|agg|T3,3,1.177434785,1,1.192015601,1.064462528,1.13424582,0.8432293953,2.094808596,1.691576254
P1|largo|agg|T2,3,1.178008033,1,1.375991321,1.189791484,0.8616092723,0.3674162829,2.480766581,1.503427602
P1|stretto|ind|T1,3,1.18051485,1,0.9950489441,1.025353471,1.508942354,1.21665248,1.305333156,1.713474985
P1|E6|ind|T3,3,1.184131412,1,1.03963841,1.089962175,1.39042421,1.163045619,1.297156325,1.720080336
P1|tetto110|ind|T1,3,1.185483296,1,0.9945976112,1.039458683,1.510286363,1.217328675,1.298604562,1.730920778
P1|largo|ind|T3,3,1.205090616,1,1.064221535,1.126203463,1.392916859,1.164214074,1.355420428,1.703746325
P1|E6|agg+ind|T1,3,1.207078641,1,1.064194009,1.158686677,1.405820319,0.9867104711,1.500052965,1.707533508
P2|uniformi|li0.5|T1,3,1.226600432,1,1.030259909,1.519855275,1.12178843,0.9008574152,1.246912757,1.695536225
P1|tetto100|agg|T1,3,1.24402401,1,1.158025109,0.9972450266,1.464533108,1.049121076,2.241404112,1.751080689
P1|largo|agg+ind|T1,3,1.245296322,1,1.105012763,1.195185536,1.452665887,1.001673084,1.608697954,1.682028979
P1|E6|ind|T1,3,1.25051614,1,1.052592482,1.108326362,1.610848725,1.250165327,1.363991285,1.737092899
P1|E6|agg|T3,3,1.258103278,1,1.281797725,1.177368043,1.199081052,0.8746100248,2.241934198,1.619592508
