caso,origine,H,secondi,stato
P1|E6|agg+ind|T1,2014,5,6.579777718,Optimal
P1|E6|agg+ind|T2,2014,5,6.642995596,Optimal
P1|E6|agg+ind|T3,2014,5,6.781234264,Optimal
P1|E6|ind|T1,2014,5,6.66844511,Optimal
P1|E6|ind|T2,2014,5,6.570590973,Optimal
P1|E6|ind|T3,2014,5,6.348168373,Optimal
P1|E6|nessuna|T1,2014,5,5.557930231,Optimal
P1|E6|nessuna|T2,2014,5,5.755100727,Optimal
P1|E6|nessuna|T3,2014,5,5.555865288,Optimal
P1|stretto|agg|T1,2014,5,5.657315493,Optimal
P1|stretto|agg|T2,2014,5,5.982644796,Optimal
P1|stretto|agg|T3,2014,5,5.788501024,Optimal
P1|stretto|agg+ind|T1,2014,5,6.668559074,Optimal
P1|stretto|agg+ind|T2,2014,5,6.758632183,Optimal
P1|stretto|agg+ind|T3,2014,5,6.823466539,Optimal
P1|stretto|ind|T1,2014,5,5.735706568,Optimal
P1|stretto|ind|T2,2014,5,5.945551634,Optimal
P1|stretto|ind|T3,2014,5,5.788839579,Optimal
P1|stretto|nessuna|T1,2014,5,4.866163492,Optimal
P1|stretto|nessuna|T2,2014,5,5.037999153,Optimal
P1|stretto|nessuna|T3,2014,5,4.908021688,Optimal
P1|largo|agg|T1,2014,5,5.094869137,Optimal
P1|largo|agg|T2,2014,5,5.339772701,Optimal
P1|largo|agg|T3,2014,5,5.868532658,Optimal
P1|largo|agg+ind|T1,2014,5,7.014554501,Optimal
P1|largo|agg+ind|T2,2014,5,7.08466959,Optimal
P1|largo|agg+ind|T3,2014,5,6.410556316,Optimal
P1|largo|ind|T1,2014,5,7.186839104,Optimal
P1|largo|ind|T2,2014,5,7.381964207,Optimal
P1|largo|ind|T3,2014,5,7.004770517,Optimal
P1|largo|nessuna|T1,2014,5,5.728010893,Optimal
P1|largo|nessuna|T2,2014,5,5.278285027,Optimal
P1|largo|nessuna|T3,2014,5,5.142388821,Optimal
P1|tetto100|agg|T1,2014,5,5.320548534,Optimal
P1|tetto100|agg|T2,2014,5,5.243820667,Optimal
P1|tetto100|agg|T3,2014,5,5.449915886,Optimal
P1|tetto100|agg+ind|T1,2014,5,5.972501755,Optimal
P1|tetto100|agg+ind|T2,2014,5,6.157494307,Optimal
P1|tetto100|agg+ind|T3,2014,5,6.106761932,Optimal
P1|tetto100|ind|T1,2014,5,5.638410807,Optimal
P1|tetto100|ind|T2,2014,5,5.673563242,Optimal
P1|tetto100|ind|T3,2014,5,5.607279778,Optimal
P1|tetto100|nessuna|T1,2014,5,4.956692696,Optimal
P1|tetto100|nessuna|T2,2014,5,4.934581518,Optimal
P1|tetto100|nessuna|T3,2014,5,5.118494749,Optimal
P1|tetto110|agg|T1,2014,5,5.08216548,Optimal
P1|tetto110|agg|T2,2014,5,5.338074684,Optimal
P1|tetto110|agg|T3,2014,5,5.51513505,Optimal
P1|tetto110|agg+ind|T1,2014,5,6.040672541,Optimal
P1|tetto110|agg+ind|T2,2014,5,6.654247046,Optimal
P1|tetto110|agg+ind|T3,2014,5,6.194455862,Optimal
P1|tetto110|ind|T1,2014,5,6.628654003,Optimal
P1|tetto110|ind|T2,2014,5,6.081039429,Optimal
P1|tetto110|ind|T3,2014,5,5.849520683,Optimal
P1|tetto110|nessuna|T1,2014,5,4.870624781,Optimal
P1|tetto110|nessuna|T2,2014,5,5.15643692,Optimal
P1|tetto110|nessuna|T3,2014,5,5.159656048,Optimal
P2|lx0.5|li0.1|T1,2014,5,5.486577988,Optimal
P2|lx0.5|li0.1|T3,2014,5,5.408270359,Optimal
P2|lx0.5|li0.5|T1,2014,5,5.746819258,Optimal
P2|lx0.5|li0.5|T3,2014,5,5.423141479,Optimal
P2|lx2.0|li0.1|T1,2014,5,5.502793312,Optimal
P2|lx2.0|li0.1|T3,2014,5,5.341415405,Optimal
P2|lx2.0|li0.5|T1,2014,5,5.465620041,Optimal
P2|lx2.0|li0.5|T3,2014,5,5.287492275,Optimal
P2|inv1.0|m0.0|S0.0|T1,2014,5,5.302666426,Optimal
P2|inv1.0|m0.0|S0.0|T3,2014,5,5.351001978,Optimal
P2|inv1.0|m1.0|S1.0|T1,2014,5,5.664802313,Optimal
P2|inv1.0|m1.0|S1.0|T3,2014,5,5.238817453,Optimal
P2|uniformi|li0.5|T1,2014,5,5.565817356,Optimal
P3|q25,2014,5,6.540766716,Optimal
P3|q75,2014,5,5.691055059,Optimal
P1|E6|agg|T1,2015,4,4.079821825,Optimal
P1|E6|agg|T2,2015,4,4.010951996,Optimal
P1|E6|agg|T3,2015,4,4.08024025,Optimal
P1|E6|agg+ind|T1,2015,4,4.277940273,Optimal
P1|E6|agg+ind|T2,2015,4,4.460693359,Optimal
P1|E6|agg+ind|T3,2015,4,4.518445492,Optimal
P1|E6|ind|T1,2015,4,4.475998402,Optimal
P1|E6|ind|T2,2015,4,4.24486661,Optimal
P1|E6|ind|T3,2015,4,4.386579514,Optimal
P1|E6|nessuna|T1,2015,4,3.804282188,Optimal
P1|E6|nessuna|T2,2015,4,4.010088444,Optimal
P1|E6|nessuna|T3,2015,4,3.880375624,Optimal
P1|stretto|agg|T1,2015,4,3.994094849,Optimal
P1|stretto|agg|T2,2015,4,3.949099779,Optimal
P1|stretto|agg|T3,2015,4,4.138987303,Optimal
P1|stretto|agg+ind|T1,2015,4,4.321831703,Optimal
P1|stretto|agg+ind|T2,2015,4,4.403003693,Optimal
P1|stretto|agg+ind|T3,2015,4,4.265769005,Optimal
P1|stretto|ind|T1,2015,4,4.41437459,Optimal
P1|stretto|ind|T2,2015,4,4.327903986,Optimal
P1|stretto|ind|T3,2015,4,4.268387556,Optimal
P1|stretto|nessuna|T1,2015,4,3.824907303,Optimal
P1|stretto|nessuna|T2,2015,4,3.870336533,Optimal
P1|stretto|nessuna|T3,2015,4,3.814232826,Optimal
P1|largo|agg|T1,2015,4,3.946084738,Optimal
P1|largo|agg|T2,2015,4,3.929613352,Optimal
P1|largo|agg|T3,2015,4,4.148127079,Optimal
P1|largo|agg+ind|T1,2015,4,4.976103783,Optimal
P1|largo|agg+ind|T2,2015,4,5.937280178,Optimal
P1|largo|agg+ind|T3,2015,4,5.427867651,Optimal
P1|largo|ind|T1,2015,4,4.388602972,Optimal
P1|largo|ind|T2,2015,4,4.307323217,Optimal
P1|largo|ind|T3,2015,4,4.303043127,Optimal
P1|largo|nessuna|T1,2015,4,3.961373329,Optimal
P1|largo|nessuna|T2,2015,4,3.991149187,Optimal
P1|largo|nessuna|T3,2015,4,3.860556841,Optimal
P1|tetto100|agg|T1,2015,4,4.059614897,Optimal
P1|tetto100|agg|T2,2015,4,3.975508213,Optimal
P1|tetto100|agg|T3,2015,4,3.925152779,Optimal
P1|tetto100|agg+ind|T1,2015,4,4.210587978,Optimal
P1|tetto100|agg+ind|T2,2015,4,4.140713453,Optimal
P1|tetto100|agg+ind|T3,2015,4,4.155924082,Optimal
P1|tetto100|ind|T1,2015,4,4.163646936,Optimal
P1|tetto100|ind|T2,2015,4,4.199390411,Optimal
P1|tetto100|ind|T3,2015,4,4.257655621,Optimal
P1|tetto100|nessuna|T1,2015,4,4.071272612,Optimal
P1|tetto100|nessuna|T2,2015,4,3.87696147,Optimal
P1|tetto100|nessuna|T3,2015,4,3.989771605,Optimal
P1|tetto110|agg|T1,2015,4,3.959844112,Optimal
P1|tetto110|agg|T2,2015,4,4.242547274,Optimal
P1|tetto110|agg|T3,2015,4,3.958055735,Optimal
P1|tetto110|agg+ind|T1,2015,4,4.509980679,Optimal
P1|tetto110|agg+ind|T2,2015,4,4.309948206,Optimal
P1|tetto110|agg+ind|T3,2015,4,4.730663061,Optimal
P1|tetto110|ind|T1,2015,4,4.316799879,Optimal
P1|tetto110|ind|T2,2015,4,4.391157389,Optimal
P1|tetto110|ind|T3,2015,4,4.264590979,Optimal
P1|tetto110|nessuna|T1,2015,4,3.925598383,Optimal
P1|tetto110|nessuna|T2,2015,4,4.092472076,Optimal
P1|tetto110|nessuna|T3,2015,4,4.020872593,Optimal
P2|lx0.5|li0.1|T1,2015,4,4.095629454,Optimal
P2|lx0.5|li0.1|T3,2015,4,4.236253738,Optimal
P2|lx0.5|li0.5|T1,2015,4,4.139102936,Optimal
P2|lx0.5|li0.5|T3,2015,4,4.172433138,Optimal
P2|lx2.0|li0.1|T1,2015,4,4.426100731,Optimal
P2|lx2.0|li0.1|T3,2015,4,4.391508102,Optimal
P2|lx2.0|li0.5|T1,2015,4,4.529094934,Optimal
P2|lx2.0|li0.5|T3,2015,4,4.972176313,Optimal
P2|inv1.0|m0.0|S0.0|T1,2015,4,4.184880257,Optimal
P2|inv1.0|m0.0|S0.0|T3,2015,4,4.357219934,Optimal
P2|inv1.0|m1.0|S1.0|T1,2015,4,4.110996723,Optimal
P2|inv1.0|m1.0|S1.0|T3,2015,4,4.103739977,Optimal
P2|uniformi|li0.5|T1,2015,4,4.076505661,Optimal
P3|q25,2015,4,3.911441088,Optimal
P3|q75,2015,4,3.939417601,Optimal
P1|E6|agg|T1,2016,3,2.748468876,Optimal
P1|E6|agg|T2,2016,3,2.822900057,Optimal
P1|E6|agg|T3,2016,3,2.868921518,Optimal
P1|E6|agg+ind|T1,2016,3,2.93127346,Optimal
P1|E6|agg+ind|T2,2016,3,3.021858215,Optimal
P1|E6|agg+ind|T3,2016,3,3.104811907,Optimal
P1|E6|ind|T1,2016,3,2.995396376,Optimal
P1|E6|ind|T2,2016,3,3.408029079,Optimal
P1|E6|ind|T3,2016,3,3.154853344,Optimal
P1|E6|nessuna|T1,2016,3,2.78942275,Optimal
P1|E6|nessuna|T2,2016,3,2.873779535,Optimal
P1|E6|nessuna|T3,2016,3,2.824896097,Optimal
P1|stretto|agg|T1,2016,3,3.17472434,Optimal
P1|stretto|agg|T2,2016,3,3.001003742,Optimal
P1|stretto|agg|T3,2016,3,2.805948257,Optimal
P1|stretto|agg+ind|T1,2016,3,3.046997547,Optimal
P1|stretto|agg+ind|T2,2016,3,2.982383728,Optimal
P1|stretto|agg+ind|T3,2016,3,2.960001469,Optimal
P1|stretto|ind|T1,2016,3,2.946454048,Optimal
P1|stretto|ind|T2,2016,3,2.990878582,Optimal
P1|stretto|ind|T3,2016,3,2.946854591,Optimal
P1|stretto|nessuna|T1,2016,3,2.831322908,Optimal
P1|stretto|nessuna|T2,2016,3,2.908398628,Optimal
P1|stretto|nessuna|T3,2016,3,2.92521596,Optimal
P1|largo|agg|T1,2016,3,2.908845901,Optimal
P1|largo|agg|T2,2016,3,2.762408018,Optimal
P1|largo|agg|T3,2016,3,2.82808423,Optimal
P1|largo|agg+ind|T1,2016,3,2.96649766,Optimal
P1|largo|agg+ind|T2,2016,3,3.242890835,Optimal
P1|largo|agg+ind|T3,2016,3,3.228261232,Optimal
P1|largo|ind|T1,2016,3,3.065209866,Optimal
P1|largo|ind|T2,2016,3,3.05974412,Optimal
P1|largo|ind|T3,2016,3,3.064120293,Optimal
P1|largo|nessuna|T1,2016,3,3.124391556,Optimal
P1|largo|nessuna|T2,2016,3,3.045568943,Optimal
P1|largo|nessuna|T3,2016,3,2.876048088,Optimal
P1|tetto100|agg|T1,2016,3,2.865614176,Optimal
P1|tetto100|agg|T2,2016,3,3.407119513,Optimal
P1|tetto100|agg|T3,2016,3,2.788310289,Optimal
P1|tetto100|agg+ind|T1,2016,3,2.956036568,Optimal
P1|tetto100|agg+ind|T2,2016,3,3.107247114,Optimal
P1|tetto100|agg+ind|T3,2016,3,2.997339964,Optimal
P1|tetto100|ind|T1,2016,3,3.125652075,Optimal
P1|tetto100|ind|T2,2016,3,3.15226531,Optimal
P1|tetto100|ind|T3,2016,3,3.290154696,Optimal
P1|tetto100|nessuna|T1,2016,3,2.73810935,Optimal
P1|tetto100|nessuna|T2,2016,3,2.862009287,Optimal
P1|tetto100|nessuna|T3,2016,3,2.738610268,Optimal
P1|tetto110|agg|T1,2016,3,2.801673651,Optimal
P1|tetto110|agg|T2,2016,3,2.805059195,Optimal
P1|tetto110|agg|T3,2016,3,2.744498968,Optimal
P1|tetto110|agg+ind|T1,2016,3,2.978485823,Optimal
P1|tetto110|agg+ind|T2,2016,3,3.034837484,Optimal
P1|tetto110|agg+ind|T3,2016,3,3.297467709,Optimal
P1|tetto110|ind|T1,2016,3,3.476202965,Optimal
P1|tetto110|ind|T2,2016,3,3.208938837,Optimal
P1|tetto110|ind|T3,2016,3,3.41054678,Optimal
P1|tetto110|nessuna|T1,2016,3,3.307405233,Optimal
P1|tetto110|nessuna|T2,2016,3,3.066850185,Optimal
P1|tetto110|nessuna|T3,2016,3,3.072775602,Optimal
P2|lx0.5|li0.1|T1,2016,3,3.017584562,Optimal
P2|lx0.5|li0.1|T3,2016,3,3.079723358,Optimal
P2|lx0.5|li0.5|T1,2016,3,3.265828848,Optimal
P2|lx0.5|li0.5|T3,2016,3,3.099447012,Optimal
P2|lx2.0|li0.1|T1,2016,3,3.117785215,Optimal
P2|lx2.0|li0.1|T3,2016,3,3.24195981,Optimal
P2|lx2.0|li0.5|T1,2016,3,3.10193944,Optimal
P2|lx2.0|li0.5|T3,2016,3,3.271507025,Optimal
P2|inv1.0|m0.0|S0.0|T1,2016,3,3.202786446,Optimal
P2|inv1.0|m0.0|S0.0|T3,2016,3,3.22359705,Optimal
P2|inv1.0|m1.0|S1.0|T1,2016,3,3.425760508,Optimal
P2|inv1.0|m1.0|S1.0|T3,2016,3,3.240508318,Optimal
P2|uniformi|li0.5|T1,2016,3,3.06712985,Optimal
P3|q25,2016,3,3.219983578,Optimal
P3|q75,2016,3,2.795892477,Optimal
P1|E6|agg|T1,2017,2,1.930430889,Optimal
P1|E6|agg|T2,2017,2,1.96868515,Optimal
P1|E6|agg|T3,2017,2,1.890880108,Optimal
P1|E6|agg+ind|T1,2017,2,2.114190817,Optimal
P1|E6|agg+ind|T2,2017,2,2.081561565,Optimal
P1|E6|agg+ind|T3,2017,2,1.980041265,Optimal
P1|E6|ind|T1,2017,2,1.989109039,Optimal
P1|E6|ind|T2,2017,2,2.043812513,Optimal
P1|E6|ind|T3,2017,2,2.156565905,Optimal
P1|E6|nessuna|T1,2017,2,2.018806934,Optimal
P1|E6|nessuna|T2,2017,2,1.969246626,Optimal
P1|E6|nessuna|T3,2017,2,1.91618824,Optimal
P1|stretto|agg|T1,2017,2,1.949531794,Optimal
P1|stretto|agg|T2,2017,2,1.997794151,Optimal
P1|stretto|agg|T3,2017,2,1.879007339,Optimal
P1|stretto|agg+ind|T1,2017,2,2.034381628,Optimal
P1|stretto|agg+ind|T2,2017,2,2.016696692,Optimal
P1|stretto|agg+ind|T3,2017,2,2.438933372,Optimal
P1|stretto|ind|T1,2017,2,1.969954491,Optimal
P1|stretto|ind|T2,2017,2,1.919985533,Optimal
P1|stretto|ind|T3,2017,2,1.900413752,Optimal
P1|stretto|nessuna|T1,2017,2,1.836268663,Optimal
P1|stretto|nessuna|T2,2017,2,1.886256218,Optimal
P1|stretto|nessuna|T3,2017,2,1.82331109,Optimal
P1|largo|agg|T1,2017,2,1.827512741,Optimal
P1|largo|agg|T2,2017,2,2.244385958,Optimal
P1|largo|agg|T3,2017,2,2.229948521,Optimal
P1|largo|agg+ind|T1,2017,2,1.935615063,Optimal
P1|largo|agg+ind|T2,2017,2,1.914911747,Optimal
P1|largo|agg+ind|T3,2017,2,1.914106846,Optimal
P1|largo|ind|T1,2017,2,2.048167706,Optimal
P1|largo|ind|T2,2017,2,2.022381306,Optimal
P1|largo|ind|T3,2017,2,1.956424713,Optimal
P1|largo|nessuna|T1,2017,2,2.178582191,Optimal
P1|largo|nessuna|T2,2017,2,2.000284195,Optimal
P1|largo|nessuna|T3,2017,2,1.881160259,Optimal
P1|tetto100|agg|T1,2017,2,1.861719847,Optimal
P1|tetto100|agg|T2,2017,2,1.848126173,Optimal
P1|tetto100|agg|T3,2017,2,1.929681778,Optimal
P1|tetto100|agg+ind|T1,2017,2,1.937150717,Optimal
P1|tetto100|agg+ind|T2,2017,2,2.240490675,Optimal
P1|tetto100|agg+ind|T3,2017,2,2.016680241,Optimal
P1|tetto100|ind|T1,2017,2,1.912512064,Optimal
P1|tetto100|ind|T2,2017,2,2.141625166,Optimal
P1|tetto100|ind|T3,2017,2,1.939300776,Optimal
P1|tetto100|nessuna|T1,2017,2,1.811038494,Optimal
P1|tetto100|nessuna|T2,2017,2,1.820574999,Optimal
P1|tetto100|nessuna|T3,2017,2,1.885786057,Optimal
P1|tetto110|agg|T1,2017,2,1.826403856,Optimal
P1|tetto110|agg|T2,2017,2,1.825330973,Optimal
P1|tetto110|agg|T3,2017,2,1.833073616,Optimal
P1|tetto110|agg+ind|T1,2017,2,1.923554659,Optimal
P1|tetto110|agg+ind|T2,2017,2,1.958696127,Optimal
P1|tetto110|agg+ind|T3,2017,2,1.96727562,Optimal
P1|tetto110|ind|T1,2017,2,1.911982536,Optimal
P1|tetto110|ind|T2,2017,2,1.895737171,Optimal
P1|tetto110|ind|T3,2017,2,2.009403467,Optimal
P1|tetto110|nessuna|T1,2017,2,1.809085131,Optimal
P1|tetto110|nessuna|T2,2017,2,1.859625101,Optimal
P1|tetto110|nessuna|T3,2017,2,1.845684528,Optimal
P2|lx0.5|li0.1|T1,2017,2,1.89990139,Optimal
P2|lx0.5|li0.1|T3,2017,2,1.839371681,Optimal
P2|lx0.5|li0.5|T1,2017,2,1.870292664,Optimal
P2|lx0.5|li0.5|T3,2017,2,1.910900831,Optimal
P2|lx2.0|li0.1|T1,2017,2,2.314952374,Optimal
P2|lx2.0|li0.1|T3,2017,2,1.933772326,Optimal
P2|lx2.0|li0.5|T1,2017,2,1.895030499,Optimal
P2|lx2.0|li0.5|T3,2017,2,1.893337488,Optimal
P2|inv1.0|m0.0|S0.0|T1,2017,2,1.83038187,Optimal
P2|inv1.0|m0.0|S0.0|T3,2017,2,1.938673496,Optimal
P2|inv1.0|m1.0|S1.0|T1,2017,2,1.869619131,Optimal
P2|inv1.0|m1.0|S1.0|T3,2017,2,1.869957447,Optimal
P2|uniformi|li0.5|T1,2017,2,1.841978073,Optimal
P3|q25,2017,2,1.956596136,Optimal
P3|q75,2017,2,1.889966726,Optimal
P1|E6|agg|T1,2018,1,0.9340085983,Optimal
P1|E6|agg|T2,2018,1,0.9351508617,Optimal
P1|E6|agg|T3,2018,1,0.9945838451,Optimal
P1|E6|agg+ind|T1,2018,1,1.075746775,Optimal
P1|E6|agg+ind|T2,2018,1,0.957221508,Optimal
P1|E6|agg+ind|T3,2018,1,0.9324553013,Optimal
P1|E6|ind|T1,2018,1,0.9408733845,Optimal
P1|E6|ind|T2,2018,1,0.9671475887,Optimal
P1|E6|ind|T3,2018,1,1.132708073,Optimal
P1|E6|nessuna|T1,2018,1,0.9520251751,Optimal
P1|E6|nessuna|T2,2018,1,0.940923214,Optimal
P1|E6|nessuna|T3,2018,1,1.013530731,Optimal
P1|stretto|agg|T1,2018,1,0.9448728561,Optimal
P1|stretto|agg|T2,2018,1,0.9443218708,Optimal
P1|stretto|agg|T3,2018,1,0.9321136475,Optimal
P1|stretto|agg+ind|T1,2018,1,0.9376387596,Optimal
P1|stretto|agg+ind|T2,2018,1,0.9273724556,Optimal
P1|stretto|agg+ind|T3,2018,1,0.9364242554,Optimal
P1|stretto|ind|T1,2018,1,0.9452211857,Optimal
P1|stretto|ind|T2,2018,1,0.9266710281,Optimal
P1|stretto|ind|T3,2018,1,1.08596015,Optimal
P1|stretto|nessuna|T1,2018,1,0.9056472778,Optimal
P1|stretto|nessuna|T2,2018,1,0.9004571438,Optimal
P1|stretto|nessuna|T3,2018,1,0.9093255997,Optimal
P1|largo|agg|T1,2018,1,0.8947377205,Optimal
P1|largo|agg|T2,2018,1,0.8992922306,Optimal
P1|largo|agg|T3,2018,1,0.9035241604,Optimal
P1|largo|agg+ind|T1,2018,1,0.9145886898,Optimal
P1|largo|agg+ind|T2,2018,1,0.920883894,Optimal
P1|largo|agg+ind|T3,2018,1,1.004360199,Optimal
P1|largo|ind|T1,2018,1,0.9144060612,Optimal
P1|largo|ind|T2,2018,1,0.9145278931,Optimal
P1|largo|ind|T3,2018,1,0.92228055,Optimal
P1|largo|nessuna|T1,2018,1,0.8955726624,Optimal
P1|largo|nessuna|T2,2018,1,0.9433789253,Optimal
P1|largo|nessuna|T3,2018,1,0.9373745918,Optimal
P1|tetto100|agg|T1,2018,1,1.038184643,Optimal
P1|tetto100|agg|T2,2018,1,1.001511335,Optimal
P1|tetto100|agg|T3,2018,1,1.00361371,Optimal
P1|tetto100|agg+ind|T1,2018,1,1.054034472,Optimal
P1|tetto100|agg+ind|T2,2018,1,1.029225588,Optimal
P1|tetto100|agg+ind|T3,2018,1,0.9757301807,Optimal
P1|tetto100|ind|T1,2018,1,0.9457879066,Optimal
P1|tetto100|ind|T2,2018,1,0.9217152596,Optimal
P1|tetto100|ind|T3,2018,1,0.9251184464,Optimal
P1|tetto100|nessuna|T1,2018,1,0.9023785591,Optimal
P1|tetto100|nessuna|T2,2018,1,0.912443161,Optimal
P1|tetto100|nessuna|T3,2018,1,0.9780042171,Optimal
P1|tetto110|agg|T1,2018,1,0.9504885674,Optimal
P1|tetto110|agg|T2,2018,1,0.970382452,Optimal
P1|tetto110|agg|T3,2018,1,0.9091229439,Optimal
P1|tetto110|agg+ind|T1,2018,1,0.9758918285,Optimal
P1|tetto110|agg+ind|T2,2018,1,0.9205205441,Optimal
P1|tetto110|agg+ind|T3,2018,1,0.924618721,Optimal
P1|tetto110|ind|T1,2018,1,0.9251503944,Optimal
P1|tetto110|ind|T2,2018,1,1.388212681,Optimal
P1|tetto110|ind|T3,2018,1,1.10464406,Optimal
P1|tetto110|nessuna|T1,2018,1,0.9923501015,Optimal
P1|tetto110|nessuna|T2,2018,1,0.953605175,Optimal
P1|tetto110|nessuna|T3,2018,1,0.9302537441,Optimal
P2|lx0.5|li0.1|T1,2018,1,0.8938984871,Optimal
P2|lx0.5|li0.1|T3,2018,1,0.9041140079,Optimal
P2|lx0.5|li0.5|T1,2018,1,0.9235358238,Optimal
P2|lx0.5|li0.5|T3,2018,1,0.9397981167,Optimal
P2|lx2.0|li0.1|T1,2018,1,1.018544912,Optimal
P2|lx2.0|li0.1|T3,2018,1,1.149913549,Optimal
P2|lx2.0|li0.5|T1,2018,1,0.9384591579,Optimal
P2|lx2.0|li0.5|T3,2018,1,0.9915242195,Optimal
P2|inv1.0|m0.0|S0.0|T1,2018,1,0.9159207344,Optimal
P2|inv1.0|m0.0|S0.0|T3,2018,1,0.8901555538,Optimal
P2|inv1.0|m1.0|S1.0|T1,2018,1,0.9164454937,Optimal
P2|inv1.0|m1.0|S1.0|T3,2018,1,0.9402115345,Optimal
P2|uniformi|li0.5|T1,2018,1,0.9668200016,Optimal
P3|q25,2018,1,1.010652781,Optimal
P3|q75,2018,1,0.9643232822,Optimal
