,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,5.394678246,1.436079405,0.6781892046,0.8426990184,0.3991198082,47.82112306,5.369534916,2.043485672,6.240572818,8.380371077,55.41553083,8.868015843,7.603826468,1.892840048,41.8256725,2.515375593,1.311314564,3.578494603,45.81482025,2.107373582,0.7534227323,4.340772169,0.2352343849,5.70951224,38.40691671,9.319205934,22.59159189,0.399445368,1.25688348,1.714278011,7.154375202,0.6244696935,0.1794912039,0.9311053889,1.237975676,0.03284984441,1.573779798,0.7138630379,1.777886698,0.1491918391,0.02600149479,6.378718593,0.3760040869,1.188932322,0.1037422817,0.1696479982,0.001039535984,0,0.2851941278,14.39934333,0.0415896929,0.1047028303,2.459432404,0.1512340658,0.8486484981,6.009229071,0.2997434277,0.5999791138,1.285245305,0.1767112169,1.419423154,0.4629851619,0.2392916881,0.2115014121,3.100328764,3.019961804,0,0,0,0,0
213,10.14508866,1.25549264,869.8429698,327.7682207,1247.983751,359.0479946,23.64407425,0.6812739755,6.533713247,3.168510606,4.978327188,26.6144018,9.961723265,1.320047438,4.610880431,1.155163392,0.1980574049,2.496250417,3.670404647,0.2744733486,0.06820374086,1.691523894,0.4702060095,219.6669821,26.06982919,1.673383436,29.99069314,0.8843787642,1.366396714,1.393946508,22.81836579,3.397998046,1.610835909,5.320222891,7.742973586,0.3636627639,734.8684301,1.257602128,31.42949507,1.651621721,0.2878484094,15.71581788,4.162536777,13.1620232,6.186691542,9.656821535,0.01150813759,0,3.157229102,101.9572511,0.4604168739,1.159108097,43.78215973,1.674230103,3.17030461,1.792862203,1.58153655,5.465696636,8.658234022,0.650755108,0.3937413246,0.9983117723,1.137186128,1.004343356,2.703236654,4.982580195,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,191.0227511,50.8313051,24.01099788,29.80819363,14.19247245,1689.780723,189.9316987,74.08054699,221.3853637,296.4267182,1957.907192,313.8137841,277.0832612,67.27370332,1478.493157,89.00250857,46.5958236,126.9878197,1624.502728,75.73590052,26.71237653,158.8552738,10.06469936,204.949394,1363.872419,336.8573866,799.759513,14.36850806,44.96580345,61.05448185,253.9033848,22.41269355,6.378723023,32.92209157,43.9076027,1.182823406,55.66629787,25.3462464,62.90450158,5.519765842,0.9700433572,225.8885018,14.16695405,45.44067857,3.734159078,6.077202244,0.03690294226,0,10.51542424,509.6844592,1.487254199,3.738587871,88.4911562,5.560858768,30.29497632,212.4690465,10.86216872,21.37687462,45.59942237,6.352042375,50.21957232,16.76324918,8.734827225,7.662321894,111.0177102,107.3849759,0,0,0,0,0
333,26335.93331,3841.710364,5692.084343,4383.40232,8461.635265,12954.06767,14928.28108,2187.81939,2528.397032,4417.001201,6218.684229,6043.690943,6695.50549,1372.919924,14079.20173,1643.975254,426.9530365,1934.944546,9644.216362,808.2256789,89.05797102,5654.539272,1313.362581,6050.604697,11721.94146,5243.95308,10071.74253,623.4571369,3166.599766,1134.95032,6835.112038,625.9529869,182.2582061,139.2341343,1307.787217,51.89939324,5522.531925,891.8725864,1051.5474,480.5065343,186.7683472,2909.227199,843.9366918,5186.320132,245.9199399,496.2903867,3.247119794,0,2065.564372,12031.46193,141.6562864,141.5238873,2759.911485,685.4379151,2679.43148,1337.195117,651.2526898,696.1813124,850.2176156,402.9687972,225.2602353,863.351338,1663.246429,928.4828141,5763.722544,3821.863592,0,0,0,0,0
