,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.01520668922,0.01520668922,0.8842820452,0.7466285004,0.4499866548,0.01687601529,0.02232059492,0.01520668922,0.04128298634,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.02930088947,0.01940658503,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.02015293506,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01559829663,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0.01520668922,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.9471450264,0.9471450264,0.07832105866,0.2159347858,0.512490825,0.9454761832,0.9400331785,0.9471450264,0.9210762721,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9330549031,0.9429463455,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9422002113,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9467535323,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0.9471450264,0,0,0,0,0
321,0.0007196264704,0.0007196264704,0.0007148213222,0.0007155824135,0.0007172225567,0.0007196172407,0.0007195871374,0.0007196264704,0.0007194822937,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007195485431,0.0007196032491,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007195991225,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196243052,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0.0007196264704,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
