anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,27877.4665,10787.13678,3298.316228,787.641367,397.7260542,589.2146946,382.9823414,2157.564457,2295.120018,2020.103644,137.4608133,67.66046813,1600.844595,2131.091685,2.475657128,0.9984949106,15920.46206,13900.35841,3113.221636
2011,28507.4065,10923.5149,3204.017473,889.147231,411.1623063,625.7784358,382.3305865,2308.41856,2426.673509,2037.467429,270.9511306,43.69851873,1737.959754,2281.33261,14.47556151,1.011118544,16069.0071,14031.53968,3108.024778
2012,29250.90413,11036.86577,3142.018,979.968,461.451,655.697,432.014,2529.13,2649.737,2082.712675,446.4173253,92.0023597,1789.203,2359.7,7.216396374,1.021610695,16357.34252,14274.62985,3237.764081
2013,29908.36823,11215.76062,3066.668636,1040.300973,467.9064184,697.436759,486.640999,2692.285149,2801.909263,2146.233583,546.0515662,99.35903489,1813.000954,2314.001983,10.61451293,1.038169825,16693.31103,14547.07745,3331.316835
2014,30753.88291,11462.74424,3043.148649,1120.873071,519.2699808,736.3419464,508.1175307,2884.602529,3011.476286,2219.579438,665.0230908,85.93533977,1861.772477,2400.943252,10.88006329,1.061031489,17075.01381,14855.43437,3392.690125
2015,31455.30846,11849.14413,3099.013496,1162.908228,523.9678862,771.8410725,562.3000943,3021.017281,3142.947135,2304.59301,716.424271,147.5990909,1786.331162,2449.018461,20.07751089,1.096798006,17596.09406,15291.50105,3442.356924
2016,32035.23639,12160.59202,3153.230443,1160.192463,494.6857711,845.5307864,602.4324513,3102.841472,3213.322113,2389.819924,713.0215479,71.52538544,1792.891133,2422.09463,8.881365127,1.125626707,17978.34783,15588.52791,3427.935886
2017,32887.97556,12389.28615,3174.345219,1217.722438,607.6384649,902.5941762,629.0185563,3356.973635,3472.406858,2480.223688,876.7499472,39.89095598,1869.897522,2503.170818,5.136771333,1.146795431,18447.79266,15967.56897,3578.28282
2018,34167.59819,12512.15052,3247.706474,1277.112406,967.799564,984.9626808,627.4769191,3857.35157,3991.5952,2581.304577,1276.046993,-13.55466965,1924.276746,2597.656693,7.541198457,1.158168184,19072.05878,16490.7542,3978.603679
2019,35624.27018,11961.86648,3372.528694,1294.274697,2503.097787,1064.490259,622.2039545,5484.066697,5471.287808,2707.714648,2776.352049,-258.8722353,1937.66587,2611.611357,28.89460524,1.107231979,19901.75987,17194.04522,5232.178737
