anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,27834.97828,11655.04576,3298.316228,169.4182564,76.25324236,31.32853534,1438.848019,1715.848053,1814.03402,2020.103644,-304.2555906,-360.7579773,1600.844595,2131.091685,0,1.078831586,15876.39094,13856.28729,2201.241535
2011,28948.43995,11913.58363,3204.017473,153.4763899,444.7667191,198.6871249,712.6286616,1509.558896,1549.220603,1795.684619,-286.1257235,139.6782351,1737.959754,2281.33261,0,1.10276275,16263.12708,14467.44246,2553.858837
2012,29714.95098,12084.68065,3142.018,339.4280506,324.8845825,314.3134588,829.2565193,1807.882611,1857.967848,1685.911982,121.9706289,67.84351199,1789.203,2359.7,0,1.118600086,16582.01301,14896.10103,2811.420378
2013,30207.56863,12371.89817,3066.668636,332.5887386,600.7043439,355.4288284,549.1387175,1837.860628,1892.238467,1669.982351,167.8782776,51.68609215,1813.000954,2314.001983,0,1.145185939,16881.49034,15211.50799,2839.609816
2014,30789.44444,13002.52498,3043.148649,424.9248378,567.4796827,371.3914671,248.1157944,1611.911782,1644.300036,1679.557673,-67.64589104,49.08255582,1861.772477,2400.943252,0,1.20355895,17199.88544,15520.32777,2517.802792
2015,31496.85866,13604.43455,3099.013496,651.2322909,285.8220834,371.4131081,280.4109699,1588.878452,1608.460389,1696.692735,-107.8142826,99.39523204,1786.331162,2449.018461,0,1.259273794,17748.61636,16051.92363,2447.489083
2016,32046.35002,14030.34817,3153.230443,651.0613883,317.3608662,569.0897947,0,1537.512049,1534.559105,1728.528199,-191.0161502,61.92556972,1792.891133,2422.09463,0,1.298697841,18150.85979,16422.33159,2391.983421
2017,33001.47166,14282.6966,3174.345219,580.809534,71.95872638,838.2951801,0,1491.06344,1453.118071,1799.522605,-308.4591645,375.2819217,1869.897522,2503.170818,0,1.32205609,18652.16852,16852.64592,2569.949311
2018,33858.57699,14564.05918,3247.706474,548.5799633,572.7674542,805.6212673,0,1926.968685,1856.50961,1936.801295,-9.83261011,124.7037915,1924.276746,2597.656693,0,1.348099989,19119.5991,17182.79781,2618.738633
2019,34631.55679,14885.11475,3372.528694,1856.937372,365.9638223,819.857619,0,3042.758814,2321.977596,2057.458308,985.3005061,-219.8985586,1937.66587,2611.710152,0,1.377818009,19685.6782,17628.21989,2743.105143
