anno,produzione_lorda,consumo_privato,consumo_pubblico_e_inv_pubblici,investimento_E,investimento_S,investimento_N,investimento_R,investimento_totale_FA,domanda_di_prodotti_per_investimento,ammortamento,investimento_netto,variazione_scorte,esportazioni,importazioni,residuo_materiale,gamma,prodotto_finale_lordo,prodotto_netto,surplus_economico
2010,27883.03826,10802.68709,3298.316228,787.641367,397.7260542,589.2146946,382.9823414,2157.564457,2295.120018,2020.103644,137.4608133,23.35825093,1600.844595,2131.091685,32.40562994,0.9999343019,15921.64013,13901.53648,3098.849392
2011,28487.64654,10919.50347,3204.017473,889.147231,411.1623063,625.6788907,382.3305865,2308.319015,2426.573812,2037.467429,270.8515856,-0.02944013735,1737.959754,2281.33261,47.38186414,1.010747232,16054.07432,14016.60689,3097.103425
2012,29228.06909,11048.28347,3142.018,979.968,461.451,655.697,432.014,2529.13,2649.737,2082.660298,446.4697018,17.51651541,1789.203,2359.7,52.82595858,1.022667557,16339.88394,14257.22365,3208.940176
2013,29869.54993,11194.12113,3066.668636,1040.300973,467.9064184,697.4182736,486.640999,2692.266664,2801.89109,2146.208765,546.0578989,50.87085885,1813.000954,2314.001983,51.8702794,1.036166799,16664.42097,14518.2122,3324.09107
2014,30748.54849,11473.66234,3043.148649,1135.531112,519.2634825,736.3419464,508.1175307,2899.254071,3027.331963,2219.560612,679.6934588,26.4854948,1861.772477,2400.943252,40.65175008,1.062042105,17072.10942,14852.5488,3378.886468
2015,31443.3458,11874.9331,3099.013496,1166.454476,515.2763645,771.8410725,562.3000943,3015.872007,3137.598958,2307.367953,708.5040539,66.84456363,1786.331162,2449.018461,75.45206952,1.099185123,17591.15489,15283.78694,3408.853835
2016,31985.44868,12138.47447,3153.230443,1167.009602,494.6857711,845.5307864,602.4324513,3109.658611,3220.305704,2392.790571,716.8680396,-14.35578696,1792.891133,2422.09463,74.07607446,1.123579429,17942.52741,15549.73684,3411.262367
2017,32711.64499,12367.93885,3174.345219,1223.329217,505.3221883,908.7685163,629.0185563,3266.438478,3375.539495,2484.362305,782.0761725,-4.461021715,1869.897522,2503.170818,61.44568108,1.14481945,18341.53493,15857.17262,3489.233772
2018,33700.74175,12610.99509,3247.706474,1277.112406,541.3342036,984.9626808,627.4769191,3430.886209,3540.192361,2586.205152,844.6810575,33.40299068,1924.276746,2597.656693,63.96932439,1.167317582,18822.88629,16236.68114,3625.68605
2019,34304.56186,12832.48351,3372.528694,1294.274697,552.0009372,1064.490259,622.2039545,3532.969848,3613.921401,2698.829844,834.1400037,54.82232732,1937.66587,2611.710152,56.039013,1.187819321,19255.75067,16556.92082,3724.43731
