anno,metodo_g17,errore_u_senza_deriva,errore_u_con_deriva
2015,fisico,0.06689727169,0.04011736959
2015,indagine+capitale,0.03777318097,0.0219771657
2015,misto,0.07945895184,0.03274002581
2015,tutti,0.0497157243,0.02875475228
2016,fisico,0.1031882262,0.07909743355
2016,indagine+capitale,0.05384136221,0.03528577024
2016,misto,0.1187979027,0.0287390489
2016,tutti,0.07382968622,0.0502399696
