,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
111CA,419618.6498,4878.848921,0,0,0,0,0,8.750616588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452.925009,0,0,0,0,0,0,0,0,0,0
113FF,20.28253713,51819.20384,0,0,0,0,1163.809557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,342502.073,82.87503458,44826.09609,0,1351.338384,0,0,0,14.79414261,217.8019078,0,0,0,0,0,0,0,0,0,0,0,34214.97035,281.8530985,0,1354.432013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4586486,1800.037953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,102015.9387,8619.549902,0,8245.614269,0,239.3713672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5035206,2575.82415,0,511.307787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023415701,166.3078543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,218.1902839,30.13637621,148076.4794,0,8824.220802,0,0,0,1011.919355,0,0,0,0,0,0,0,0,0,0,0,0,3.281382023,0,0,749.0125456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.82642465,714.1454921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,95.39921505,0,0,463614.0182,1660.431125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.1465037,0,0,0,331.461142,0,0,0,0,0,2960.729666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.3965711,135.9811279,0,0,1.920716899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.587885,0,0
23,0,0,0,0,0,0,1191405.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.415902,106.6326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,637.0325995,81879.51941,75.39255661,0,256.4318053,0,0,0,0,0,325.4307053,0.9842333586,0,0,0,125.7593021,0,0,9.786565919,160.9763136,1121.578371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39806691,217.1784921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.70141757,0
327,0,0,1.889093367,525.2339854,0,0,850.9473926,9.625678247,101634.8207,0,215.008206,3.872033916,0,216.1121451,0,9.697019443,86.20039514,2.952700076,0,422.9328372,5.729088085,179.5190038,0,27.34485019,126.2467004,152.2486822,1685.278228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.65563962,877.5185019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.752650966,0
331,0,0,0,0,0,0,299.6691814,0,6.596848703,269946.7846,1354.157187,306.8586878,1.02833295,744.3862774,0,0,0,0,0,17.58150363,0,1.919989346,0,2817.613363,237.8135518,0,1179.791782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.35811063,705.3409586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.9347025,0
