serie_g17,industrie_io,metodo_capacita_fed,anno,capacita_perc_produzione_2017,utilizzo_percento,produzione_approssimata_perc_2017
G21,211;212;213,fisico,2003,91.66308333,87.66186667,80.35356989
G21,211;212;213,fisico,2004,90.92720833,88.267975,80.25960552
G21,211;212;213,fisico,2005,89.88743333,88.22969167,79.30740528
G21,211;212;213,fisico,2006,90.648775,89.61628333,81.23606304
G21,211;212;213,fisico,2007,92.06964167,88.93896667,81.88578791
G21,211;212;213,fisico,2008,92.89403333,89.39333333,83.04107286
G21,211;212;213,fisico,2009,98.09804167,80.275675,78.74886511
G21,211;212;213,fisico,2010,98.97783333,83.33163333,82.47984515
G21,211;212;213,fisico,2011,102.0604167,85.94175,87.71250814
G21,211;212;213,fisico,2012,108.5200833,87.32050833,94.76028841
G21,211;212;213,fisico,2013,118.3778833,85.00951667,100.6324665
G21,211;212;213,fisico,2014,128.6945917,86.39435833,111.1848667
G21,211;212;213,fisico,2015,136.3632417,76.68818333,104.5744928
G21,211;212;213,fisico,2016,136.9639583,66.82450833,91.52549175
G21,211;212;213,fisico,2017,139.5454583,71.65705,99.99415885
G21,211;212;213,fisico,2018,140.5029667,80.63430833,113.2935954
G21,211;212;213,fisico,2019,151.54175,79.756325,120.8641306
G2211A2,22,fisico,1997,92.32363333,90.14523333,83.22535469
G2211A2,22,fisico,1998,92.327775,92.60573333,85.50081311
G2211A2,22,fisico,1999,93.56943333,94.17793333,88.12175855
G2211A2,22,fisico,2000,96.163475,94.25983333,90.64353126
G2211A2,22,fisico,2001,100.3260667,90.07583333,90.3695406
G2211A2,22,fisico,2002,106.1671333,87.554875,92.95450088
G2211A2,22,fisico,2003,110.4521417,85.59681667,94.54351721
G2211A2,22,fisico,2004,113.7191583,84.36828333,95.94290171
G2211A2,22,fisico,2005,115.4448417,84.90324167,98.01641291
G2211A2,22,fisico,2006,116.9122083,83.55104167,97.6813679
G2211A2,22,fisico,2007,117.5655833,85.69834167,100.7517553
G2211A2,22,fisico,2008,119.4041333,84.09476667,100.4126273
G2211A2,22,fisico,2009,121.171025,80.50711667,97.55129846
G2211A2,22,fisico,2010,122.0788167,82.91515,101.221834
G2211A2,22,fisico,2011,123.8209917,81.44915,100.8511452
G2211A2,22,fisico,2012,125.583825,78.432425,98.49843936
G2211A2,22,fisico,2013,125.8364917,80.01065833,100.6826054
G2211A2,22,fisico,2014,126.0320417,80.90673333,101.9684079
G2211A2,22,fisico,2015,126.4179167,80.05801667,101.2076768
G2211A2,22,fisico,2016,127.5576833,78.99399167,100.7629057
G2211A2,22,fisico,2017,129.2096583,77.39045,99.99593603
G2211A2,22,fisico,2018,129.9351917,80.707825,104.8678671
G2211A2,22,fisico,2019,131.2912,79.22504167,104.0155079
