industria_io,tipo,anno,K_inizio_2012,I_2012,D_2012,K_fine_2012,delta_annuo,altre_variazioni_2012,altre_variazioni_rel,K_inizio_corrente,I_corrente,D_corrente,K_fine_corrente,rivalutazioni_e_altre_variazioni_corrente
5415,E,2010,23998.11299,8881.085983,6586.869196,26265.47558,0.2744744638,-26.85419293,-0.001119012688,25695,9530,7017,27516,-692
5415,E,2011,26265.47558,7290.311985,7122.684435,26430.76569,0.271180486,-2.337447839,-8.899316639e-05,27516,7487,7300,26776,-927
5415,E,2012,26430.76569,8079,7460,27038,0.2822468365,-11.76568655,-0.0004451511806,26776,8079,7460,27038,-357
5415,E,2013,27038,9111.411427,7795.944058,28344.43099,0.288332867,-9.036375092,-0.0003342101891,27038,8952,7678,27805,-507
5415,E,2014,28344.43099,6659.865878,7812.962683,27201.87036,0.2756436594,10.53617351,0.0003717193515,27805,6440,7621,26299,-325
5415,E,2015,27201.87036,7109.110588,7573.40749,26741.65226,0.2784149541,4.078799813,0.0001499455647,26299,6676,7236,24930,-809
5415,E,2016,26741.65226,6401.887433,7250.822026,25900.30895,0.2711433817,7.591279862,0.0002838747505,24930,5788,6738,23395,-585
5415,E,2017,25900.30895,6464.348208,6855.742275,25510.66505,0.2646973165,1.750174891,6.757351406e-05,23395,5705,6251,22794,-55
5415,E,2018,25510.66505,8590.669373,6758.359965,27231.39445,0.2649229234,-111.5800138,-0.004373857505,22794,7537,6090,23866,-375
5415,E,2019,27231.39445,9209.961935,6983.872477,29446.11897,0.2564640048,-11.36494137,-0.0004173470218,23866,7797,6063,24762,-838
5415,N,2008,40375.11659,20294.9621,18942.48474,41727.62772,0.469162354,0.03378177084,8.366977905e-07,38539,19731,18488,40054,272
5415,N,2009,41727.62772,21988.12033,19763.91265,43942.42725,0.473640936,-9.40815276,-0.000225465795,40054,21223,19016,42105,-156
5415,N,2010,43942.42725,18917.55895,20002.26031,42862.49735,0.4551924317,4.771461663,0.0001085843901,42105,18354,19379,41690,610
5415,N,2011,42862.49735,19527.47196,19642.58171,42749.17061,0.4582696511,1.783010668,4.159838502e-05,41690,19301,19409,42461,879
5415,N,2012,42749.17061,17235,19141,40841,0.4477513768,-2.170612052,-5.077553602e-05,42461,17235,19141,40841,286
5415,N,2013,40841,18236.03996,18694.38201,40364.80676,0.457735658,-17.85119621,-0.0004370900862,40841,18236,18759,41206,888
5415,N,2014,40364.80676,18898.91112,18715.36679,40544.82667,0.4636555528,-3.524423047,-8.731425542e-05,41206,19100,18942,41613,249
5415,N,2015,40544.82667,23273.79899,19621.53651,44182.97846,0.4839467357,-14.11068821,-0.0003480268477,41613,23654,19944,44896,-427
5415,N,2016,44182.97846,26149.35093,21558.48204,48763.20016,0.487936368,-10.64719225,-0.0002409795043,44896,26233,21583,50000,454
5415,N,2017,48763.20016,24833.14562,23115.24033,50460.51642,0.4740304216,-20.58902138,-0.0004222245734,50000,24983,23422,52641,1080
5415,N,2018,50460.51642,31935.70821,25327.95706,57018.88437,0.5019361444,-49.38320541,-0.0009786504163,52641,32196,25803,59424,390
5415,N,2019,57018.88437,37449.37874,29091.56971,65337.61166,0.5102093812,-39.08174375,-0.0006854175452,59424,38075,29568,68139,208
5415,S,2008,23423.79678,1598.194953,601.7666667,24430.99494,0.0256903982,10.76986985,0.0004597832686,21801,1531,576,24200,1444
5415,S,2009,24430.99494,1373.718796,626.2333333,25188.75424,0.02563273968,10.27383933,0.0004205248027,24200,1346,613,23916,-1017
5415,S,2010,25188.75424,693.8612981,638.0777778,25250.31131,0.02533185134,5.773546104,0.0002292112603,23916,664,608,24033,61
5415,S,2011,25250.31131,895.3145843,642.5925926,25503.81458,0.02544889783,0.7812787927,3.094135289e-05,24033,874,626,25207,926
5415,S,2012,25503.81458,839,648,25696,0.0254079639,1.185423194,4.648023104e-05,25207,839,648,25696,298
5415,S,2013,25696,1013.444563,654.2,26057.3754,0.02545921544,2.130837873,8.292488611e-05,25696,1028,664,26800,740
5415,S,2014,26057.3754,732.0538664,660.5,26128.00957,0.02534790975,-0.919692777,-3.52949122e-05,26800,763,689,27524,650
5415,S,2015,26128.00957,749.1547076,662.3111111,26214.9328,0.02534870133,0.07962645999,3.0475517e-06,27524,801,707,28146,528
5415,S,2016,26214.9328,1508.664386,674.0111111,27050.92441,0.02571096086,1.338339015,5.105254417e-05,28146,1637,731,29497,445
5415,S,2017,27050.92441,1019.437602,688.4111111,27387.72727,0.02544870928,5.776365613,0.0002135367178,29497,1135,763,30596,727
5415,S,2018,27387.72727,1338.227559,698.2851852,27919.5297,0.02549628081,-108.1399397,-0.003948481691,30596,1553,807,32906,1564
5415,S,2019,27919.5297,1132.585901,709.8666667,28346.62372,0.02542545216,4.374786264,0.0001566926919,32906,1373,859,34578,1158
55,E,2008,39389.00733,7346.37614,6127.389389,40605.28363,0.155560899,-2.710452878,-6.881241904e-05,38333,7803,6241,40639,744
55,E,2009,40605.28363,6900.393962,6367.030461,41123.73507,0.1568030043,-14.91205305,-0.0003672441545,40639,7267,6446,40690,-770
55,E,2010,41123.73507,7358.030964,6553.692273,41905.68863,0.1593652002,-22.38513796,-0.0005443362069,40690,7559,6569,41625,-55
55,E,2011,41905.68863,8894.486906,6850.724255,43925.72316,0.1634795771,-23.72811385,-0.0005662265584,41625,9043,6868,43994,194
55,E,2012,43925.72316,9427,7248,46067,0.1650058207,-37.72316383,-0.0008587943718,43994,9427,7248,46067,-106
55,E,2013,46067,9600.326141,7623.866475,48006.63185,0.1654951804,-36.82781997,-0.0007994403796,46067,9420,7567,47253,-667
55,E,2014,48006.63185,9671.317449,7938.278642,49701.66973,0.1653579586,-38.00092325,-0.000791576534,47253,9251,7791,48059,-654
55,E,2015,49701.66973,9853.801884,8224.822324,51290.25327,0.1654838231,-40.39602259,-0.0008127699293,48059,9129,7909,48018,-1261
55,E,2016,51290.25327,10830.32147,8555.571024,53523.82339,0.1668069561,-41.18032128,-0.0008028878521,48018,9689,8031,48887,-789
55,E,2017,53523.82339,12497.25262,9068.177587,56923.31149,0.1694232028,-29.58693519,-0.0005527806743,48887,11174,8422,51661,22
55,E,2018,56923.31149,12475.71041,9658.777395,59724.49715,0.1696805253,-15.74734656,-0.0002766414348,51661,11149,8944,53859,-7
55,E,2019,59724.49715,12734.583,10175.04052,62249.39714,0.170366282,-34.64249144,-0.0005800382271,53859,11053,9299,55043,-570
55,N,2008,27261.37343,17763.36426,12152.9771,32853.90524,0.445794748,-17.85534927,-0.0006549688083,27471,18345,12541,33596,321
55,N,2009,32853.90524,19877.10801,14560.43778,38156.7875,0.4431874286,-13.78796709,-0.0004196751343,33596,20373,14917,38399,-653
55,N,2010,38156.7875,18413.9504,16208.51683,40358.3034,0.4247872499,-3.917678538,-0.0001026731755,38399,18476,16270,40335,-270
55,N,2011,40358.3034,22233.40944,17716.65747,44860.30756,0.4389841985,-14.74780386,-0.0003654217996,40335,22393,17837,45088,197
55,N,2012,44860.30756,24888,19900,49826,0.443599277,-22.30755816,-0.0004972671695,45088,24888,19900,49826,-250
55,N,2013,49826,22538.07347,21386.09532,50963.80723,0.4292155766,-14.17091817,-0.0002844081036,49826,22418,21286,50920,-38
55,N,2014,50963.80723,21157.10866,21698.17432,50409.30503,0.4257565417,-13.43654797,-0.0002636488265,50920,20872,21445,50098,-249
55,N,2015,50409.30503,19659.75597,21405.44038,48652.5824,0.4246327215,-11.03822004,-0.000218971875,50098,19159,20939,47986,-332
55,N,2016,48652.5824,20913.785,21232.5692,48313.40381,0.4364119673,-20.39439362,-0.0004191841956,47986,20081,20496,47168,-403
55,N,2017,48313.40381,21917.37529,21622.59897,48575.55334,0.4475486566,-32.62679432,-0.00067531558,47168,20695,20566,46941,-356
55,N,2018,48575.55334,22789.70603,22208.17104,49132.32081,0.4571882256,-24.76752068,-0.0005098762438,46941,20980,20528,46479,-914
55,N,2019,49132.32081,24844.84606,23012.79114,50940.83332,0.4683839632,-23.54240458,-0.000479163292,46479,22530,20864,47190,-955
55,S,2008,299459.6153,4396.268022,7664.174711,296217.5553,0.02559334989,25.84668356,8.63110825e-05,277993,4247,7304,293280,18344
55,S,2009,296217.5553,3354.663603,7565.804543,292012.8046,0.02554137798,6.390229354,2.157275705e-05,293280,3277,7385,276267,-12905
55,S,2010,292012.8046,2749.869802,7447.673197,287308.6478,0.02550461172,-6.353339512,-2.175705795e-05,276267,2619,7074,272542,730
55,S,2011,287308.6478,2235.636955,7320.635349,282208.8194,0.0254800383,-14.83000838,-5.161699272e-05,272542,2184,7110,278044,10428
55,S,2012,282208.8194,3558,7202,278547,0.02552010959,-17.81942579,-6.314269634e-05,278044,3558,7202,278547,4147
55,S,2013,278547,2439.658143,7092.493373,273875.4896,0.02546246548,-18.67516125,-6.704491972e-05,278547,2483,7224,281879,8073
55,S,2014,273875.4896,2616.266127,6971.925191,269503.4899,0.02545655035,-16.34065664,-5.966454559e-05,281879,2731,7300,283933,6623
55,S,2015,269503.4899,2981.189621,6865.031242,265603.0072,0.0254728844,-16.6411148,-6.174730728e-05,283933,3173,7348,284991,5233
55,S,2016,265603.0072,4605.378815,6787.654011,263417.9507,0.0255556369,-2.781214022,-1.047131978e-05,284991,4961,7364,286846,4258
55,S,2017,263417.9507,4116.325628,6727.591924,260817.7692,0.02553961074,11.08473186,4.208039669e-05,286846,4553,7472,291576,7649
55,S,2018,260817.7692,3976.164814,6657.441477,258145.4554,0.02552526041,8.962862193,3.436446152e-05,291576,4582,7691,303363,14896
55,S,2019,258145.4554,3966.172547,6590.152756,255525.8217,0.02552883508,4.346537439,1.683755165e-05,303363,4788,7980,311638,11467
561,E,2008,68890.85756,12441.91157,12017.99646,69313.17555,0.174449802,-1.597125341,-2.318341501e-05,68481,12838,12136,69838,655
561,E,2009,69313.17555,12828.76087,12162.64468,69970.06961,0.1754737765,-9.222125784,-0.0001330501122,69838,13177,12204,69560,-1251
561,E,2010,69970.06961,15352.53377,12563.34585,72755.21883,0.1795531421,-4.038701118,-5.772041017e-05,69560,15404,12483,72205,-276
561,E,2011,72755.21883,16195.01827,13208.79038,75726.34786,0.1815511051,-15.09886104,-0.0002075295942,72205,16223,13171,75734,477
561,E,2012,75726.34786,16585,13881,78415,0.1833047597,-15.34786138,-0.0002026753146,75734,16585,13881,78415,-23
561,E,2013,78415,18765.43088,14657.73986,82512.96759,0.1869252039,-9.72342191,-0.0001239995143,78415,18672,14609,81743,-735
561,E,2014,82512.96759,19505.97544,15491.94902,86519.433,0.1877516889,-7.561015262,-9.16342665e-05,81743,19343,15390,85117,-579
561,E,2015,86519.433,20061.5732,16250.07704,90330.88984,0.1878199669,-0.03931528991,-4.544099348e-07,85117,19844,16054,87628,-1279
561,E,2016,90330.88984,21270.0835,17040.69714,94567.02124,0.1886475066,6.745034532,7.467029877e-05,87628,20995,16699,91365,-559
561,E,2017,94567.02124,18809.84815,17560.46715,95832.609,0.1856933519,16.20675925,0.0001713785529,91365,18747,17270,93045,203
561,E,2018,95832.609,20235.46003,17950.1683,98128.75008,0.1873075197,10.84934299,0.0001132113912,93045,20393,17860,96495,917
561,E,2019,98128.75008,22870.89048,18682.44012,102326.7278,0.1903870181,9.527338449,9.709018449e-05,96495,23038,18663,100672,-198
561,N,2008,21113.41439,10185.54517,9649.333277,21651.85263,0.4570238191,2.226349452,0.0001054471537,21895,10787,10254,22617,189
561,N,2009,21651.85263,13656.83253,10483.14736,24813.63884,0.4841686087,-11.89895614,-0.0005495583378,22617,14257,10966,25310,-598
561,N,2010,24813.63884,13790.04488,11672.53351,26930.96054,0.4704079714,-0.1896655417,-7.643600477e-06,25310,13972,11850,27144,-288
561,N,2011,26930.96054,15170.32352,12699.13785,29393.3864,0.4715441855,-8.759810821,-0.0003252691565,27144,15358,12860,29674,32
561,N,2012,29393.3864,17652,14099,32932,0.4796657251,-14.38640126,-0.0004894434777,29674,17652,14099,32932,-295
561,N,2013,32932,19550.28222,15841.36379,36622.24486,0.4810325455,-18.67356933,-0.0005670341712,32932,19391,15709,36488,-126
561,N,2014,36622.24486,21250.20236,17657.72638,40191.50128,0.4821584927,-23.21955742,-0.0006340287853,36488,20856,17331,39728,-285
561,N,2015,40191.50128,21614.14094,19199.40525,42589.43157,0.4776981362,-16.80539907,-0.0004181331509,39728,20920,18593,41729,-326
561,N,2016,42589.43157,24374.03556,20804.92082,46130.79402,0.4884996126,-27.75228004,-0.0006516236309,41729,23253,19870,44651,-461
561,N,2017,46130.79402,23454.23719,22188.80969,47378.89599,0.4809977839,-17.32553077,-0.0003755740853,44651,22012,20880,45316,-467
561,N,2018,47378.89599,26120.68366,23411.32816,50058.73384,0.4941298794,-29.51765036,-0.0006230126251,45316,23837,21418,46751,-984
561,N,2019,50058.73384,29977.56948,25442.00776,54557.982,0.5082431338,-36.31355884,-0.0007254190439,46751,26893,22828,49751,-1065
561,S,2008,51399.26043,2705.957273,1295.575971,52837.42598,0.02520612087,27.78425415,0.0005405574695,48506,2680,1252,52747,2813
561,S,2009,52837.42598,4066.30793,1346.88068,55592.94436,0.0254910351,36.09112941,0.0006830599473,52747,4058,1325,52910,-2570
561,S,2010,55592.94436,1927.299853,1386.161853,56141.77516,0.02493413272,7.692795975,0.0001383771999,52910,1858,1323,53450,5
561,S,2011,56141.77516,1820.446356,1396.659755,56570.37519,0.02487737075,4.8134261,8.573697725e-05,53450,1783,1361,55690,1818
561,S,2012,56570.37519,1967,1405,57134,0.02483632105,1.62481345,2.872198469e-05,55690,1967,1405,57134,882
561,S,2013,57134,2072.303232,1417.801237,57790.09902,0.02481536804,1.597027529,2.795231437e-05,57134,2113,1448,59718,1919
561,S,2014,57790.09902,2254.132259,1431.819059,58617.47093,0.02477620014,5.058709384,8.753591825e-05,59718,2364,1512,62141,1571
561,S,2015,58617.47093,3190.071655,1460.197281,60346.48852,0.02491061552,-0.8567818349,-1.461649268e-05,62141,3407,1581,65180,1213
561,S,2016,60346.48852,4403.182239,1515.623614,63240.69323,0.02511535718,6.646077627,0.0001101319694,65180,4760,1672,69584,1316
561,S,2017,63240.69323,2838.559479,1563.153547,64506.80406,0.02471752707,-9.295100155,-0.0001469797322,69584,3132,1769,72787,1840
561,S,2018,64506.80406,4070.843197,1606.202361,66968.76569,0.02489973554,-2.679208799,-4.153373955e-05,72787,4677,1897,79469,3902
561,S,2019,66968.76569,3831.516095,1658.408244,69135.0182,0.02476390639,-6.855335829,-0.0001023661667,79469,4615,2054,84928,2898
562,E,2008,25582.51439,3234.580107,3715.850246,24899.70538,0.1452496103,-201.538871,-0.007877993068,23257,3053,3477,23578,745
562,E,2009,24899.70538,3199.936824,3625.323945,24463.94682,0.1455970619,-10.37143302,-0.0004165283431,23578,3067,3451,23237,43
562,E,2010,24463.94682,3778.738348,3610.943198,24629.7854,0.1476026425,-1.956570802,-7.997772461e-05,23237,3647,3467,23730,313
562,E,2011,24629.7854,5155.350286,3762.336927,26022.56444,0.1527555708,-0.2343194469,-9.513661736e-06,23730,5070,3688,25729,617
562,E,2012,26022.56444,4027,3909,26134,0.1502157871,-6.564440229,-0.0002522595436,25729,4027,3909,26134,287
562,E,2013,26134,4692.115957,4000.674283,26826.14209,0.153083121,0.7004184462,2.680104256e-05,26134,4714,4022,26890,64
562,E,2014,26826.14209,5183.06182,4157.667545,27860.4056,0.1549856677,8.869232843,0.0003306190213,26890,5250,4209,28068,137
562,E,2015,27860.4056,4916.899674,4306.007652,28481.99606,0.1545565314,10.6984391,0.0003840015559,28068,5016,4381,28608,-95
562,E,2016,28481.99606,5582.410146,4458.262201,29618.95134,0.1565291348,12.80733485,0.0004496642307,28608,5695,4536,29799,32
562,E,2017,29618.95134,6237.074545,4682.045095,31199.89554,0.1580759913,25.91474424,0.0008749379391,29799,6451,4810,31745,305
562,E,2018,31199.89554,6123.791863,4916.79563,32422.47508,0.1575901312,15.58330968,0.0004994667261,31745,6616,5276,34175,1090
562,E,2019,32422.47508,6786.457876,5161.860731,34064.65235,0.1592062518,17.58013009,0.0005422204829,34175,7480,5648,36272,265
562,N,2008,874.1276327,179.4226935,237.5361994,801.8739471,0.2717408655,-14.14017971,-0.01617633304,850,187,248,784,-5
562,N,2009,801.8739471,208.7509495,226.4989675,781.7472304,0.2824620607,-2.378698648,-0.002966424656,784,216,233,761,-6
562,N,2010,781.7472304,229.9309215,232.5834826,778.5429584,0.2975175013,-0.5517108979,-0.0007057407772,761,231,232,766,6
562,N,2011,778.5429584,329.6665754,256.7374359,850.0440075,0.3297665635,-1.428090396,-0.001834311621,766,333,259,851,11
562,N,2012,850.0440075,317,286,880,0.3364531689,-1.044007476,-0.001228180503,851,317,286,880,-2
562,N,2013,880,340.6382221,301.775352,914.4280503,0.3429265364,-4.434819734,-0.00503956788,880,336,301,928,13
562,N,2014,914.4280503,355.777925,317.3984674,951.661797,0.3471005371,-1.145710951,-0.001252926297,928,351,314,967,2
562,N,2015,951.661797,331.2789007,320.5502438,960.5707596,0.3368321024,-1.819694247,-0.001912122829,967,327,316,968,-10
562,N,2016,960.5707596,381.642163,324.404737,1016.452128,0.3377208121,-1.356058058,-0.00141172115,968,374,316,1029,3
562,N,2017,1016.452128,401.4735611,337.6373712,1077.973066,0.3321724281,-2.31525122,-0.002277776943,1029,395,330,1113,19
562,N,2018,1077.973066,459.5694022,356.9508633,1177.36664,0.3311315231,-3.224965393,-0.00299169385,1113,453,349,1222,5
562,N,2019,1177.36664,530.7122112,390.1339379,1316.653585,0.3313614678,-1.291328063,-0.001096793487,1222,526,379,1370,1
562,S,2008,74758.11814,1315.848841,1736.389112,73779.37086,0.02322676326,-558.2070074,-0.007466841346,67345,1228,1602,68842,1871
562,S,2009,73779.37086,895.6881755,1716.37811,72955.33627,0.02326365879,-3.344655649,-4.533320913e-05,68842,831,1584,66069,-2020
562,S,2010,72955.33627,938.8920673,1697.927538,72190.80091,0.02327352083,-5.499889326,-7.538707389e-05,66069,856,1575,67329,1979
562,S,2011,72190.80091,735.9572309,1676.458296,71242.42695,0.02322260281,-7.87289117,-0.000109056709,67329,708,1617,69590,3170
562,S,2012,71242.42695,516,1655,70094,0.02323053931,-9.426952456,-0.000132322169,69590,516,1655,70094,1643
562,S,2013,70094,663.1827552,1631.949372,69116.06052,0.02328229765,-9.172867281,-0.0001308652279,70094,670,1660,70563,1459
562,S,2014,69116.06052,663.3177649,1608.803502,68161.21952,0.02327684029,-9.355262866,-0.0001353558463,70563,687,1681,71557,1988
562,S,2015,68161.21952,1186.919929,1596.441622,67745.69218,0.02342155309,-6.005643815,-8.810939501e-05,71557,1258,1700,71810,695
562,S,2016,67745.69218,1478.37732,1592.870944,67626.65257,0.02351250526,-4.545991173,-6.710376744e-05,71810,1592,1718,73173,1489
562,S,2017,67626.65257,977.7380533,1590.879682,67006.58038,0.02352444815,-6.930554034,-0.000102482583,73173,1084,1757,74172,1672
562,S,2018,67006.58038,1121.519178,1579.688242,66541.26213,0.02357512103,-7.149185303,-0.0001066937794,74172,1285,1812,76960,3315
562,S,2019,66541.26213,1595.861825,1577.697266,66550.50343,0.02371005923,-8.92326054,-0.0001341011615,76960,1924,1880,78921,1917
61,E,2008,38079.84296,9405.134476,6760.356875,40711.47234,0.1775311123,-13.14821429,-0.0003452801606,38836,9879,7022,41892,199
61,E,2009,40711.47234,9152.122746,7191.274955,42657.59823,0.1766400118,-14.72190183,-0.000361615559,41892,9490,7377,43262,-743
61,E,2010,42657.59823,9849.182045,7600.506798,44893.24711,0.1781747476,-13.02637016,-0.0003053704546,43262,10036,7697,45219,-382
61,E,2011,44893.24711,9976.239347,8017.663254,46843.17551,0.1785939706,-8.64769495,-0.0001926279676,45219,10073,8073,47245,26
61,E,2012,46843.17551,9456,8344,47948,0.1781262673,-7.175506223,-0.0001531814644,47245,9456,8344,47948,-409
61,E,2013,47948,8958.865168,8489.332064,48406.82636,0.177052892,-10.70674188,-0.0002232990298,47948,8830,8401,47862,-515
61,E,2014,48406.82636,8934.351995,8517.529775,48809.64238,0.1759572031,-14.00620322,-0.0002893435548,47862,8646,8347,47677,-484
61,E,2015,48809.64238,10471.24104,8634.975864,50619.10197,0.1769112709,-26.80558703,-0.0005491863026,47677,9921,8352,48428,-818
61,E,2016,50619.10197,9114.320225,8729.48614,50985.06437,0.1724543858,-18.87168299,-0.0003728174198,48428,8418,8296,48078,-472
61,E,2017,50985.06437,9207.583973,8698.796014,51469.10532,0.1706145932,-24.74701078,-0.000485377651,48078,8372,8199,48224,-27
61,E,2018,51469.10532,8647.951997,8653.855303,51446.52913,0.1681368901,-16.67288239,-0.0003239396194,48224,7814,8117,48047,126
61,E,2019,51446.52913,9166.941417,8635.036676,51951.25589,0.1678448833,-27.17797534,-0.0005282761694,48047,8131,8013,47897,-268
61,N,2008,16227.81537,6492.588315,4886.57569,17836.70612,0.3011234463,2.878129823,0.0001773578117,15731,6582,4970,17627,284
61,N,2009,17836.70612,7645.644706,5526.827462,19958.16346,0.3098569559,2.640095909,0.0001480147674,17627,7720,5597,19569,-181
61,N,2010,19958.16346,8216.245874,6219.756441,21960.08625,0.3116397184,5.433355779,0.0002722372622,19569,8175,6205,21616,77
61,N,2011,21960.08625,9156.264043,6915.847544,24203.99241,0.3149280683,3.489653483,0.0001589089151,21616,9174,6938,24140,288
61,N,2012,24203.99241,10194,7707,26696,0.3184185431,5.00759467,0.0002068912676,24140,10194,7707,26696,69
61,N,2013,26696,10001.23822,8306.359746,28402.61405,0.3111462296,11.73557557,0.0004396005233,26696,10014,8302,28700,292
61,N,2014,28402.61405,10040.02376,8610.477839,29844.77473,0.3031579355,12.61475708,0.0004441407069,28700,10102,8621,30158,-23
61,N,2015,29844.77473,11209.81541,8995.098274,32072.81883,0.3013960854,13.32696486,0.0004465426522,30158,11131,8901,32014,-374
61,N,2016,32072.81883,10520.06706,9287.182138,33322.62084,0.2895655099,16.91708912,0.000527458756,32014,10466,9169,33615,304
61,N,2017,33322.62084,10469.65681,9345.340647,34461.55442,0.280450349,14.61741093,0.000438663303,33615,10466,9249,35221,389
61,N,2018,34461.55442,10626.17974,9421.969822,35680.01134,0.2734052477,14.24700123,0.0004134172549,35221,10705,9339,36969,382
61,N,2019,35680.01134,11423.48161,9632.768861,37485.35096,0.2699766199,14.62686329,0.0004099455897,36969,11511,9547,38696,-237
61,S,2008,398863.189,19533.49933,7880.783101,410524.6893,0.01975811085,8.78409497,2.202282691e-05,343855,17487,7055,388554,34267
61,S,2009,410524.6893,17266.23095,8086.466205,419716.7994,0.01969788034,12.3453608,3.007215187e-05,388554,16374,7672,392012,-5244
61,S,2010,419716.7994,13910.53164,8231.044165,425402.1572,0.01961094761,5.870309987,1.398635936e-05,392012,13095,7754,401828,4475
61,S,2011,425402.1572,13228.90536,8328.668135,430304.9448,0.01957834015,2.550380307,5.995221848e-06,401828,12812,8070,425164,18594
61,S,2012,430304.9448,14227,8429,436111,0.01958843397,8.055214432,1.871978124e-05,425164,14227,8429,436111,5149
61,S,2013,436111,12982.88161,8523.217075,440573.5765,0.01954368745,2.91201332,6.677229696e-06,436111,13192,8669,456504,15870
61,S,2014,440573.5765,13692.68955,8614.921807,445656.633,0.01955387764,5.288718474,1.200416629e-05,456504,14397,9062,471399,9560
61,S,2015,445656.633,15541.46883,8736.587718,452476.1549,0.01960385434,14.64081771,3.285223785e-05,471399,16684,9368,487886,9171
61,S,2016,452476.1549,17203.50351,8889.090782,460806.0154,0.01964543476,15.44772224,3.414041176e-05,487886,18659,9625,499361,2441
61,S,2017,460806.0154,19051.50504,9071.824737,470809.1606,0.01968686266,23.46493224,5.092149723e-05,499361,21171,10044,526776,16288
61,S,2018,470809.1606,19486.62307,9275.172583,481042.1391,0.01970049302,21.52802261,4.572558143e-05,526776,22564,10704,566991,28355
61,S,2019,481042.1391,16425.8757,9447.223498,488031.9896,0.01963907676,11.19823402,2.327911239e-05,566991,20095,11525,601298,25737
621,E,2008,109146.24,25253.58027,19397.73437,114884.5998,0.1777224243,-117.4860508,-0.001076409511,115100,27040,20545,120847,-748
621,E,2009,114884.5998,22819.60964,20181.24135,117487.398,0.1756653318,-35.57010852,-0.0003096159848,120847,23879,21053,121991,-1682
621,E,2010,117487.398,29490.47229,21151.83436,125723.9832,0.1800349205,-102.0527164,-0.0008686269178,121991,30266,21717,129191,-1349
621,E,2011,125723.9832,27042.62333,22295.88118,130430.8934,0.1773399204,-39.83201909,-0.000316821167,129191,27464,22652,133023,-980
621,E,2012,130430.8934,29000,23181,135651,0.1777262994,-598.8933709,-0.004591652755,133023,29000,23181,135651,-3191
621,E,2013,135651,31237.83973,24263.84352,142504.5763,0.1788696251,-120.4199392,-0.0008877187724,135651,30396,23644,139920,-2483
621,E,2014,142504.5763,31001.32565,25337.19344,148048.361,0.1777991563,-120.3474365,-0.0008445162929,139920,29410,24161,143228,-1941
621,E,2015,148048.361,32539.57138,26326.59151,154144.4506,0.1778242685,-116.8903217,-0.0007895414773,143228,30646,24907,148271,-696
621,E,2016,154144.4506,32489.95498,27262.16165,159271.6413,0.1768611296,-100.6026002,-0.0006526514565,148271,30247,25516,151838,-1164
621,E,2017,159271.6413,36881.13591,28382.71775,167336.2224,0.17820321,-433.8370454,-0.0027238813,151838,33808,26224,157912,-1510
621,E,2018,167336.2224,37265.68565,29736.87586,174704.0021,0.1777073453,-161.0301062,-0.0009623146968,157912,33567,27036,163119,-1324
621,E,2019,174704.0021,36748.33738,30925.39604,180359.9802,0.1770159565,-166.9632611,-0.000955692251,163119,32466,27809,167379,-397
621,N,2008,11200.09386,2921.785766,2913.67607,11205.31122,0.260147469,-2.892335896,-0.0002582421123,10751,3078,3009,10889,69
621,N,2009,11205.31122,2965.42788,3036.208133,11130.82185,0.2709615177,-3.709118668,-0.0003310143374,10889,3079,3094,10779,-95
621,N,2010,11130.82185,3554.776934,3229.443954,11449.23989,0.2901352658,-6.914930032,-0.0006212416413,10779,3601,3245,11245,110
621,N,2011,11449.23989,3889.645334,3484.829903,11850.24694,0.3043721623,-3.808383451,-0.0003326319901,11245,3933,3518,11842,182
621,N,2012,11850.24694,4513,3806,12549,0.3211747417,-8.246941319,-0.0006959299127,11842,4513,3806,12549,0
621,N,2013,12549,4711.102737,4135.504138,13121.19111,0.3295485009,-3.407488048,-0.0002715346281,12549,4668,4094,13346,223
621,N,2014,13121.19111,4895.343804,4333.021154,13684.77728,0.3302307784,1.263523449,9.629639859e-05,13346,4845,4270,13967,46
621,N,2015,13684.77728,5481.619188,4536.615748,14627.43755,0.33150819,-2.343174969,-0.0001712249254,13967,5412,4442,14780,-157
621,N,2016,14627.43755,6052.490536,4827.248814,15851.79306,0.3300132916,-0.8862110797,-6.058553159e-05,14780,5910,4660,16146,116
621,N,2017,15851.79306,6989.459942,5244.615011,17593.06363,0.3308531086,-3.574361223,-0.0002254862406,16146,6865,5079,18279,347
621,N,2018,17593.06363,7798.175659,5773.479382,19612.63739,0.3281679362,-5.122518484,-0.000291166939,18279,7735,5594,20566,146
621,N,2019,19612.63739,8364.728591,6251.506195,21723.67284,0.3187488797,-2.186940672,-0.0001115067101,20566,8427,6077,23029,113
621,S,2008,178067.7084,6493.401793,4112.915586,180481.7797,0.02309748141,33.58503761,0.0001886082429,179307,6901,4203,186769,4764
621,S,2009,180481.7797,5780.069299,4165.730317,182121.5351,0.02308116822,25.41644421,0.0001408255407,186769,5917,4196,177097,-11393
621,S,2010,182121.5351,4419.227118,4192.892528,182356.7502,0.02302249718,8.880535757,4.876159072e-05,177097,4322,4063,176236,-1120
621,S,2011,182356.7502,4460.363857,4201.789518,182623.7919,0.02304159024,8.467342211,4.643284221e-05,176236,4403,4130,180246,3737
621,S,2012,182623.7919,5952,4219,183563,0.02310213776,-793.7919252,-0.004346596447,180246,5952,4219,183563,1584
