industria_io,tipo,anno,K_inizio_2012,I_2012,D_2012,K_fine_2012,delta_annuo,altre_variazioni_2012,altre_variazioni_rel,K_inizio_corrente,I_corrente,D_corrente,K_fine_corrente,rivalutazioni_e_altre_variazioni_corrente
111CA,E,2008,191175.2844,32437.53684,27378.39848,196255.6559,0.1432109729,21.23310625,0.000111066168,171211,30009,25306,184470,8556
111CA,E,2009,196255.6559,31168.5178,27866.06321,199582.2092,0.1419885867,24.09877491,0.0001227927664,184470,29650,26478,189642,2000
111CA,E,2010,199582.2092,32159.91066,28330.59968,203426.9829,0.1419495244,15.46271102,7.747539764e-05,189642,30828,27158,196078,2766
111CA,E,2011,203426.9829,36562.64626,29206.80601,210815.1004,0.1435739035,32.2772551,0.0001586675211,196078,35925,28706,208803,5506
111CA,E,2012,210815.1004,46647,30931,226602,0.1467209888,70.89955683,0.0003363115672,208803,46648,30931,226602,2082
111CA,E,2013,226602,53931.29386,33594.01772,247042.3446,0.1482511969,103.0684175,0.0004548433709,226602,54325,33835,249857,2765
111CA,E,2014,247042.3446,56664.84737,36557.59513,267241.2247,0.1479810888,91.62786501,0.0003708994309,249857,57856,37313,272805,2405
111CA,E,2015,267241.2247,40058.88513,38183.68337,269134.9078,0.1428809624,18.4813358,6.915600624e-05,272805,41147,39184,275638,870
111CA,E,2016,269134.9078,30898.84307,37853.09189,262159.769,0.1406472769,-20.88991435,-7.761874715e-05,275638,31912,39013,270427,1890
111CA,E,2017,262159.769,32563.74674,37062.11418,257652.8048,0.1413722415,-8.596770539,-3.279210449e-05,270427,33929,38525,267878,2047
111CA,E,2018,257652.8048,32580.20833,36477.18601,253749.5329,0.1415749618,-6.294203752,-2.442901313e-05,267878,34370,38431,269576,5759
111CA,E,2019,253749.5329,35727.2649,36181.51597,253300.2826,0.1425875175,5.000700715,1.970723121e-05,269576,38184,38667,270423,1330
111CA,N,2008,52.73333333,33.48717949,32.5483871,50.85714286,0.6172260511,-2.814982867,-0.05338147029,59,39,38,59,-1
111CA,N,2009,50.85714286,36.84615385,33.87096774,53.25714286,0.6660021747,-0.5751861042,-0.01130983913,59,42,39,58,-4
111CA,N,2010,53.25714286,35.66666667,35.03225806,53.39047619,0.6577945452,-0.5010752688,-0.009408602151,58,37,38,56,-1
111CA,N,2011,53.39047619,41.38461538,37.35483871,56.86190476,0.699653597,-0.5583481035,-0.01045782213,56,43,39,59,-1
111CA,N,2012,56.86190476,53,41,67,0.7210451386,-1.861904762,-0.03274432627,59,53,41,67,-4
111CA,N,2013,67,58.8974359,48.96774194,77.07619048,0.7308618199,0.1464965142,0.002186515138,67,56,47,75,-1
111CA,N,2014,77.07619048,72.69230769,56.93548387,90.68571429,0.7386909436,-2.147300012,-0.02785944659,75,68,54,85,-4
111CA,N,2015,90.68571429,55.53846154,60.41935484,83.94761905,0.6662499746,-1.857201938,-0.02047954248,85,50,55,78,-2
111CA,N,2016,83.94761905,55.53846154,58.09677419,81.74285714,0.6920598208,0.3535507503,0.004211563762,78,49,52,73,-2
111CA,N,2017,81.74285714,74.23076923,61.58064516,94.14761905,0.7533458863,-0.2453621647,-0.003001634311,73,64,54,83,0
111CA,N,2018,94.14761905,73.05128205,67.38709677,98.68095238,0.7157599678,-1.130851944,-0.01201147682,83,62,58,85,-2
111CA,N,2019,98.68095238,77.76923077,70.87096774,104.2857143,0.7181828512,-1.293501123,-0.01310791081,85,65,60,89,-1
111CA,S,2008,249340.3281,7022.637256,5958.132057,250411.2932,0.0238955812,6.459962537,2.590821384e-05,259109,7343,6344,261958,1850
111CA,S,2009,250411.2932,7144.159844,5991.103863,251553.0717,0.0239250546,-11.27748777,-4.503585932e-05,261958,6989,6106,244016,-18825
111CA,S,2010,251553.0717,6446.635963,6019.372418,251965.8782,0.02392883687,-14.45707965,-5.747129046e-05,244016,6142,5869,242106,-2183
111CA,S,2011,251965.8782,7605.135412,6054.822239,253487.8801,0.02403032618,-28.31128793,-0.0001123615949,242106,7337,5959,246974,3490
111CA,S,2012,253487.8801,8364,6117,255724,0.02413133124,-10.88005928,-4.29214181e-05,246974,8364,6117,255724,6503
111CA,S,2013,255724,8797.736236,6189.521665,258342.5764,0.02420391385,10.36186256,4.051971092e-05,255724,9097,6459,273302,14940
111CA,S,2014,258342.5764,11612.15754,6302.913674,263665.0356,0.02439750258,13.21531334,5.115422134e-05,273302,12387,6920,290481,11712
111CA,S,2015,263665.0356,8223.485611,6409.393447,265462.4657,0.02430884866,-16.66206366,-6.319405839e-05,290481,8969,7248,300147,7945
111CA,S,2016,265462.4657,8180.099923,6471.799463,267129.1136,0.02437933908,-41.65261011,-0.000156905836,300147,8829,7584,317464,16072
111CA,S,2017,267129.1136,8884.53395,6544.72061,269429.8128,0.0245002146,-39.11408046,-0.000146423877,317464,10061,8020,330052,10547
111CA,S,2018,269429.8128,5573.150372,6579.730315,268359.1562,0.02442094379,-64.07669291,-0.0002378233212,330052,6541,8409,345822,17638
111CA,S,2019,268359.1562,6576.531744,6583.031672,268301.1964,0.0245306766,-51.45987388,-0.0001917574739,345822,8174,8800,359679,14483
113FF,E,2008,28911.7204,5334.397863,4020.643199,30228.91565,0.1390662037,3.440594272,0.0001190034431,25901,4923,3717,28308,1201
113FF,E,2009,30228.91565,4532.922687,4102.486176,30655.15579,0.1357139708,-4.196371019,-0.0001388197667,28308,4294,3886,28937,221
113FF,E,2010,30655.15579,6165.310136,4239.997187,32593.74395,0.1383126941,13.27520604,0.0004330497005,28937,5885,4049,31258,485
113FF,E,2011,32593.74395,5796.315786,4447.081966,33957.36731,0.1364397405,14.38953959,0.0004414816417,31258,5683,4354,33502,915
113FF,E,2012,33957.36731,5892,4604,35251,0.1355817711,5.632690854,0.0001658753696,33502,5892,4604,35251,461
113FF,E,2013,35251,5702.304744,4728.140242,36235.18402,0.134127833,10.0195213,0.0002842336756,35251,5761,4772,36579,339
113FF,E,2014,36235.18402,6803.213117,4901.12974,38154.49651,0.1352588616,17.2291129,0.0004754802098,36579,6965,5006,38890,352
113FF,E,2015,38154.49651,6314.001207,5090.145032,39395.16712,0.1334087853,16.81443006,0.0004406932758,38890,6498,5225,40220,57
113FF,E,2016,39395.16712,7974.332108,5334.472214,42070.36096,0.1354093054,35.33394323,0.0008969106064,40220,8244,5491,43258,285
113FF,E,2017,42070.36096,7089.800411,5600.020622,43593.027,0.133110829,32.88625254,0.0007816964673,43258,7401,5821,45227,389
113FF,E,2018,43593.027,8213.551338,5848.002285,46001.11321,0.1341499475,42.53715705,0.0009757789257,45227,8722,6180,49041,1272
113FF,E,2019,46001.11321,6707.36992,6035.194593,46694.28547,0.1311967075,20.99693183,0.0004564439937,49041,7264,6509,50237,441
113FF,N,2008,148.3967391,104.8754153,99.64878543,154.7649457,0.6715025277,1.141576664,0.007692734161,173,122,116,179,0
113FF,N,2009,154.7649457,91.19601329,98.4757085,147.9211957,0.6362920756,0.435945213,0.002816821414,179,102,110,160,-11
113FF,N,2010,147.9211957,94.410299,96.00910931,147.564538,0.6490557955,1.2421527,0.008397394939,160,99,100,155,-4
113FF,N,2011,147.564538,77.42524917,91.31680162,135.3743207,0.6188261952,1.701335059,0.01152943032,155,80,93,140,-2
113FF,N,2012,135.3743207,65,81,120,0.5983409528,0.6256793478,0.004621846631,140,65,81,120,-4
113FF,N,2013,120,75.71428571,75.13461538,120.5461957,0.6261217949,-0.0334746775,-0.0002789556458,120,73,73,119,-1
113FF,N,2014,120.5461957,114.6760797,82.74392713,151.3654891,0.6864084485,-1.11285913,-0.009231806317,119,109,78,146,-4
113FF,N,2015,151.3654891,126.7358804,98.32388664,178.6440217,0.6495792879,-1.13346115,-0.007488240264,146,117,90,170,-3
113FF,N,2016,178.6440217,225.9302326,131.7095142,269.5339674,0.7372735616,-3.330772736,-0.01864474783,170,205,119,253,-3
113FF,N,2017,269.5339674,255.7724252,177.3967611,345.7146739,0.658161058,-2.194957594,-0.008143528681,253,229,158,320,-4
113FF,N,2018,345.7146739,301.8936877,219.6852227,424.533288,0.6354524099,-3.389850905,-0.009805342848,320,263,190,387,-6
113FF,N,2019,424.533288,243.8953488,240.6487854,428.0258152,0.5668549256,0.2459637618,0.0005793745007,387,209,206,382,-8
113FF,S,2008,17662.50712,623.7237304,435.3067549,17849.87181,0.02464580776,-1.052278336,-5.957695184e-05,16277,595,409,17199,736
113FF,S,2009,17849.87181,867.765035,445.243994,18272.48203,0.02494382025,0.08917325772,4.995736589e-06,17199,846,424,16941,-680
113FF,S,2010,18272.48203,815.4851801,458.874314,18633.24592,0.0251128617,4.153022232,0.0002272828741,16941,775,431,17498,213
113FF,S,2011,18633.24592,517.2061815,464.2129456,18683.30894,0.0249131551,-2.930211625,-0.0001572571756,17498,501,451,18247,699
113FF,S,2012,18683.30894,389,465,18602,0.02488852491,-5.308939492,-0.0002841541351,18247,389,465,18602,431
113FF,S,2013,18602,333.4636079,464.3070284,18470.66186,0.02496005959,-0.4947145118,-2.659469476e-05,18602,341,475,19035,567
113FF,S,2014,18470.66186,695.1687904,464.3479202,18698.69156,0.02513975534,-2.791176699,-0.0001511140597,19035,732,491,19730,454
113FF,S,2015,18698.69156,664.4773069,469.8084088,18891.71726,0.02512520233,-1.643201081,-8.787786436e-05,19730,713,508,20149,214
113FF,S,2016,18891.71726,637.1148043,478.7031754,19049.21142,0.02533931505,-0.917469305,-4.856463246e-05,20149,693,517,20643,318
113FF,S,2017,19049.21142,678.508465,481.3248876,19248.37758,0.02526744426,1.982583731,0.0001040769451,20643,761,536,21432,564
113FF,S,2018,19248.37758,646.2216441,485.7912435,19413.24602,0.02523803586,4.438043803,0.0002305671626,21432,756,564,22672,1048
113FF,S,2019,19413.24602,717.9571317,490.197989,19646.47647,0.02525069679,5.471303153,0.0002818335042,22672,879,596,23804,849
211,E,2008,48514.88262,7531.27022,6345.428051,49572.43827,0.130793433,-128.2865213,-0.002644271496,44435,7282,6066,47615,1964
211,E,2009,49572.43827,7368.966037,6568.151248,50390.24429,0.1324960296,16.99123996,0.0003427557844,47615,7087,6306,47743,-653
211,E,2010,50390.24429,8745.963575,6842.800409,52310.9684,0.1357961348,17.5609354,0.0003484987152,47743,8339,6558,50323,799
211,E,2011,52310.9684,9018.514207,7199.059891,54152.60434,0.1376204668,22.18163219,0.0004240340577,50323,8817,7055,53505,1420
211,E,2012,54152.60434,10867,7648,57402,0.1412305113,30.39565561,0.0005612962844,53505,10867,7648,57402,678
211,E,2013,57402,13874.27425,8383.71538,62923.21188,0.1460526703,30.65300526,0.0005340058754,57402,13975,8437,63243,303
211,E,2014,62923.21188,10752.39056,8991.978459,64697.38075,0.1429039966,13.75676118,0.000218627765,63243,10904,9110,65378,341
211,E,2015,64697.38075,8923.401629,9126.664606,64497.43536,0.1410669876,3.317594904,5.127865867e-05,65378,9030,9228,64675,-505
211,E,2016,64497.43536,2684.279926,8649.576351,58503.04233,0.1341072913,-29.09661208,-0.0004511282025,64675,2693,8670,58555,-143
211,E,2017,58503.04233,4155.227114,7877.406817,54631.26166,0.1346495243,-149.6009597,-0.002557148377,58555,4198,7928,55122,297
211,E,2018,54631.26166,6680.807313,7522.450577,53798.99001,0.1376949817,9.371610131,0.0001715429929,55122,6846,7686,55421,1139
211,E,2019,53798.99001,9422.923238,7607.714221,55627.94322,0.1414099822,13.74419624,0.0002554731276,55421,9836,7910,57560,213
211,N,2008,8016.103219,2325.615095,2097.699379,8239.115881,0.2616856746,-4.903054713,-0.0006116506461,7723,2398,2178,7982,39
211,N,2009,8239.115881,2185.294792,2127.640622,8295.168687,0.2582365211,-1.601364126,-0.0001943611607,7982,2209,2158,7980,-53
211,N,2010,8295.168687,2231.901796,2120.947976,8407.040953,0.2556847312,0.9184467826,0.0001107206878,7980,2206,2113,8186,113
211,N,2011,8407.040953,2470.933581,2133.694234,8744.039609,0.2537984822,-0.2406921101,-2.862982487e-05,8186,2464,2137,8686,173
211,N,2012,8744.039609,2616,2205,9154,0.2521717763,-1.039608538,-0.000118893393,8686,2616,2205,9154,57
211,N,2013,9154,3085.12169,2373.710399,9863.554018,0.2593085426,-1.857273262,-0.0002028919884,9154,3082,2369,10113,246
211,N,2014,9863.554018,2939.775557,2491.798335,10313.29294,0.252626825,1.761697325,0.0001786067499,10113,2980,2505,10688,100
211,N,2015,10313.29294,3235.76695,2518.357352,11029.65494,0.2441855737,-1.047595137,-0.0001015771726,10688,3323,2549,11347,-115
211,N,2016,11029.65494,3083.763914,2487.827858,11627.72,0.225558086,2.129001099,0.0001930251772,11347,3177,2505,12213,194
211,N,2017,11627.72,3572.559045,2478.309518,12721.45581,0.2131380458,-0.5137168413,-4.418035878e-05,12213,3781,2576,13870,452
211,N,2018,12721.45581,4609.631009,2705.749063,14619.77277,0.2126917787,-5.564987421,-0.0004374489449,13870,4997,2904,16254,291
211,N,2019,14619.77277,5838.033475,3176.359677,17274.46056,0.2172646407,-6.986002798,-0.0004778461956,16254,6377,3440,19456,265
211,S,2008,1434243.957,125991.5751,106449.2393,1452083.937,0.07421975793,-1702.35627,-0.001186936338,1245924,115660,97898,1352966,89280
211,S,2009,1452083.937,92049.47511,106397.9109,1437855.178,0.07327256242,119.677301,8.241761924e-05,1352966,77950,90225,1200153,-140538
211,S,2010,1437855.178,108058.293,105722.6636,1440218.551,0.0735280334,27.74352408,1.92950754e-05,1200153,92541,90591,1268925,66822
211,S,2011,1440218.551,130916.272,106568.6453,1464481.286,0.07399477336,-84.89187395,-5.894374426e-05,1268925,118954,96779,1411745,120645
211,S,2012,1464481.286,149235,108913,1504636,0.07436967686,-167.2858783,-0.0001142287579,1411745,149235,108913,1504636,52569
211,S,2013,1504636,147582.2229,111666.4367,1540409.809,0.07421491755,-141.977237,-9.435985644e-05,1504636,147400,111518,1611417,70899
211,S,2014,1540409.809,160089.1391,114542.8947,1585768.224,0.07435871548,-187.8296398,-0.0001219348505,1611417,178697,128233,1841584,179703
211,S,2015,1585768.224,110517.4288,115837.4986,1580509.272,0.07304819004,61.11783732,3.854146931e-05,1841584,125534,132083,1736555,-98480
211,S,2016,1580509.272,61880.72014,113508.3185,1529150.027,0.07181755941,268.3540958,0.0001697896372,1736555,66611,122429,1666309,-14428
211,S,2017,1529150.027,86822.03519,110418.5089,1502394.69,0.07220907495,-3158.86358,-0.002065764329,1666309,95472,121485,1629587,-10709
211,S,2018,1502394.69,111799.0334,109428.2149,1504781.061,0.07283586375,15.55273071,1.035196065e-05,1629587,110908,108489,1560140,-71866
211,S,2019,1504781.061,110550.5155,109519.998,1505850.361,0.07278135061,38.78259595,2.577291604e-05,1560140,112636,111354,1589792,28370
212,E,2008,37379.48652,7021.320093,5512.495836,38904.29862,0.1474738245,15.98785055,0.0004277172331,33451,6530,5114,36448,1581
212,E,2009,38904.29862,4995.786041,5606.638659,38290.61063,0.1441136033,-2.835376917,-7.28808131e-05,36448,4731,5286,35774,-119
212,E,2010,38290.61063,7052.841178,5709.322325,39658.62714,0.1491050216,24.49765968,0.0006397824238,35774,6680,5404,37558,508
212,E,2011,39658.62714,10195.548,6206.321747,43683.10231,0.1564936105,35.2489192,0.0008888083562,37558,9901,6032,42772,1345
212,E,2012,43683.10231,11872,7009,48591,0.1604510584,44.89768715,0.001027804455,42772,11872,7009,48591,956
212,E,2013,48591,8111.787737,7512.204409,49197.16181,0.154600737,6.578479514,0.000135384732,48591,8184,7582,49324,131
212,E,2014,49197.16181,7685.984901,7582.972776,49300.80092,0.1541343544,0.626991179,1.274445834e-05,49324,7809,7707,49780,354
212,E,2015,49300.80092,6594.74301,7506.788147,48374.1223,0.1522650344,-14.63348928,-0.0002968205183,49780,6699,7640,48486,-353
212,E,2016,48374.1223,4167.336635,7176.421042,45336.93242,0.1483524806,-28.10546774,-0.0005810021228,48486,4193,7258,45447,26
212,E,2017,45336.93242,5865.011486,6823.497622,44273.38211,0.1505063809,-105.0641802,-0.002317408226,45447,5934,6934,44742,295
212,E,2018,44273.38211,6355.939112,6687.251137,43932.50765,0.1510445062,-9.562429788,-0.0002159859792,44742,6525,6894,45540,1167
212,E,2019,43932.50765,6793.374047,6659.500147,44064.55699,0.1515847946,-1.824557813,-4.153092802e-05,45540,7114,7002,45895,243
212,N,2008,1370.52058,312.1951117,317.0678733,1364.485466,0.2313484949,-1.162352065,-0.0008481098949,1301,317,321,1306,9
212,N,2009,1364.485466,280.1015141,314.8393665,1328.023886,0.230738527,-1.723727412,-0.001263280156,1306,278,312,1268,-4
212,N,2010,1328.023886,292.4427667,306.7096531,1313.040221,0.23095191,-0.7167789648,-0.0005397334884,1268,289,302,1274,19
212,N,2011,1313.040221,394.3927651,320.2405732,1383.163222,0.2438924323,-4.029191025,-0.003068596803,1274,394,321,1375,28
212,N,2012,1383.163222,436,358,1459,0.2588270092,-2.163221914,-0.001563967202,1375,436,358,1459,6
212,N,2013,1459,396.7858845,373.7594268,1482.487889,0.2561750698,0.4614317976,0.0003162657969,1459,395,373,1521,40
212,N,2014,1482.487889,401.3330055,368.0497738,1514.069691,0.2482649446,-1.70143051,-0.001147685942,1521,405,369,1571,14
212,N,2015,1514.069691,451.8813653,367.1674208,1597.986285,0.2425036463,-0.7973504469,-0.000526627309,1571,462,372,1645,-16
212,N,2016,1597.986285,471.4616659,371.4087481,1697.824193,0.2324229887,-0.2150094108,-0.0001345502229,1645,480,372,1780,27
212,N,2017,1697.824193,557.8460542,385.7428356,1867.84538,0.2271983384,-2.082031486,-0.00122629392,1780,579,396,2025,62
212,N,2018,1867.84538,686.21375,428.63273,2123.68143,0.2294797709,-1.744969848,-0.0009342153618,2025,729,450,2343,39
212,N,2019,2123.68143,833.1210941,492.8069382,2462.035502,0.2320531371,-1.960084631,-0.0009229654708,2343,897,523,2752,35
212,S,2008,90749.60387,7698.446049,3718.428339,94763.19957,0.04097459581,33.57798906,0.0003700070042,90799,7902,3862,97291,2452
212,S,2009,94763.19957,7840.274684,3868.735144,98756.29077,0.04082529043,21.5516644,0.0002274265168,97291,7828,3905,94876,-6338
212,S,2010,98756.29077,8211.807393,4026.113278,102988.0755,0.04076817028,46.09057377,0.0004667102562,94876,7949,3911,98613,-301
212,S,2011,102988.0755,11944.65952,4276.145445,110772.1479,0.04152078215,115.5583361,0.001122055496,98613,11752,4206,108328,2169
212,S,2012,110772.1479,10443,4567,116743,0.04122877535,94.85213021,0.0008562814031,108328,10443,4567,116743,2539
212,S,2013,116743,9852.52602,4806.092779,121868.2818,0.04116814523,78.84854005,0.0006754027226,116743,10270,5003,128310,6300
212,S,2014,121868.2818,8486.782565,4996.978799,125396.4777,0.04100311193,38.39215227,0.0003150298971,128310,9279,5460,136902,4773
212,S,2015,125396.4777,9836.795793,5165.94781,130107.7426,0.04119691322,40.41695516,0.0003223133209,136902,11039,5823,145789,3671
212,S,2016,130107.7426,5530.618792,5265.341374,130369.152,0.0404690856,-3.868075339,-2.972978595e-05,145789,6431,6145,152025,5950
212,S,2017,130369.152,5429.600333,5267.081515,130236.4194,0.04040128692,-295.2514453,-0.002264733956,152025,6670,6420,156968,4693
212,S,2018,130236.4194,5464.787144,5273.932432,130414.2363,0.04049506626,-13.03773257,-0.0001001081927,156968,7018,6738,165634,8386
212,S,2019,130414.2363,7294.538267,5322.655647,132404.2722,0.04081345562,18.15325773,0.0001391969024,165634,9791,7114,174959,6648
213,E,2008,47679.67254,15550.96606,6490.798727,56619.27159,0.1361334586,-120.5682838,-0.002528714595,43566,14586,6123,53990,1961
213,E,2009,56619.27159,9662.821831,7178.288623,59048.13662,0.1267817198,-55.66817696,-0.0009832019275,53990,9169,6846,55989,-324
213,E,2010,59048.13662,11270.187,7600.531581,62701.79191,0.1287175518,-16.00011873,-0.0002709673776,55989,10707,7263,60387,954
213,E,2011,62701.79191,17503.16556,8624.023861,71603.72302,0.1375403094,22.78940115,0.0003634569356,60387,17074,8441,70764,1744
213,E,2012,71603.72302,20060,10237,81495,0.1429674264,68.27698329,0.0009535395705,70764,20060,10237,81495,908
213,E,2013,81495,15847.06427,11495.39688,85875.47085,0.1410564682,28.80345699,0.0003534383336,81495,15960,11564,86351,460
213,E,2014,85875.47085,18580.28188,12386.81046,92109.03586,0.1442415434,40.09359367,0.000466880627,86351,18854,12556,93175,526
213,E,2015,92109.03586,10958.38965,12755.72504,90307.14836,0.1384850565,-4.552109414,-4.942087789e-05,93175,11130,12934,90825,-546
213,E,2016,90307.14836,4350.713261,11995.60082,82619.91402,0.1328311328,-42.34678085,-0.0004689194778,90825,4386,12074,83039,-98
213,E,2017,82619.91402,10428.79464,11271.68075,81593.51535,0.1364281346,-183.5125554,-0.002221166139,83039,10579,11405,82668,455
213,E,2018,81593.51535,13992.14433,11367.57848,84224.82308,0.1393196313,6.741869533,8.262751646e-05,82668,14449,11743,87236,1862
213,E,2019,84224.82308,6793.408327,11219.53702,79773.28815,0.1332093866,-25.40623918,-0.0003016478783,87236,7143,11788,83114,523
213,N,2008,1265.015857,714.2433891,491.0904039,1487.619107,0.3882088918,-0.5497348178,-0.0004345675312,1267,772,532,1516,9
213,N,2009,1487.619107,568.2434335,548.6043931,1507.880617,0.3687801471,0.6224695869,0.0004184334444,1516,599,581,1501,-33
213,N,2010,1507.880617,630.0898059,562.2867715,1575.913098,0.3728987329,0.2294463586,0.000152164804,1501,642,574,1569,0
213,N,2011,1575.913098,1045.179037,671.3557782,1947.26701,0.4260106595,-2.469346881,-0.00156693087,1569,1067,685,1963,12
213,N,2012,1947.26701,1269,871,2340,0.4472935635,-5.267009908,-0.00270482162,1963,1269,871,2340,-21
213,N,2013,2340,1070.41965,981.817235,2430.017514,0.419580015,1.415098816,0.0006047430837,2340,1058,968,2445,15
213,N,2014,2430.017514,1173.360366,1017.327958,2586.922816,0.4186504633,0.8728935675,0.0003592128709,2445,1152,992,2598,-7
213,N,2015,2586.922816,874.9739214,988.380673,2477.955831,0.3820680953,4.439766957,0.001716234798,2598,859,955,2473,-29
213,N,2016,2477.955831,555.176511,835.5891536,2201.954262,0.3372090588,4.411073818,0.001780126087,2473,551,801,2230,7
213,N,2017,2201.954262,912.1405584,757.8212279,2357.406265,0.3441584781,1.132672526,0.0005143942114,2230,891,732,2428,39
213,N,2018,2357.406265,1318.672448,876.5752485,2796.19785,0.3718388558,-3.305615068,-0.001402225453,2428,1268,837,2868,9
213,N,2019,2796.19785,919.7210846,931.8113821,2788.762517,0.3332422926,4.654964715,0.001664747978,2868,923,888,2908,5
213,S,2008,49922.98344,6214.219636,3543.636989,52594.54357,0.07098207568,0.9774805654,1.957977064e-05,43452,5751,3258,49196,3251
213,S,2009,52594.54357,4276.362351,3556.368351,53324.93809,0.06761857999,10.40051991,0.0001977490287,49196,3890,3036,45262,-4788
213,S,2010,53324.93809,2862.564036,3472.894319,52726.86839,0.06512702017,12.26057926,0.0002299220534,45262,2589,2993,47036,2178
213,S,2011,52726.86839,4547.702622,3399.235361,53887.16062,0.06446875123,11.82497523,0.0002242684914,47036,4302,3105,52209,3976
213,S,2012,53887.16062,2915,3329,53490,0.06177723898,16.83937654,0.000312493298,52209,2915,3329,53490,1695
213,S,2013,53490,7332.793331,3342.702858,57482.14883,0.06249210802,2.058356889,3.848115328e-05,53490,7392,3347,59836,2301
213,S,2014,57482.14883,6109.64268,3448.471405,60151.02501,0.05999204058,7.704908103,0.0001340400152,59836,6598,3824,67634,5024
213,S,2015,60151.02501,5485.639424,3502.408451,62146.2788,0.05822691218,12.02281222,0.0001998770964,67634,6029,3948,67477,-2238
213,S,2016,62146.2788,4790.031964,3521.784162,63424.49525,0.05666926855,9.968653776,0.0001604062861,67477,5158,3795,68758,-82
213,S,2017,63424.49525,2397.859005,3474.1344,62236.55737,0.0547759093,-111.6624847,-0.001760557719,68758,2641,3824,68163,588
213,S,2018,62236.55737,4084.297982,3427.4999,62895.54717,0.05507213195,2.19171235,3.521583523e-05,68163,4288,3515,68747,-189
213,S,2019,62895.54717,3686.734491,3427.959219,63158.63239,0.05450241509,4.309946531,6.852546364e-05,68747,4040,3633,71140,1986
22,E,2008,431170.7836,59630.64451,35391.11727,455407.6476,0.08208143644,-2.663244065,-6.176773025e-06,390436,56513,33429,431207,17687
22,E,2009,455407.6476,51337.72747,36620.59466,470148.2883,0.08041277931,23.50795598,5.161958985e-05,431207,49164,34929,448818,3376
22,E,2010,470148.2883,48505.13097,37152.67921,481513.6762,0.07902332122,12.93605833,2.751484723e-05,448818,46915,35825,467388,7480
22,E,2011,481513.6762,55055.18288,37709.61177,498886.3593,0.07831472633,27.11205869,5.630589541e-05,467388,54544,37286,496907,12261
22,E,2012,498886.3593,61956,38796,522083,0.07776520499,36.64066991,7.344492233e-05,496907,61956,38796,522083,2016
22,E,2013,522083,60758.63991,39982.18213,542881.8032,0.07658204181,22.34544659,4.28005635e-05,522083,60822,40041,542758,-106
22,E,2014,542881.8032,61968.167,41088.39362,563770.068,0.07568570798,8.491434505,1.564140565e-05,542758,62090,41238,564236,626
22,E,2015,563770.068,64540.95674,42413.51934,585913.0242,0.07523194604,15.51878775,2.752680327e-05,564236,63941,42210,576845,-9122
22,E,2016,585913.0242,66223.80583,43823.32064,608335.9483,0.07479492489,22.43893708,3.829738571e-05,576845,64757,43149,597789,-664
22,E,2017,608335.9483,68460.16925,45190.91736,630426.1344,0.07428612016,-1179.065836,-0.001938182084,597789,67055,44605,622236,1997
22,E,2018,630426.1344,73198.6403,46838.93072,656799.1146,0.07429725413,13.27059691,2.105020111e-05,622236,72790,46832,660485,12291
22,E,2019,656799.1146,76610.68526,48823.51533,684598.2266,0.07433553767,11.94208356,1.818224674e-05,660485,76968,49411,697465,9423
22,N,2008,6383.633323,3807.534034,3013.812278,7161.854676,0.4721155063,-15.50040371,-0.002428147566,6658,4241,3335,7581,17
22,N,2009,7161.854676,4758.647763,3621.274105,8282.850024,0.5056335641,-16.37831046,-0.00228688115,7581,5179,3924,8554,-282
22,N,2010,8282.850024,4292.037119,4036.972846,8538.974393,0.4873893448,1.060096213,0.0001279868898,8554,4452,4193,8703,-110
22,N,2011,8538.974393,4679.361842,4235.730703,8973.254686,0.4960467742,-9.350846505,-0.00109507841,8703,4802,4348,9136,-21
22,N,2012,8973.254686,5475,4623,9814,0.5151976804,-11.25468562,-0.001254247875,9136,5475,4623,9814,-174
22,N,2013,9814,5845.557278,5076.73847,10573.22044,0.5172955441,-9.598363552,-0.0009780276699,9814,5745,4984,10533,-42
22,N,2014,10573.22044,6941.016048,5611.019004,11893.1894,0.5306821165,-10.02808848,-0.0009484422017,10533,6723,5420,11717,-119
22,N,2015,11893.1894,8029.221708,6364.963186,13540.81336,0.5351771482,-16.6345607,-0.001398662725,11717,7643,6032,13170,-158
22,N,2016,13540.81336,9474.898817,7316.370608,15683.375,0.5403198768,-15.966574,-0.001179144382,13170,8893,6824,15097,-142
22,N,2017,15683.375,11185.12529,8515.218806,18331.35788,0.5429455591,-21.92359795,-0.00139788776,15097,10365,7832,17520,-110
22,N,2018,18331.35788,12897.94239,9934.500144,21266.13728,0.5419402211,-28.66285195,-0.001563596769,17520,11673,8925,19987,-281
22,N,2019,21266.13728,14115.59768,11368.11713,23990.61117,0.534564269,-23.0066609,-0.001081844841,19987,12614,10071,22208,-322
22,S,2008,1414372.511,51092.11158,31521.46149,1433855.971,0.02228653432,-87.18962336,-6.164544539e-05,1191757,45459,28038,1307416,98238
22,S,2009,1433855.971,63801.43722,32174.52205,1465628.469,0.02243915895,145.5831575,0.0001015326229,1307416,55749,28340,1277628,-57197
22,S,2010,1465628.469,54465.8856,32855.47922,1487366.189,0.02241733147,127.3135926,8.686621151e-05,1277628,49501,29883,1380791,83545
22,S,2011,1487366.189,51601.9172,33377.57752,1505637.37,0.02244072627,46.84109269,3.149264319e-05,1380791,49261,31980,1473949,75877
