,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,4.558220479,0.9414255512,0.6860867047,0.7495036097,0.285229945,43.62216665,5.540757327,0.8300014064,2.822166254,7.396627308,44.69923384,5.793465139,6.221092106,1.437951582,44.05812247,2.049371122,1.214774194,2.577241008,42.97656669,1.701690627,0.6851829988,3.15447833,0.2255060778,8.819614713,27.04897633,5.554957814,16.83358931,0.3077570112,0.5715271277,2.080319678,5.605891305,0.5299912244,0.1180025129,0.6285147905,0.7762839367,0.04411715979,1.02580184,0.2827841799,0.4543106149,0.0967853088,0.02432930517,5.923788413,0.3033370952,0.9513039282,0.09176299275,0.1469981234,0.0009522418024,0,0.2612247665,12.42429851,0.04908054554,0.1320095569,2.498494493,0.1380033378,0.8376611427,4.290313965,0.2754350833,0.5565903513,0.9598538186,0.1610354587,1.209725037,0.344518846,0.1638339191,0.1512626884,1.961131561,2.136968639,0,0,0,0,0
213,9.555190426,1.021717597,1111.517748,307.4206378,1056.450561,332.7847646,18.78168441,0.5469276332,3.514561143,3.544157448,5.115392821,31.04956078,12.75156836,1.425049997,4.233503848,1.106326022,0.2004156144,2.977114143,3.410682895,0.2330106817,0.1002950664,1.319021321,0.4121740748,287.3944157,19.5298542,1.378031419,24.15892117,0.6973495352,1.242944615,1.470497806,19.36114683,2.768635854,1.062681026,3.848090637,5.47147755,0.5364334461,384.0024633,0.6448390053,11.62184226,1.176840871,0.2958271357,14.55297995,3.688364439,11.56718263,6.88884204,12.19939697,0.01157858652,0,3.17630832,74.88501012,0.5967847048,1.605142804,53.37880317,1.678022937,3.043256394,1.623592325,1.602918642,5.588676933,8.871895842,0.6341964847,0.3386039704,0.7892456806,1.038095379,0.873829149,2.950348643,3.28256587,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,172.5928148,35.63626499,25.97960577,28.34164261,10.8443609,1647.240471,209.4339858,33.21596552,107.4586007,279.7755504,1687.724351,219.3766836,246.3077664,54.73882401,1664.234759,77.53208089,46.18764373,97.99268949,1629.126025,65.58981148,26.03389389,124.1620561,10.4294321,339.8096942,1028.509548,217.6180338,637.0861141,11.84323073,22.1127774,79.13146874,212.7363787,20.38725165,4.487567341,23.75270433,29.45772505,1.700071889,38.78353234,10.74865589,17.20561503,3.866648106,0.9881618954,224.1717818,11.9728019,38.13837139,3.538326877,5.632878903,0.03616338203,0,10.362457,469.9934033,1.878171688,5.035326757,96.16160971,5.470138054,31.97651304,162.1637292,10.70459945,21.24371695,36.46464315,6.206457472,45.73977697,13.34350749,6.491091419,5.846991763,75.94667563,81.30041181,0,0,0,0,0
333,26389.74628,2956.912665,7250.683008,4458.417499,7070.515339,13552.32002,13564.95469,1787.58951,1881.970166,5092.198286,6201.483682,6618.081629,7444.831124,1207.647468,12683.94223,1512.32544,427.8543141,1866.868558,9065.198362,694.5012588,129.9126857,4380.878309,1141.717752,10309.60114,10225.79129,4408.980905,8129.450623,470.0181809,2934.078488,1198.776767,5927.997993,629.9821994,137.5300548,107.588944,942.7273075,74.3204969,3077.027935,503.9745063,516.0409315,336.9628904,186.6193429,2309.876924,561.5828375,3211.140329,253.5529516,432.7494886,2.896622371,0,2195.129635,10006.464,186.908602,196.345384,2829.169483,677.0315219,2508.120829,1030.035573,672.2735006,721.8693064,849.5392619,396.231825,187.8892557,672.1565931,1532.776523,826.2254737,6214.539932,3087.473893,0,0,0,0,0
