,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,7.618745875e-05,0.0001484141726,4.457989735e-05,8.317121672e-05,1.623037427e-05,0.0006512660105,0.0001334635574,0.0002461418833,0.0007050015253,0.0008309464467,0.003217290497,0.0004470032826,0.0002619199829,0.0004342328872,0.001709927465,0.0002997649014,0.0009744532489,0.0004153842904,0.002076242892,0.00121767352,0.001109061411,0.0003983365309,9.028738577e-05,0.0004353732064,0.00104372339,0.0006683720687,0.0004077630965,6.008602767e-05,7.429888835e-05,0.0002309061827,0.0001707690424,2.989012325e-05,1.75573822e-05,0.0001300058392,3.502822802e-05,9.538281427e-06,0.0001386343051,6.124097896e-05,0.0002876839347,1.367880585e-05,1.356189879e-05,6.807292152e-05,1.37654468e-05,1.045654067e-05,1.351156012e-05,1.31522609e-05,1.372519649e-05,0,1.304119545e-05,0.0001546593991,1.291446142e-05,1.338901617e-05,8.43439894e-05,1.330020601e-05,4.073485268e-05,0.0008266154389,2.832503343e-05,1.662765921e-05,1.837964454e-05,4.080049115e-05,0.0005319594036,7.003399626e-05,2.558825499e-05,2.839668244e-05,0.0001082627627,0.0001327098769,0,0,0,0,0
213,0.0001597083072,0.00016107208,0.07222315602,0.03411397645,0.06011496444,0.004968377836,0.0004524057394,0.0001621946621,0.0008779677536,0.0003981551205,0.0003681876242,0.002395674309,0.0005368656353,0.0004303368641,0.0001643053334,0.0001618241359,0.000160767036,0.0004798334505,0.0001647736583,0.0001667347358,0.0001623411381,0.0001665614159,0.0001650249078,0.01418699482,0.0007535873222,0.0001658046273,0.0005852059428,0.0001361495009,0.0001615835867,0.0001632186816,0.0005897874796,0.0001561438437,0.0001581144035,0.0007959625777,0.0002468892556,0.000115978753,0.05189687967,0.0001396491557,0.007359320255,0.0001663246001,0.000164903093,0.0001672348493,0.0001673780927,0.0001271441356,0.001014341409,0.001091508164,0.0001668886774,0,0.0001585717089,0.0009321790412,0.0001570307127,0.0001628009627,0.001801957627,0.0001617210939,0.000147991347,0.0003128177782,0.0001648400181,0.0001669569285,0.0001698824226,0.0001606821769,0.0001488962869,0.0001604383321,0.0001621340039,0.000164044743,0.0001628717326,0.000203853676,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0.002884767864,0.005617997912,0.001688078417,0.003145026747,0.0006170741862,0.02459281169,0.0050447625,0.009850393318,0.02684408733,0.03143033843,0.1214763442,0.01692632912,0.01037003228,0.01653004029,0.06459014962,0.01134074562,0.0370502598,0.01579387556,0.07870478239,0.04693389937,0.04213938047,0.01567875177,0.004175701909,0.01677443301,0.03968651009,0.02618378398,0.01543225285,0.002312255005,0.002874675058,0.008783239217,0.006480465939,0.001149787839,0.0006676970939,0.004913154484,0.001329219711,0.0003675613797,0.005241488021,0.002327775937,0.01089514282,0.0005464788961,0.0005508316623,0.002576058941,0.000543326122,0.0004192092766,0.0005209977888,0.000503986658,0.0005212431577,0,0.0005173277744,0.005850543378,0.000494199393,0.0005107059894,0.003246216396,0.0005271898794,0.001554994593,0.03124411017,0.001100833392,0.0006346378173,0.0006982388011,0.001572489159,0.02011341729,0.002712476151,0.001013805343,0.001097661096,0.004192577942,0.005048912487,0,0,0,0,0
