,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,138.2230204,5.196468394,135795.1155,8338.543525,3221.358651,957.1585512,26.18149556,10.57526901,46.73396203,22.8371111,32.31838677,34.41520735,104.7194742,7.901063055,51.40249292,24.34135195,3.130036518,12.53534042,71.77811899,5.621910251,0.9572441779,13.4925846,3.661838839,220.2160252,78.4436582,19.60071412,114.4438595,49.15372882,37.53004951,81.35056077,144.7110087,12.01873246,134.6979307,2.978092998,7.156539806,3.023676054,326.7316565,19.64629717,18.7498304,19.23604967,11.83640023,267.390207,53.86397795,69.2102735,21.77350646,32.24241501,0.3190813926,0,361.9446597,9.405303906,9.20777733,15.61979389,71.42306544,37.72757609,32.10566584,10.18021586,200.4590863,101.4678829,339.6089622,45.65902785,49.47281021,50.01980688,91.36363875,170.2071314,69.90921369,101.6957981,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,9004.140155,338.5089516,12231.14867,1977.010461,4203.965486,55299.89499,1086.331056,688.8954104,877.8270432,1487.657761,2105.288129,2241.87946,6821.64823,514.6919733,3348.467203,1585.647195,203.8972048,816.5786114,4675.778619,366.2231348,62.35691215,878.9355236,238.5399338,6672.892657,3873.148458,1276.832011,7455.115274,3201.977949,2444.786873,5299.34774,9426.781449,782.9256747,8774.508352,193.9992822,466.1921527,196.968659,14356.03739,1279.801387,1221.403644,1253.076996,771.0481676,17418.36413,3508.813549,4508.503727,1418.372303,2100.339168,20.78563738,0,23577.84134,612.6814066,599.8141073,1017.506439,4467.094173,2457.654172,2091.431038,663.1608117,13058.32924,6609.832687,22122.84672,2974.32573,3222.763586,3258.396108,5951.620837,11087.65285,4554.034171,6624.679571,0,0,0,0,0
321,7.812662915,0.2937155894,129.176567,8.979402995,6.407740258,48.07695168,0.9508923089,0.597736989,0.7907465538,1.290802722,1.82670485,1.945221667,5.918970299,0.4465851067,2.905379646,1.375825656,0.1769164077,0.7085244482,4.057053931,0.3177624798,0.05410550332,0.7626299515,0.2069750206,5.892876112,3.377232655,1.107874592,6.468613507,2.778274654,2.121279257,4.598108964,8.179377993,0.6793246527,7.613417252,0.1683282325,0.4045030486,0.1709046851,12.54935264,1.110451044,1.059780811,1.087262971,0.6690188426,15.11347059,3.044508083,3.911913771,1.230685496,1.822410762,0.01803516777,0,20.45789198,0.5316080405,0.5204434128,0.8828644033,3.878474226,2.132443885,1.814681405,0.5754077337,11.33037945,5.735183351,19.19543023,2.580746626,2.796309822,2.827227253,5.164069705,9.62047378,3.951419377,5.748065614,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
